cell	nGene	nUMI	orig.ident	percent.mito	batch	bigBatch	outer_id	inner_id	bigInner_id	res.0.6	cluster	S.Score	G2M.Score	Phase	tSNE_1	tSNE_2	ABratio	cleanReads	mpRatio	mitoRatio	ERCCratio	avgCor	doublet	filter	tissue	samplingPos	ident	ident_old
SPZ_C-A8_03	7110	77525	Epi	0.0741347505837128	SPZ_C-A8	SPZ_C	1	3	1-4	6	Kidney	-0.0995897261662057	0.010865316565251	G2M	-20.3542223091056	-10.7836957675489	0.992759673910655	2796446	0.9145	0.0741290131180105	0.0231924867542087	1	FALSE	TRUE	Kidney	cortex	Kidney	DT
SPZ_C-A8_06	7600	50346	Epi	0.0871603368822501	SPZ_C-A8	SPZ_C	1	6	5-8	6	Kidney	-0.0314926081107614	-0.0505465122699687	G1	-20.0884305537676	-0.297774922541455	0.992057068272376	3474467	0.9239	0.0871568744289517	0.0273388175417281	1	FALSE	TRUE	Kidney	cortex	Kidney	DT
SPZ_C-A8_09	7420	50997	Epi	0.0904045653324966	SPZ_C-A8	SPZ_C	2	1	1-4	3	Kidney	0.723602476021592	0.499439630049158	S	-15.5316991414087	5.38431340395109	0.991216578405006	3800535	0.921	0.0903974743612369	0.0316112462779675	1	FALSE	TRUE	Kidney	cortex	Kidney	Epi-Prol
SPZ_C-A8_12	5541	22998	Epi	0.0135252674610768	SPZ_C-A8	SPZ_C	2	4	1-4	0	Kidney	-0.0962782940016251	-0.085349238147103	G1	-5.25876342847668	16.3332025530221	0.970120531154239	1584778	0.9298	0.0135223270576982	0.0405395627393356	1	FALSE	TRUE	Kidney	cortex	Kidney	Podocyte-GPC3
SPZ_C-A8_16	9655	73905	Epi	0.0683374380903407	SPZ_C-A8	SPZ_C	2	8	5-8	0	Kidney	-0.159857361657579	-0.111842394414687	G1	-2.90712096153759	11.1841896188823	0.992776493005617	3891318	0.9073	0.0683235696020998	0.0116394086444111	1	FALSE	TRUE	Kidney	cortex	Kidney	Podocyte-GPC3
SPZ_C-A8_17	5984	32745	Epi	0.101643149471627	SPZ_C-A8	SPZ_C	3	1	1-4	2	Kidney	-0.0562597842169476	-0.0432413856424048	G1	1.18830255627181	-12.2116334869596	0.991719148571385	2994059	0.9182	0.101618320610687	0.0356657706978749	1	FALSE	TRUE	Kidney	cortex	Kidney	PC-BCAT1
SPZ_C-A8_18	6185	44161	Epi	0.0741151694934444	SPZ_C-A8	SPZ_C	3	2	1-4	2	Kidney	-0.0638753727257655	-0.0192126969558233	G1	-2.89614426924229	-10.4111332128645	0.989388080299122	2808794	0.9249	0.0741051010935767	0.0368945377135148	1	FALSE	TRUE	Kidney	cortex	Kidney	PC-BCAT1
SPZ_C-A8_20	3909	13247	Epi	0.153555790427299	SPZ_C-A8	SPZ_C	3	4	1-4	2	Kidney	0.0408431689648096	-0.0742539258230441	S	0.906257077096222	-11.50682319892	0.933200604206829	1180701	0.9104	0.153544198686495	0.0690327261281215	1	FALSE	TRUE	Kidney	cortex	Kidney	PC-BCAT1
SPZ_C-A8_22	3746	14621	Epi	0.0573871409028728	SPZ_C-A8	SPZ_C	3	6	5-8	0	Kidney	-0.0796556917098048	-0.0771225358200111	G1	9.63603210941456	16.6338206145875	0.971602471096024	1058560	0.9122	0.0573792914785939	0.0771971559614482	1	FALSE	TRUE	Kidney	cortex	Kidney	Podocyte-PLA2R1
SPZ_C-A8_26	5869	32593	Epi	0.0829676904666933	SPZ_C-A8	SPZ_C	4	2	1-4	6	Kidney	-0.198253079147257	-0.107725740836124	G1	-13.8461978828817	-9.50111869141018	0.984219519549703	2785567	0.918	0.0829600539976683	0.036492619973308	1	FALSE	TRUE	Kidney	cortex	Kidney	DT
SPZ_C-A8_31	2789	9189	Epi	0.0732477144101001	SPZ_C-A8	SPZ_C	4	7	5-8	0	Kidney	-0.127120123300991	-0.0359306148657468	G1	6.29579973974868	14.0618021705689	0.905543825898762	1048493	0.9033	0.0732238058970732	0.0874512279527529	1	FALSE	TRUE	Kidney	cortex	Kidney	Podocyte-PLA2R1
SPZ_C-A8_34	5899	34993	Epi	0.190013433561037	SPZ_C-A8	SPZ_C	5	2	1-4	6	Kidney	-0.0972800662760036	-0.0935983636859917	G1	-25.9205861303689	-12.1634241249147	0.972585104854152	2490862	0.9153	0.189975424358461	0.0333492835084837	1	FALSE	TRUE	Kidney	cortex	Kidney	LoH
SPZ_C-A8_35	7168	46457	Epi	0.064366133511291	SPZ_C-A8	SPZ_C	5	3	1-4	3	Kidney	0.158303907743774	0.408028821322254	G2M	-19.2379590264988	2.26495030387713	0.984751021722202	2631347	0.9219	0.0643605915147341	0.0292898726397378	1	FALSE	TRUE	Kidney	cortex	Kidney	Epi-Prol
SPZ_C-A8_38	4444	20273	Epi	0.0423758078042524	SPZ_C-A8	SPZ_C	5	6	5-8	0	Kidney	-0.0849029063261007	-0.161742392617566	G1	3.94029769561068	13.972130788279	0.955358792406318	1584023	0.8631	0.042367447595561	0.0524258258190477	1	FALSE	TRUE	Kidney	cortex	Kidney	Podocyte-PLA2R1
SPZ_C-A8_39	5672	26835	Epi	0.0746068420660356	SPZ_C-A8	SPZ_C	5	7	5-8	3	Kidney	-0.0971742131038341	-0.0968703586116284	G1	-11.5419913731855	13.9129777610658	0.98557943894972	2099956	0.9257	0.0746012818601878	0.0546946395329159	1	FALSE	TRUE	Kidney	cortex	Kidney	Podocyte-GPC3
SPZ_C-A8_43	7742	74189	Epi	0.0576142782039012	SPZ_C-A8	SPZ_C	6	3	1-4	4	Kidney	-0.154588046393437	-0.0647785539934861	G1	-26.8488402639333	-1.01231565769293	0.995436284319782	4833535	0.9291	0.0576072891956006	0.0156403964636748	1	FALSE	TRUE	Kidney	cortex	Kidney	LoH
SPZ_C-A8_45	5390	28198	Epi	0.147067167884247	SPZ_C-A8	SPZ_C	6	5	5-8	4	Kidney	-0.113024889911782	-0.0716137750549915	G1	-32.2964501684533	-3.72668270854982	0.992986507277356	2016359	0.9298	0.147056737588652	0.066276647961688	1	FALSE	TRUE	Kidney	cortex	Kidney	LoH
SPZ_C-A8_47	6483	37020	Epi	0.107188200653718	SPZ_C-A8	SPZ_C	6	7	5-8	4	Kidney	-0.165493663782073	-0.0371662807727342	G1	-27.6759881552001	-1.46738480324809	0.979986531719268	2523930	0.9275	0.107179514883043	0.037933606138017	1	FALSE	TRUE	Kidney	cortex	Kidney	LoH
SPZ_C-A8_51	3903	13207	Epi	0.0405876116916553	SPZ_C-A8	SPZ_C	7	3	1-4	0	Kidney	-0.169582197151728	-0.106723081459522	G1	9.03658990061233	20.4176484129702	0.981015513571222	1152571	0.9125	0.0405630392008476	0.0842705624750119	1	FALSE	TRUE	Kidney	cortex	Kidney	Podocyte-PLA2R1
SPZ_C-A8_53	5185	22295	Epi	0.0849966360170442	SPZ_C-A8	SPZ_C	7	5	5-8	3	Kidney	-0.111441707375113	-0.122924108616523	G1	-10.9850599730025	11.3231610221855	0.990571246953119	2083531	0.9268	0.0849890119747051	0.0519183109078339	1	FALSE	TRUE	Kidney	cortex	Kidney	Podocyte-GPC3
SPZ_C-A8_54	3490	11528	Epi	0.0465116279069767	SPZ_C-A8	SPZ_C	7	6	5-8	0	Kidney	-0.112619696358416	-0.118649241221992	G1	6.10188020307292	15.7681284137831	0.97454367997882	1091631	0.909	0.0464874241110147	0.0662178287957053	1	FALSE	TRUE	Kidney	cortex	Kidney	Podocyte-PLA2R1
SPZ_C-A8_55	6045	30927	Epi	0.0739902338065518	SPZ_C-A8	SPZ_C	7	7	5-8	6	Kidney	-0.0587762175254607	-0.107304997909714	G1	-12.5618691123161	-11.2092056220394	0.988944189898764	2980254	0.9291	0.0739734885224701	0.0334206144755905	1	FALSE	TRUE	Kidney	cortex	Kidney	DT
SPZ_C-A8_56	8061	65048	Epi	0.0983596476393992	SPZ_C-A8	SPZ_C	7	8	5-8	3	Kidney	0.341821665458878	0.0636258151222642	S	-19.6053261588227	8.73700798142277	0.993223055628326	4170009	0.9229	0.098358135530685	0.0254305299399495	1	FALSE	TRUE	Kidney	cortex	Kidney	Epi-Prol
SPZ_C-A8_58	7290	57361	Epi	0.0678731453876597	SPZ_C-A8	SPZ_C	8	2	1-4	4	Kidney	-0.171171697602149	-0.07800475395041	G1	-26.7654632352724	-0.640455462677104	0.993758071268019	3720924	0.9189	0.0678648629802664	0.0290537800166449	1	FALSE	TRUE	Kidney	cortex	Kidney	LoH
SPZ_C-A8_60	5645	30440	Epi	0.120141923190644	SPZ_C-A8	SPZ_C	8	4	1-4	2	Kidney	-0.0770034843896927	-0.0610915352856128	G1	-0.143620282732035	-14.2400650735438	0.992097716202266	2377698	0.9187	0.120137976346912	0.0413718210879097	1	FALSE	TRUE	Kidney	cortex	Kidney	PC-BCAT1
SPZ_C-A8_63	5495	23336	Epi	0.0669380758517249	SPZ_C-A8	SPZ_C	8	7	5-8	0	Kidney	-0.111781268011817	-0.131260486558978	G1	-1.96088095711928	14.4008612390715	0.978264748317286	2187298	0.9278	0.0669294712486074	0.0577967719585838	1	FALSE	TRUE	Kidney	cortex	Kidney	Podocyte-GPC3
SPZ_C-A8_64	6600	33461	Epi	0.107537808595852	SPZ_C-A8	SPZ_C	8	8	5-8	3	Kidney	0.403576986260425	-0.0155009760570511	S	-15.5313792057721	6.95167751661896	0.989700629104779	2799310	0.9235	0.107528167119931	0.0338492389695848	1	FALSE	TRUE	Kidney	cortex	Kidney	Epi-Prol
SPZ_C-A8_66	6356	32744	Epi	0.144310060472787	SPZ_C-A8	SPZ_C	9	2	1-4	2	Kidney	0.414621783285584	-0.0617452828138789	S	2.57018344882617	-12.8271615823999	0.991047774556929	2389542	0.9232	0.144288026384096	0.0412563161847137	1	FALSE	TRUE	Kidney	cortex	Kidney	PC-BCAT1
SPZ_C-A8_67	5105	19619	Epi	0.144911278808893	SPZ_C-A8	SPZ_C	9	3	1-4	6	Kidney	0.251107198764497	-0.0040667187008972	S	-12.6038208706775	-14.488462988492	0.984870892825371	1166459	0.8945	0.144844809133072	0.0456093424699086	1	FALSE	TRUE	Kidney	cortex	Kidney	DT
SPZ_C-A8_68	3345	10709	Epi	0.0604277575417951	SPZ_C-A8	SPZ_C	9	4	1-4	0	Kidney	-0.143191545195733	-0.0981109691140244	G1	9.70178248877254	16.8779093134017	0.977284643600305	995512	0.9251	0.0604108309990663	0.0799834037635192	1	FALSE	TRUE	Kidney	cortex	Kidney	Podocyte-PLA2R1
SPZ_C-A8_70	5634	27622	Epi	0.0887368306723145	SPZ_C-A8	SPZ_C	9	6	5-8	3	Kidney	-0.131391187712457	-0.136745408728246	G1	-13.5733585886117	11.3234176309185	0.977911537060725	1854313	0.9168	0.0887304058212359	0.0499562523005256	1	FALSE	TRUE	Kidney	cortex	Kidney	Podocyte-GPC3
SPZ_C-A8_72	7918	79404	Epi	0.0599251879746596	SPZ_C-A8	SPZ_C	9	8	5-8	3	Kidney	-0.118317915074967	-0.104873941838895	G1	-23.0286019795679	11.6865389628377	0.99082405574142	4496661	0.9279	0.0599206599080662	0.0199579141672336	1	FALSE	TRUE	Kidney	cortex	Kidney	PT
SPZ_C-A8_74	6640	43917	Epi	0.0879218472468917	SPZ_C-A8	SPZ_C	10	2	1-4	3	Kidney	-0.0953886533852615	-0.0507374003623415	G1	-22.0594716875897	12.675507724712	0.991112145165549	2780601	0.9172	0.0879118377012227	0.0373046613428626	1	FALSE	TRUE	Kidney	cortex	Kidney	PT
SPZ_C-A8_75	4620	17852	Epi	0.0315966386554622	SPZ_C-A8	SPZ_C	10	3	1-4	0	Kidney	-0.109723632558711	-0.107293471828615	G1	4.7878026051697	12.3611579832616	0.98569853348261	1439928	0.8922	0.0315860215053763	0.0655050604390245	1	FALSE	TRUE	Kidney	cortex	Kidney	Podocyte-PLA2R1
SPZ_C-A8_76	6054	33490	Epi	0.0815491653975932	SPZ_C-A8	SPZ_C	10	4	1-4	3	Kidney	-0.171776993213358	-0.0748712285177446	G1	-23.7485463338521	10.122562112159	0.991514612062312	2516649	0.9274	0.081541860742864	0.0396696403157084	1	FALSE	TRUE	Kidney	cortex	Kidney	LoH-Prog
SPZ_C-A8_77	7249	53288	Epi	0.0916615055458589	SPZ_C-A8	SPZ_C	10	5	5-8	3	Kidney	-0.0182157251103651	-0.011445856367228	G1	-21.6047535470506	9.89402908862057	0.991309419692894	3504138	0.9167	0.0916443060064173	0.0382510327181553	1	FALSE	TRUE	Kidney	cortex	Kidney	PT
SPZ_C-A8_85	2861	8506	Epi	0.0691439322671684	SPZ_C-A8	SPZ_C	11	5	5-8	0	Kidney	-0.0971722860072635	-0.0847201959941987	G1	5.70423391569381	23.2119577819867	0.978115179834372	968607	0.922	0.0691195486070295	0.0844606554862755	1	FALSE	TRUE	Kidney	cortex	Kidney	Podocyte-PLA2R1
SPZ_C-A8_91	2896	9887	Epi	0.0766039263307023	SPZ_C-A8	SPZ_C	12	3	1-4	0	Kidney	-0.143639782182014	-0.0855169080913208	G1	4.2128251894542	15.4549633856643	0.927658078311052	900658	0.9086	0.0765651866086781	0.0526322393010975	1	FALSE	TRUE	Kidney	cortex	Kidney	Podocyte-PLA2R1
SPZ_C-A8_93	5638	24906	Epi	0.146070123298124	SPZ_C-A8	SPZ_C	12	5	5-8	6	Kidney	-0.162973320006388	-0.0703337522683534	G1	-26.1900806759646	-9.48202388332803	0.983385768292293	1410325	0.9161	0.146017343825277	0.0441449710102751	1	FALSE	TRUE	Kidney	cortex	Kidney	LoH
SPZ_C-A9_01	3971	9922	Epi	0.0318966387402846	SPZ_C-A9	SPZ_C	1	1	1-4	0	Kidney	-0.0797510095003878	-0.0498675329177425	G1	4.98820338856429	9.6143246865874	0.967797631047452	951850	0.8732	0.0318227593152064	0.0234278192757294	1	FALSE	TRUE	Kidney	cortex	Kidney	Podocyte-PLA2R1
SPZ_C-A9_04	8429	90474	Epi	0.0694206471153953	SPZ_C-A9	SPZ_C	1	4	1-4	4	Kidney	-0.0132852116138278	0.782945439743523	G2M	-25.400595568986	-0.308692413658964	0.976956908998517	4278736	0.9055	0.0694083710032162	0.0148080175947484	1	FALSE	TRUE	Kidney	cortex	Kidney	Epi-Prol
SPZ_C-A9_05	4449	19863	Epi	0.0356441625132155	SPZ_C-A9	SPZ_C	1	5	5-8	0	Kidney	-0.156563263369533	-0.0904792000551989	G1	7.8901422581592	11.6018819231236	0.986146825882476	1565490	0.9159	0.0356441625132155	0.0677899588307621	1	FALSE	TRUE	Kidney	cortex	Kidney	Podocyte-PLA2R1
SPZ_C-A9_07	5371	25849	Epi	0.161321521142017	SPZ_C-A9	SPZ_C	1	7	5-8	6	Kidney	-0.0725956727938774	-0.040893226726686	G1	-14.395359378777	-14.0469039483983	0.982582165388697	2591455	0.9177	0.161296561327505	0.039577772353783	1	FALSE	TRUE	Kidney	cortex	Kidney	DT
SPZ_C-A9_13	6202	40281	Epi	0.0515875971301606	SPZ_C-A9	SPZ_C	2	5	5-8	6	Kidney	-0.11015377419737	-0.105476300705535	G1	-15.0972896928521	-8.43657773711185	0.990396343447698	3117167	0.9238	0.0515863164688943	0.0463370005276985	1	FALSE	TRUE	Kidney	cortex	Kidney	DT
SPZ_C-A9_14	3771	20999	Epi	0.0303823991618649	SPZ_C-A9	SPZ_C	2	6	5-8	0	Kidney	-0.115513717619541	-0.0291791775706262	G1	7.13632820704913	9.65921622764852	0.988073895012308	1246765	0.9112	0.030379505737822	0.0833966389693178	1	FALSE	TRUE	Kidney	cortex	Kidney	Podocyte-PLA2R1
SPZ_C-A9_16	8697	117381	Epi	0.0641533546325879	SPZ_C-A9	SPZ_C	2	8	5-8	3	Kidney	0.494706365173187	0.174256649753263	S	-11.4741759168459	7.61902490368524	0.994726019162049	5880377	0.9176	0.0641478894236913	0.0236882846624628	1	FALSE	TRUE	Kidney	cortex	Kidney	Epi-Prol
SPZ_C-A9_19	4563	23379	Epi	0.0456023271731691	SPZ_C-A9	SPZ_C	3	3	1-4	0	Kidney	-0.117635058295263	-0.115055481291678	G1	10.44345353504	17.0777686029966	0.985652815023923	1800368	0.905	0.0455964754694384	0.0657878309033562	1	FALSE	TRUE	Kidney	cortex	Kidney	Podocyte-PLA2R1
SPZ_C-A9_21	5040	24889	Epi	0.0786291132628872	SPZ_C-A9	SPZ_C	3	5	5-8	4	Kidney	-0.00964517290483044	0.0112728065129345	G2M	-27.3725255693988	2.3048026877229	0.984364067997511	1945514	0.9178	0.0786291132628872	0.0648651550610003	1	FALSE	TRUE	Kidney	cortex	Kidney	LoH
SPZ_C-A9_23	3388	7511	Epi	0.0003996270147862	SPZ_C-A9	SPZ_C	3	7	5-8	6	Kidney	-0.0386674220126834	-0.117642527082624	G1	-30.0159303036863	-5.83475594866468	0.966898466499679	494592	0.8563	0.000399148483235764	0.0281507811128664	1	FALSE	TRUE	Kidney	cortex	Kidney	DT
SPZ_C-A9_25	7019	56374	Epi	0.0738322896524809	SPZ_C-A9	SPZ_C	4	1	1-4	6	Kidney	-0.0853551429166516	-0.0994505005342404	G1	-21.747640315059	-9.81882722893126	0.991676294741301	3560700	0.9205	0.0738257414502625	0.0419160544494646	1	FALSE	TRUE	Kidney	cortex	Kidney	LoH
SPZ_C-A9_30	6407	50957	Epi	0.0659981160216657	SPZ_C-A9	SPZ_C	4	6	5-8	2	Kidney	-0.0936716282626681	-0.0796543580048123	G1	-3.00875860126413	-11.9554803599596	0.98373581649905	3027423	0.9202	0.0659968208489511	0.0331252182652913	1	FALSE	TRUE	Kidney	cortex	Kidney	PC-BCAT1
SPZ_C-A9_37	6726	35968	Epi	0.0990379803147417	SPZ_C-A9	SPZ_C	5	5	5-8	6	Kidney	-0.0898142946536407	-0.0519368885159552	G1	-23.5258760640918	-9.66444385243726	0.990722154798358	3050261	0.9262	0.0990214611364394	0.0314798469070052	1	FALSE	TRUE	Kidney	cortex	Kidney	LoH
SPZ_C-A9_40	7188	52033	Epi	0.0967518739188929	SPZ_C-A9	SPZ_C	5	8	5-8	3	Kidney	0.104449039320966	0.979897456210714	G2M	-13.1558496234119	4.13684493890686	0.992998956352284	3940527	0.9224	0.0967444363300919	0.0279436456646786	1	FALSE	TRUE	Kidney	cortex	Kidney	Epi-Prol
SPZ_C-A9_41	5336	26412	Epi	0.054674188784976	SPZ_C-A9	SPZ_C	6	1	1-4	0	Kidney	-0.158780158182309	-0.0706533137531339	G1	-5.69137746827817	13.3809607408537	0.986594396146776	2016101	0.9166	0.0546679791019914	0.0604139155137536	1	FALSE	TRUE	Kidney	cortex	Kidney	Podocyte-GPC3
SPZ_C-A9_43	2995	10592	Epi	0.063638938721556	SPZ_C-A9	SPZ_C	6	3	1-4	0	Kidney	-0.0595826169996866	-0.0189503556799508	G1	4.74262605265264	16.2599420412576	0.981618283670248	1401074	0.8937	0.063620917500472	0.0647902253185449	1	FALSE	TRUE	Kidney	cortex	Kidney	Podocyte-PLA2R1
SPZ_C-A9_44	6195	39611	Epi	0.103764295993335	SPZ_C-A9	SPZ_C	6	4	1-4	6	Kidney	-0.0882555651527175	-0.0829351237224688	G1	-15.1701733926364	-12.4255471837522	0.98831942824576	2934003	0.9191	0.103759056827649	0.0263135334069697	1	FALSE	TRUE	Kidney	cortex	Kidney	DT
SPZ_C-A9_46	3066	9200	Epi	0.0470652173913043	SPZ_C-A9	SPZ_C	6	6	5-8	0	Kidney	-0.0944937669593238	-0.0684231610770648	G1	7.66451647575223	18.7235695069042	0.963159863977797	903079	0.88	0.0470652173913043	0.11506492600644	1	FALSE	TRUE	Kidney	cortex	Kidney	Podocyte-PLA2R1
SPZ_C-A9_50	4454	18758	Epi	0.0358837643295121	SPZ_C-A9	SPZ_C	7	2	1-4	0	Kidney	-0.175192538941409	-0.112979709830015	G1	5.94798762035538	12.1376598192463	0.987198789306582	1677881	0.92	0.0358780253758396	0.0767094207396911	1	FALSE	TRUE	Kidney	cortex	Kidney	Podocyte-PLA2R1
SPZ_C-A9_55	3140	8887	Epi	0.0616631034094745	SPZ_C-A9	SPZ_C	7	7	5-8	0	Kidney	-0.182432124900692	-0.106717938015712	G1	9.41786065296373	23.5094619017219	0.968377514435911	900909	0.9187	0.0616631034094745	0.135070357006746	1	FALSE	TRUE	Kidney	cortex	Kidney	Podocyte-PLA2R1
SPZ_C-A9_56	6982	45527	Epi	0.0855134541460736	SPZ_C-A9	SPZ_C	7	8	5-8	3	Kidney	-0.061060725053575	-0.061882336169906	G1	-23.171781811159	11.2728768567248	0.99139645553003	4022336	0.9251	0.0855078193639079	0.0387117702040427	1	FALSE	TRUE	Kidney	cortex	Kidney	PT
SPZ_C-A9_57	4924	17823	Epi	0.146801346801347	SPZ_C-A9	SPZ_C	8	1	1-4	6	Kidney	-0.153216338252015	-0.0454914029994591	G1	-13.7765178786413	-13.3800527107493	0.962981970913801	869986	0.8908	0.146768402154399	0.0491861801819323	1	FALSE	TRUE	Kidney	cortex	Kidney	DT
SPZ_C-A9_59	6093	36543	Epi	0.0822978816574525	SPZ_C-A9	SPZ_C	8	3	1-4	2	Kidney	-0.0308826222258794	-0.11162484687045	G1	0.0934406963343603	-8.10132838704516	0.991383724679509	2912238	0.9172	0.0822866212407301	0.041063169585421	1	FALSE	TRUE	Kidney	cortex	Kidney	PC-BCAT1
SPZ_C-A9_60	6825	43464	Epi	0.0681530567635351	SPZ_C-A9	SPZ_C	8	4	1-4	3	Kidney	-0.0557260151951392	0.291034348211626	G2M	-19.5588103401688	2.25688229382903	0.990870275365062	3368278	0.9192	0.0681483526596724	0.0331333046572295	1	FALSE	TRUE	Kidney	cortex	Kidney	Epi-Prol
SPZ_C-A9_61	5967	33082	Epi	0.179157722889017	SPZ_C-A9	SPZ_C	8	5	5-8	2	Kidney	0.0411355658100346	-0.0684035494485778	S	2.14005189209038	-7.606851339536	0.983249030178106	2100210	0.9004	0.179114402297114	0.0141653947033694	1	FALSE	TRUE	Kidney	cortex	Kidney	PC-BCAT1
SPZ_C-A9_65	4899	24548	Epi	0.0318572534321913	SPZ_C-A9	SPZ_C	9	1	1-4	0	Kidney	-0.132999935102718	-0.108579882213575	G1	8.6824168497821	12.5893952687034	0.983593073300338	1778953	0.9125	0.0318559556786704	0.0765842837223586	1	FALSE	TRUE	Kidney	cortex	Kidney	Podocyte-PLA2R1
SPZ_C-A9_70	5867	32820	Epi	0.0883491299180203	SPZ_C-A9	SPZ_C	9	6	5-8	4	Kidney	-0.0199566216291651	-0.134082469799642	G1	-32.2853116235017	0.884007291463705	0.980221882350069	2586281	0.9184	0.0883249040277862	0.0387122074945674	1	FALSE	TRUE	Kidney	cortex	Kidney	LoH-Prog
SPZ_C-A9_71	3592	13308	Epi	0.0967911625460284	SPZ_C-A9	SPZ_C	9	7	5-8	0	Kidney	-0.0974675037336236	-0.0262886656690057	G1	12.1555953348093	20.7394835215844	0.976368135776908	1486449	0.8984	0.0967766173266211	0.0947625617586077	1	FALSE	TRUE	Kidney	cortex	Kidney	Podocyte-PLA2R1
SPZ_C-A9_74	6718	44799	Epi	0.0864362889543709	SPZ_C-A9	SPZ_C	10	2	1-4	6	Kidney	-0.183850529285346	-0.07339017295698	G1	-23.000242062658	-9.60877644480958	0.991463347104862	3148777	0.9103	0.0864247131824472	0.0417658763811472	1	FALSE	TRUE	Kidney	cortex	Kidney	LoH
SPZ_C-A9_75	7075	39250	Epi	0.0974720962234341	SPZ_C-A9	SPZ_C	10	3	1-4	3	Kidney	-0.056787789962235	-0.0862935004234683	G1	-21.3742759443203	9.81223666659417	0.989731194914772	2752119	0.8974	0.0974497465032738	0.0291734455513425	1	FALSE	TRUE	Kidney	cortex	Kidney	PT
SPZ_C-A9_77	4416	19907	Epi	0.0715326267142211	SPZ_C-A9	SPZ_C	10	5	5-8	0	Kidney	-0.129863746011559	-0.058546425472706	G1	1.57446823584561	13.2095909699419	0.985466365416941	2045507	0.8956	0.07152903355435	0.0580224872109184	1	FALSE	TRUE	Kidney	cortex	Kidney	Podocyte-PLA2R1
SPZ_C-A9_78	3989	14809	Epi	0.0304565099945975	SPZ_C-A9	SPZ_C	10	6	5-8	0	Kidney	-0.1336503754271	-0.104646718008615	G1	10.1581972265313	20.7575606802884	0.968951079642605	1296821	0.9107	0.0304400647948164	0.0793679181744899	1	FALSE	TRUE	Kidney	cortex	Kidney	Podocyte-PLA2R1
SPZ_C-A9_79	7209	47201	Epi	0.0798516949152542	SPZ_C-A9	SPZ_C	10	7	5-8	4	Kidney	-0.118055956593246	-0.0657099534514534	G1	-27.7275346930266	-1.65043723332156	0.98257186255157	3651645	0.9143	0.0798466199182255	0.0380329370519583	1	FALSE	TRUE	Kidney	cortex	Kidney	LoH
SPZ_C-A9_83	5552	20213	Epi	0.115871759350881	SPZ_C-A9	SPZ_C	11	3	1-4	3	Kidney	-0.0725783104420961	-0.0866679256123765	G1	-21.5869149474617	10.2704116704959	0.97169206245903	461546	0.8637	0.115854563442988	0.0246203848153926	1	FALSE	TRUE	Kidney	cortex	Kidney	PT
SPZ_C-A9_84	8176	88119	Epi	0.0690120864778982	SPZ_C-A9	SPZ_C	11	4	1-4	2	Kidney	-0.0650418803526257	-0.0222454528054262	G1	-3.64511681116286	-11.2277373998315	0.989436113909516	4656047	0.919	0.0690089538011099	0.0227268663172419	1	FALSE	TRUE	Kidney	cortex	Kidney	PC-BCAT1
SPZ_C-A9_87	5190	21121	Epi	0.12249053030303	SPZ_C-A9	SPZ_C	11	7	5-8	3	Kidney	0.447741110021121	0.126775728617174	S	-13.5891490989008	7.89404956744238	0.959331170340946	2119189	0.8992	0.122449945567284	0.0550869952439039	1	FALSE	TRUE	Kidney	cortex	Kidney	Epi-Prol
SPZ_C-A9_91	4224	17036	Epi	0.0331083064279425	SPZ_C-A9	SPZ_C	12	3	1-4	0	Kidney	-0.110663884202441	-0.122800274170432	G1	5.56230037711483	14.9108055042875	0.930535052982215	1290501	0.9133	0.0331024768165278	0.0551978781237363	1	FALSE	TRUE	Kidney	cortex	Kidney	Podocyte-PLA2R1
SPZ_C-A10_02	6712	41429	Epi	0.0882558841279421	SPZ_C-A10	SPZ_C	1	2	1-4	6	Kidney	-0.0859203249039728	-0.0764648529029885	G1	-12.4462837675651	-10.0575203376531	0.990424254859509	1857238	0.8991	0.0882388434339778	0.0283664356047159	1	FALSE	TRUE	Kidney	cortex	Kidney	DT
SPZ_C-A10_03	3116	14939	Epi	0.0433822052621008	SPZ_C-A10	SPZ_C	1	3	1-4	0	Kidney	-0.050795280986046	-0.040427482641093	G1	7.70078922561499	19.6252710243803	0.986283242105139	741766	0.8945	0.0433676883951278	0.103838380072178	1	FALSE	TRUE	Kidney	cortex	Kidney	Podocyte-PLA2R1
SPZ_C-A10_04	5182	22201	Epi	0.0951394206946259	SPZ_C-A10	SPZ_C	1	4	1-4	3	Kidney	-0.0480373870195409	0.721774095291782	G2M	-13.5484415376042	3.74512653440769	0.961725550041382	1439375	0.8828	0.0950880194498222	0.0323322177277939	1	FALSE	TRUE	Kidney	cortex	Kidney	Epi-Prol
SPZ_C-A10_05	6086	29595	Epi	0.106605845582024	SPZ_C-A10	SPZ_C	1	5	5-8	6	Kidney	-0.204026121007787	0.0700684677899225	G2M	-23.2292202773483	-9.6817839564375	0.987774890814216	1772233	0.9202	0.106602243546425	0.0487172249304615	1	FALSE	TRUE	Kidney	cortex	Kidney	LoH
SPZ_C-A10_06	4323	16358	Epi	0.163966497523996	SPZ_C-A10	SPZ_C	1	6	5-8	6	Kidney	-0.119246602974984	-0.127621178831747	G1	-25.1399552853815	-11.3753834250896	0.983657770516708	910898	0.9142	0.163926410366115	0.0601325522514025	1	FALSE	TRUE	Kidney	cortex	Kidney	LoH
