myAUC	avg_diff	power	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
0.63	0.267031904703799	0.26	0.267031904703799	0.82	0.784	NA	Kidney	MEX3C
0.37	-0.251399357914827	0.26	-0.251399357914827	0.656	0.829	NA	Kidney	CWC27
0.37	-0.260085741636028	0.26	-0.260085741636028	0.939	0.948	NA	Kidney	PSMA4
0.37	-0.329142568802052	0.26	-0.329142568802052	0.072	0.322	NA	Kidney	PRDM1
0.37	-0.36405202716954	0.26	-0.36405202716954	0.568	0.741	NA	Kidney	NABP1
0.629	0.318393120969384	0.258	0.318393120969384	0.675	0.576	NA	Kidney	CHSY1
0.629	0.255679041938909	0.258	0.255679041938909	0.651	0.488	NA	Kidney	AAK1
0.371	-0.262833102100192	0.258	-0.262833102100192	0.714	0.814	NA	Kidney	ATG3
0.371	-0.605148032799666	0.258	-0.605148032799666	0.018	0.274	NA	Kidney	FABP2
0.628	0.701232768191879	0.256	0.701232768191879	0.473	0.302	NA	Kidney	MYLK
0.628	0.441649788300883	0.256	0.441649788300883	0.605	0.494	NA	Kidney	FZD7
0.628	0.274226231244448	0.256	0.274226231244448	0.677	0.453	NA	Kidney	SHANK2
0.372	-0.28152606247936	0.256	-0.28152606247936	0.31	0.553	NA	Kidney	INAFM2
0.372	-0.333111058713803	0.256	-0.333111058713803	0.025	0.28	NA	Kidney	EDN3
0.372	-0.350164111310045	0.256	-0.350164111310045	0.392	0.628	NA	Kidney	RAB27A
0.372	-0.399170684977024	0.256	-0.399170684977024	0.104	0.352	NA	Kidney	OVOL2
0.372	-0.521629624291532	0.256	-0.521629624291532	0.045	0.295	NA	Kidney	ACE2
0.627	0.748892632960293	0.254	0.748892632960293	0.537	0.364	NA	Kidney	FAM134B
0.627	0.644782497472189	0.254	0.644782497472189	0.581	0.409	NA	Kidney	RNF144B
0.627	0.358699992397721	0.254	0.358699992397721	0.862	0.85	NA	Kidney	TP53BP2
0.627	0.335239787825698	0.254	0.335239787825698	0.264	0.012	NA	Kidney	CLEC18B
0.373	-0.627222084156749	0.254	-0.627222084156749	0.167	0.411	NA	Kidney	CENPF
0.373	-1.17601726478197	0.254	-1.17601726478197	0.014	0.266	NA	Kidney	CLDN18
0.626	0.397620858862434	0.252	0.397620858862434	0.884	0.785	NA	Kidney	KLF10
0.626	0.29763129585099	0.252	0.29763129585099	0.534	0.271	NA	Kidney	KCNJ15
0.626	0.264560852356512	0.252	0.264560852356512	0.933	0.905	NA	Kidney	ARL6IP1
0.374	-0.252558335548072	0.252	-0.252558335548072	0.562	0.725	NA	Kidney	CHD1L
0.374	-0.320341272065919	0.252	-0.320341272065919	0.781	0.917	NA	Kidney	OFD1
0.374	-0.432370350455146	0.252	-0.432370350455146	0.862	0.874	NA	Kidney	C1QBP
0.625	0.991643320148897	0.25	0.991643320148897	0.296	0.055	NA	Kidney	MMP7
0.625	0.427469772754339	0.25	0.427469772754339	0.485	0.269	NA	Kidney	SLIT2
0.625	0.365196789699339	0.25	0.365196789699339	0.848	0.757	NA	Kidney	MYO6
0.625	0.283773650460362	0.25	0.283773650460362	0.302	0.065	NA	Kidney	LGI2
0.375	-0.30345819906914	0.25	-0.30345819906914	0.579	0.722	NA	Kidney	SHTN1
0.375	-0.409741634755161	0.25	-0.409741634755161	0.01	0.259	NA	Kidney	SLC17A4
0.375	-0.461680645666275	0.25	-0.461680645666275	0.287	0.481	NA	Kidney	PBLD
0.375	-0.640006142109907	0.25	-0.640006142109907	0.024	0.271	NA	Kidney	SLC5A1
0.624	0.359227116737527	0.248	0.359227116737527	0.315	0.085	NA	Kidney	UNC5C
0.624	0.325226146817544	0.248	0.325226146817544	0.616	0.475	NA	Kidney	TPM2
0.624	0.294937507094652	0.248	0.294937507094652	0.988	0.894	NA	Kidney	STMN1
0.624	0.291123524555906	0.248	0.291123524555906	0.849	0.667	NA	Kidney	TMEM98
0.376	-0.254216075734107	0.248	-0.254216075734107	0.423	0.652	NA	Kidney	ACSF2
0.376	-0.2565285809744	0.248	-0.2565285809744	0.732	0.865	NA	Kidney	ANKRD36C
0.376	-0.327042947993655	0.248	-0.327042947993655	0.543	0.751	NA	Kidney	FAM13A
0.376	-0.359628087513239	0.248	-0.359628087513239	0.132	0.377	NA	Kidney	TPX2
0.376	-0.410363366998842	0.248	-0.410363366998842	0.935	0.939	NA	Kidney	EIF3B
0.376	-0.423344886466182	0.248	-0.423344886466182	0.14	0.384	NA	Kidney	MKI67
0.623	0.52849093260255	0.246	0.52849093260255	0.277	0.038	NA	Kidney	LOX
0.623	0.290697536645225	0.246	0.290697536645225	0.531	0.354	NA	Kidney	CLMN
0.377	-0.271251223100526	0.246	-0.271251223100526	0.758	0.873	NA	Kidney	GNL2
0.377	-0.333147109498873	0.246	-0.333147109498873	0.552	0.699	NA	Kidney	LTV1
0.377	-0.497073505623217	0.246	-0.497073505623217	0.694	0.727	NA	Kidney	S100A10
0.622	0.318505005382769	0.244	0.318505005382769	0.999	0.995	NA	Kidney	UBC
0.622	0.303640071280302	0.244	0.303640071280302	0.43	0.224	NA	Kidney	PDK4
0.622	0.279650489137975	0.244	0.279650489137975	0.815	0.627	NA	Kidney	ITGA6
0.622	0.251854422373218	0.244	0.251854422373218	0.9	0.855	NA	Kidney	ATP2C1
0.378	-0.250941458727769	0.244	-0.250941458727769	0.855	0.961	NA	Kidney	STAT3
0.378	-0.255871705929681	0.244	-0.255871705929681	0.971	0.975	NA	Kidney	UQCRH
0.378	-0.280984029610734	0.244	-0.280984029610734	0.815	0.909	NA	Kidney	PRPF6
0.378	-0.295101015438248	0.244	-0.295101015438248	0.117	0.351	NA	Kidney	UGT2A3
0.378	-0.461204935044572	0.244	-0.461204935044572	0.983	0.987	NA	Kidney	SAT1
0.378	-0.54585085640947	0.244	-0.54585085640947	0.615	0.722	NA	Kidney	NUCB2
0.621	0.543678788673046	0.242	0.543678788673046	0.32	0.104	NA	Kidney	ITIH5
0.621	0.331577024502318	0.242	0.331577024502318	0.817	0.803	NA	Kidney	SLC38A1
0.621	0.288239092809161	0.242	0.288239092809161	0.251	0.011	NA	Kidney	LY6K
0.621	0.28812208227662	0.242	0.28812208227662	0.866	0.855	NA	Kidney	JAK1
0.379	-0.266007050775839	0.242	-0.266007050775839	0.943	0.93	NA	Kidney	CCT3
0.62	0.549559061320823	0.24	0.549559061320823	0.705	0.648	NA	Kidney	FRMD4B
0.62	0.457747607362435	0.24	0.457747607362435	0.26	0.024	NA	Kidney	NTNG1
0.62	0.400077717615986	0.24	0.400077717615986	0.268	0.037	NA	Kidney	TCF21
0.62	0.327334240391384	0.24	0.327334240391384	0.62	0.424	NA	Kidney	NIN
0.62	0.287017115738565	0.24	0.287017115738565	0.472	0.309	NA	Kidney	KBTBD11
0.38	-0.25482993103444	0.24	-0.25482993103444	0.755	0.842	NA	Kidney	GTPBP4
0.38	-0.294537774445815	0.24	-0.294537774445815	0.849	0.9	NA	Kidney	PARP1
0.38	-0.303562595228607	0.24	-0.303562595228607	0.609	0.728	NA	Kidney	GAR1
0.38	-1.15059162752851	0.24	-1.15059162752851	0.014	0.253	NA	Kidney	CPA2
0.619	0.316702032415007	0.238	0.316702032415007	0.749	0.659	NA	Kidney	BICD2
0.619	0.288282189656404	0.238	0.288282189656404	0.563	0.38	NA	Kidney	NAV2
0.619	0.283017401810458	0.238	0.283017401810458	0.578	0.46	NA	Kidney	BPGM
0.619	0.264452960317107	0.238	0.264452960317107	0.394	0.176	NA	Kidney	PROM1
0.619	0.258767527156766	0.238	0.258767527156766	0.83	0.802	NA	Kidney	FDFT1
0.381	-0.27741434122309	0.238	-0.27741434122309	0.727	0.846	NA	Kidney	CD47
0.381	-0.284086345451187	0.238	-0.284086345451187	0.028	0.264	NA	Kidney	PRKG2
0.381	-0.358819580156766	0.238	-0.358819580156766	0.521	0.659	NA	Kidney	COL27A1
0.618	0.529252835963533	0.236	0.529252835963533	0.295	0.075	NA	Kidney	SEMA3G
0.618	0.359759681585243	0.236	0.359759681585243	0.586	0.509	NA	Kidney	PIM1
0.618	0.340512259204833	0.236	0.340512259204833	0.668	0.647	NA	Kidney	MFHAS1
0.618	0.313119726051969	0.236	0.313119726051969	0.973	0.925	NA	Kidney	GLS
0.618	0.274591958172193	0.236	0.274591958172193	0.308	0.083	NA	Kidney	SBSPON
0.618	0.259153249275154	0.236	0.259153249275154	0.736	0.675	NA	Kidney	SC5D
0.382	-0.252188436825939	0.236	-0.252188436825939	0.678	0.78	NA	Kidney	MTCH2
0.382	-0.305705317726747	0.236	-0.305705317726747	0.652	0.788	NA	Kidney	ZBTB38
0.382	-0.333547730273051	0.236	-0.333547730273051	0.154	0.382	NA	Kidney	COL2A1
0.382	-0.382971905580443	0.236	-0.382971905580443	0.971	0.988	NA	Kidney	GOLGA4
0.382	-0.458365819859632	0.236	-0.458365819859632	0.501	0.655	NA	Kidney	CGN
0.382	-0.531603009869687	0.236	-0.531603009869687	0.346	0.525	NA	Kidney	MYC
0.616	0.750361795953104	0.232	0.750361795953104	0.327	0.126	NA	Kidney	ST6GALNAC3
0.616	0.492410212413129	0.232	0.492410212413129	0.803	0.753	NA	Kidney	LGALS8
0.616	0.394796329964885	0.232	0.394796329964885	0.648	0.552	NA	Kidney	TSPAN12
0.616	0.306251538941087	0.232	0.306251538941087	0.487	0.315	NA	Kidney	GPX8
0.616	0.304112060118853	0.232	0.304112060118853	0.869	0.848	NA	Kidney	MRPS6
0.616	0.257093342690639	0.232	0.257093342690639	0.264	0.037	NA	Kidney	SCN7A
0.384	-0.251712509708162	0.232	-0.251712509708162	0.942	0.968	NA	Kidney	THOC2
0.384	-0.261945531527187	0.232	-0.261945531527187	0.046	0.272	NA	Kidney	SLC22A3
0.384	-0.29027672854987	0.232	-0.29027672854987	0.696	0.847	NA	Kidney	ALDH2
0.384	-0.333785133185203	0.232	-0.333785133185203	0.885	0.919	NA	Kidney	PPM1G
0.384	-1.04883817839553	0.232	-1.04883817839553	0.036	0.259	NA	Kidney	WIF1
0.615	0.291612787072601	0.23	0.291612787072601	0.677	0.595	NA	Kidney	GXYLT1
0.615	0.260461982912652	0.23	0.260461982912652	0.371	0.172	NA	Kidney	PRTG
0.385	-0.266812682603279	0.23	-0.266812682603279	0.042	0.27	NA	Kidney	RARRES1
0.614	0.266977737387079	0.228	0.266977737387079	0.529	0.341	NA	Kidney	HIP1
0.614	0.26042051758426	0.228	0.26042051758426	0.954	0.952	NA	Kidney	GLG1
0.386	-0.253969860247364	0.228	-0.253969860247364	0.959	0.935	NA	Kidney	CCT4
0.386	-0.288935869848142	0.228	-0.288935869848142	0.909	0.953	NA	Kidney	HSP90AA2P
0.386	-0.291736869049557	0.228	-0.291736869049557	0.543	0.673	NA	Kidney	KRT8
0.386	-0.317384298683914	0.228	-0.317384298683914	0.232	0.433	NA	Kidney	CACNA1D
0.386	-1.58440407565282	0.228	-1.58440407565282	0.201	0.429	NA	Kidney	SPINK1
0.613	1.04760241143687	0.226	1.04760241143687	0.268	0.047	NA	Kidney	DHRS2
0.613	0.945691611478475	0.226	0.945691611478475	0.455	0.311	NA	Kidney	ROBO2
0.613	0.358079498080673	0.226	0.358079498080673	0.482	0.287	NA	Kidney	SNCA
0.613	0.261244722736981	0.226	0.261244722736981	0.74	0.645	NA	Kidney	SIPA1L1
0.613	0.260600474996339	0.226	0.260600474996339	0.609	0.47	NA	Kidney	ZMAT1
0.387	-0.259782768894407	0.226	-0.259782768894407	0.79	0.826	NA	Kidney	PDZD8
0.387	-0.267236430004867	0.226	-0.267236430004867	0.448	0.634	NA	Kidney	ALAD
0.387	-0.436727301742232	0.226	-0.436727301742232	0.921	0.924	NA	Kidney	NOLC1
0.612	0.505848458831875	0.224	0.505848458831875	0.493	0.35	NA	Kidney	TYRO3
0.612	0.383681380731304	0.224	0.383681380731303	0.476	0.284	NA	Kidney	ADM
0.612	0.344598838862101	0.224	0.344598838862101	0.311	0.108	NA	Kidney	CCBE1
0.388	-0.870053309318624	0.224	-0.870053309318624	0.055	0.271	NA	Kidney	TM4SF4
0.611	0.450471373043386	0.222	0.450471373043386	0.441	0.268	NA	Kidney	EPHA4
0.611	0.449369179684034	0.222	0.449369179684034	0.292	0.078	NA	Kidney	ACPP
0.611	0.43766466432268	0.222	0.43766466432268	0.251	0.037	NA	Kidney	RP11-180C16.1
0.611	0.42952371390532	0.222	0.42952371390532	0.258	0.042	NA	Kidney	SCNN1G
0.611	0.401826819032691	0.222	0.401826819032691	0.623	0.508	NA	Kidney	BCL9
0.611	0.336363879131974	0.222	0.336363879131974	0.57	0.437	NA	Kidney	MATN2
0.611	0.327267810990768	0.222	0.327267810990768	0.916	0.891	NA	Kidney	METTL9
0.611	0.288918098550865	0.222	0.288918098550865	0.914	0.776	NA	Kidney	RHOB
0.389	-0.252101850307763	0.222	-0.252101850307763	0.276	0.499	NA	Kidney	ROR2
0.389	-0.268936756251896	0.222	-0.268936756251896	0.49	0.662	NA	Kidney	UNC13B
0.389	-0.290095847331849	0.222	-0.290095847331849	0.36	0.575	NA	Kidney	HOOK2
0.389	-0.350581664119953	0.222	-0.350581664119953	0.043	0.262	NA	Kidney	IL32
0.61	1.06594076471669	0.22	1.06594076471669	0.544	0.413	NA	Kidney	HTRA1
0.61	0.421224679758746	0.22	0.421224679758746	0.466	0.336	NA	Kidney	ESRRG
0.61	0.273887505988776	0.22	0.273887505988776	0.931	0.919	NA	Kidney	DYRK1A
0.61	0.250285843251778	0.22	0.250285843251778	0.257	0.047	NA	Kidney	CPXM1
0.39	-0.291067809404495	0.22	-0.291067809404495	0.661	0.763	NA	Kidney	CASK
0.39	-0.380845671843698	0.22	-0.380845671843698	0.993	0.991	NA	Kidney	YBX1
0.39	-0.407514027679251	0.22	-0.407514027679251	0.942	0.936	NA	Kidney	TUFM
0.39	-0.592351434574732	0.22	-0.592351434574732	0.799	0.887	NA	Kidney	DUSP1
0.609	1.72914295997202	0.218	1.72914295997202	0.518	0.387	NA	Kidney	PLA2R1
0.609	0.279281167779441	0.218	0.279281167779441	0.86	0.829	NA	Kidney	HIPK3
0.391	-0.266823985751901	0.218	-0.266823985751901	0.251	0.452	NA	Kidney	GEM
0.391	-0.581677399514421	0.218	-0.581677399514421	0.043	0.255	NA	Kidney	FILIP1
0.391	-0.686857582599459	0.218	-0.686857582599459	0.54	0.733	NA	Kidney	ATP11A
0.608	0.270425724331408	0.216	0.270425724331408	0.917	0.765	NA	Kidney	NDRG1
0.608	0.254881401189337	0.216	0.254881401189337	0.406	0.218	NA	Kidney	SMAD9
0.392	-0.275673943618963	0.216	-0.275673943618963	0.811	0.872	NA	Kidney	JOSD1
0.392	-0.289700461113404	0.216	-0.289700461113404	0.094	0.297	NA	Kidney	NSG1
0.392	-0.32555381563885	0.216	-0.32555381563885	0.77	0.873	NA	Kidney	NAMPT
0.392	-0.336909365690771	0.216	-0.336909365690771	0.641	0.773	NA	Kidney	MXD1
0.607	0.313853656988117	0.214	0.313853656988117	0.761	0.684	NA	Kidney	DNAJB4
0.607	0.282701234445672	0.214	0.282701234445672	0.726	0.687	NA	Kidney	CLIC4
0.607	0.27249755391869	0.214	0.27249755391869	0.873	0.884	NA	Kidney	TOB2
0.393	-0.288672808319406	0.214	-0.288672808319406	0.549	0.672	NA	Kidney	PSD3
0.394	-0.290735473587853	0.212	-0.290735473587853	0.894	0.902	NA	Kidney	RANBP1
0.394	-0.439975653835677	0.212	-0.439975653835677	0.653	0.72	NA	Kidney	EPHX2
0.394	-0.567515015936406	0.212	-0.567515015936406	0.128	0.332	NA	Kidney	CYP3A5
0.605	0.987506438032643	0.21	0.987506438032643	0.329	0.138	NA	Kidney	PAPPA2
0.605	0.548282639211205	0.21	0.548282639211205	0.569	0.52	NA	Kidney	TRAM2
0.605	0.40800105264604	0.21	0.40800105264604	0.283	0.091	NA	Kidney	TNNT2
0.605	0.327741960108571	0.21	0.327741960108571	0.312	0.125	NA	Kidney	PAPPA
0.605	0.305221004334406	0.21	0.305221004334406	0.878	0.861	NA	Kidney	ARMCX3
0.605	0.268744669032919	0.21	0.268744669032919	0.639	0.546	NA	Kidney	DHCR24
0.605	0.262031786143959	0.21	0.262031786143959	0.91	0.864	NA	Kidney	HEXIM1
0.395	-0.251316497610055	0.21	-0.251316497610055	0.64	0.816	NA	Kidney	PLAGL1
0.395	-0.285199580644355	0.21	-0.285199580644355	0.08	0.291	NA	Kidney	RRM2
0.395	-0.422344203095606	0.21	-0.422344203095606	0.281	0.452	NA	Kidney	FAM184A
0.604	0.355060574731052	0.208	0.355060574731052	0.574	0.511	NA	Kidney	DHRS3
0.604	0.278401468736004	0.208	0.278401468736004	0.824	0.827	NA	Kidney	HBP1
0.604	0.27074984171636	0.208	0.27074984171636	0.716	0.692	NA	Kidney	TGIF1
0.396	-0.595098938157578	0.208	-0.595098938157578	0.404	0.529	NA	Kidney	PCSK5
0.603	0.471036439264384	0.206	0.471036439264384	0.738	0.706	NA	Kidney	AKR1B1
0.603	0.35340313373712	0.206	0.35340313373712	0.363	0.18	NA	Kidney	PLCB1
0.397	-0.405478788685655	0.206	-0.405478788685655	0.32	0.456	NA	Kidney	HEPH
0.602	0.588821783501806	0.204	0.588821783501806	0.925	0.862	NA	Kidney	VEGFA
0.602	0.287281134000927	0.204	0.287281134000927	0.861	0.848	NA	Kidney	WEE1
0.398	-0.281177779861908	0.204	-0.281177779861908	0.982	0.975	NA	Kidney	PNN
0.398	-0.591845538121334	0.204	-0.591845538121334	0.653	0.756	NA	Kidney	SLC12A2
0.601	0.51162928612946	0.202	0.51162928612946	0.686	0.639	NA	Kidney	KLHL42
0.601	0.47999681754297	0.202	0.47999681754297	0.295	0.101	NA	Kidney	KRT7
0.601	0.272432764318015	0.202	0.272432764318015	0.571	0.486	NA	Kidney	LBH
0.399	-0.405303750613679	0.202	-0.405303750613679	0.928	0.942	NA	Kidney	IER2
0.6	0.3186695781566	0.2	0.3186695781566	0.499	0.356	NA	Kidney	SALL2
0.4	-0.266332792769311	0.2	-0.266332792769311	0.083	0.272	NA	Kidney	INPP5D
0.6	-0.284155428473039	0.2	-0.284155428473038	0.914	0.86	NA	Kidney	TUBA1A
0.599	0.654466803048055	0.198	0.654466803048055	0.276	0.098	NA	Kidney	PTPRQ
0.599	0.430516336370184	0.198	0.430516336370184	0.338	0.175	NA	Kidney	VGLL3
0.599	0.328317444753702	0.198	0.328317444753702	0.614	0.557	NA	Kidney	MTURN
0.401	-0.582439845278172	0.198	-0.582439845278172	0.135	0.32	NA	Kidney	ONECUT2
0.598	0.361779605745812	0.196	0.361779605745812	0.349	0.174	NA	Kidney	LRRK2
0.598	0.354390619894035	0.196	0.354390619894035	0.495	0.38	NA	Kidney	TBC1D4
0.598	0.252004462759316	0.196	0.252004462759316	0.932	0.923	NA	Kidney	CYCS
0.402	-0.304164631746587	0.196	-0.304164631746587	0.588	0.724	NA	Kidney	NARF
0.402	-0.334012506113685	0.196	-0.334012506113685	0.802	0.871	NA	Kidney	RUVBL2
0.402	-0.465490630820312	0.196	-0.465490630820312	0.148	0.319	NA	Kidney	ADGRF5
0.597	0.344325351882194	0.194	0.344325351882194	0.557	0.509	NA	Kidney	PRPS2
0.403	-0.319635291113574	0.194	-0.319635291113574	0.637	0.745	NA	Kidney	RUVBL1
0.596	0.408027972809535	0.192	0.408027972809535	0.253	0.074	NA	Kidney	XKR4
0.596	0.351211004793733	0.192	0.351211004793733	0.454	0.315	NA	Kidney	PHLDA1
0.596	0.309431277740287	0.192	0.309431277740287	0.672	0.596	NA	Kidney	WWC1
0.596	0.254291256520872	0.192	0.254291256520872	0.388	0.249	NA	Kidney	NID1
0.404	-0.374308886825273	0.192	-0.374308886825273	0.674	0.817	NA	Kidney	SEC11C
0.594	1.04681456812455	0.188	1.04681456812455	0.449	0.36	NA	Kidney	VCAN
0.594	0.575279927901941	0.188	0.575279927901941	0.277	0.106	NA	Kidney	LRP2
0.594	0.406530337996207	0.188	0.406530337996207	0.832	0.858	NA	Kidney	PHACTR4
0.594	0.364604417413883	0.188	0.364604417413883	0.323	0.153	NA	Kidney	PTGER3
0.594	0.296684248451071	0.188	0.296684248451071	0.9	0.789	NA	Kidney	DST
0.594	0.27948571486162	0.188	0.27948571486162	0.586	0.481	NA	Kidney	ZNF503
0.407	-0.264777401195447	0.186	-0.264777401195447	0.385	0.582	NA	Kidney	TNFAIP3
0.593	0.48968510277296	0.186	0.48968510277296	0.277	0.109	NA	Kidney	CDH6
0.593	0.255813194109644	0.186	0.255813194109644	0.654	0.571	NA	Kidney	SLC16A10
0.408	-0.510843468014388	0.184	-0.510843468014388	0.971	0.876	NA	Kidney	EGR1
0.592	0.312319642856926	0.184	0.312319642856926	0.663	0.602	NA	Kidney	DSTYK
0.592	0.274575357874777	0.184	0.274575357874777	0.523	0.426	NA	Kidney	HNF1B
0.409	-1.28950724938277	0.182	-1.28950724938277	0.315	0.411	NA	Kidney	TSPAN8
0.591	0.290116297138818	0.182	0.290116297138818	0.408	0.292	NA	Kidney	F2R
0.59	0.365344896678063	0.18	0.365344896678063	0.861	0.667	NA	Kidney	KRT19
0.59	0.301822987985854	0.18	0.301822987985854	0.801	0.758	NA	Kidney	JADE1
0.59	0.261731400755511	0.18	0.261731400755511	0.553	0.527	NA	Kidney	FAM171A1
0.411	-0.270758251427758	0.178	-0.270758251427758	0.512	0.618	NA	Kidney	DNMT1
0.411	-0.28835963509715	0.178	-0.28835963509715	0.334	0.47	NA	Kidney	MCM4
0.412	-0.262903354582606	0.176	-0.262903354582606	0.213	0.39	NA	Kidney	SLC26A6
0.412	-0.447706179133753	0.176	-0.447706179133753	0.792	0.9	NA	Kidney	NFKBIA
0.412	-0.460132631076036	0.176	-0.460132631076036	0.313	0.465	NA	Kidney	TTN
0.588	0.341003245453894	0.176	0.341003245453894	0.745	0.769	NA	Kidney	CYB5A
0.588	0.334289454400464	0.176	0.334289454400464	0.799	0.831	NA	Kidney	RAB3IP
0.413	-0.323465826207055	0.174	-0.323465826207055	0.236	0.389	NA	Kidney	FEN1
0.413	-0.470441183685621	0.174	-0.470441183685621	0.409	0.539	NA	Kidney	MCM5
0.587	0.319214411911559	0.174	0.319214411911559	0.325	0.173	NA	Kidney	PDZK1
0.587	0.298605657090643	0.174	0.298605657090643	0.321	0.184	NA	Kidney	LAMA4
0.587	0.298519462508	0.174	0.298519462508	0.538	0.414	NA	Kidney	TNFRSF19
0.587	0.286091425565325	0.174	0.286091425565325	0.591	0.549	NA	Kidney	FAM84B
0.414	-0.4415748239248	0.172	-0.4415748239248	0.239	0.396	NA	Kidney	MAOB
0.414	-1.60191214050107	0.172	-1.60191214050107	0.091	0.258	NA	Kidney	GP2
0.586	1.71556402636367	0.172	1.71556402636367	0.377	0.273	NA	Kidney	CLIC5
0.586	0.278270239847848	0.172	0.278270239847848	0.347	0.204	NA	Kidney	NRP2
0.585	0.449263770392841	0.17	0.449263770392841	0.451	0.34	NA	Kidney	MNS1
0.584	0.389021600415899	0.168	0.389021600415899	0.287	0.139	NA	Kidney	DPP6
0.584	0.335943197766039	0.168	0.335943197766039	0.365	0.237	NA	Kidney	NFASC
0.584	0.288557422196051	0.168	0.288557422196051	0.314	0.178	NA	Kidney	PLAT
0.584	0.2861832671652	0.168	0.2861832671652	0.433	0.335	NA	Kidney	EHF
0.584	0.257228336024003	0.168	0.257228336024003	0.301	0.155	NA	Kidney	VASH2
0.417	-0.253251826774542	0.166	-0.253251826774542	0.17	0.334	NA	Kidney	GATM
0.417	-0.27540883843225	0.166	-0.27540883843225	0.498	0.618	NA	Kidney	DNAJC9
0.417	-0.284174890299833	0.166	-0.284174890299833	0.72	0.837	NA	Kidney	SSR4
0.417	-0.308328005212451	0.166	-0.308328005212451	0.483	0.609	NA	Kidney	SLC26A2
0.417	-0.468799304953873	0.166	-0.468799304953873	0.388	0.513	NA	Kidney	SULT1C2
0.417	-0.669747801673227	0.166	-0.669747801673227	0.971	0.935	NA	Kidney	HLA-A
0.582	0.285682903112924	0.164	0.285682903112924	0.336	0.193	NA	Kidney	PCDH7
0.419	-0.261967935433802	0.162	-0.261967935433802	0.511	0.619	NA	Kidney	HMGN5
0.419	-0.277255819607114	0.162	-0.277255819607114	0.845	0.865	NA	Kidney	SUPT16H
0.419	-0.304893678572456	0.162	-0.304893678572456	0.647	0.72	NA	Kidney	MAN2A2
0.419	-0.319152688145227	0.162	-0.319152688145227	0.155	0.304	NA	Kidney	NID2
0.419	-0.43091346697406	0.162	-0.43091346697406	0.807	0.88	NA	Kidney	GOLM1
0.581	0.270732281337335	0.162	0.270732281337335	0.725	0.724	NA	Kidney	PCMTD2
0.581	0.266022105653305	0.162	0.266022105653305	0.46	0.326	NA	Kidney	C1orf226
0.42	-0.298602151134371	0.16	-0.298602151134371	0.514	0.605	NA	Kidney	ENC1
0.58	0.332972914092675	0.16	0.332972914092675	0.655	0.565	NA	Kidney	SGMS2
0.421	-0.253151182438921	0.158	-0.253151182438921	0.947	0.92	NA	Kidney	NASP
0.421	-0.269810973397858	0.158	-0.269810973397858	0.972	0.952	NA	Kidney	HMGB1P5
0.421	-0.315101890537244	0.158	-0.315101890537244	0.904	0.796	NA	Kidney	DSP
0.579	0.267801615530506	0.158	0.267801615530506	0.328	0.215	NA	Kidney	SERPINB9
0.422	-0.254067835561836	0.156	-0.254067835561836	0.986	0.97	NA	Kidney	EIF3A
0.422	-0.32255880780754	0.156	-0.32255880780754	0.505	0.598	NA	Kidney	RBP1
0.578	1.51987803251091	0.156	1.51987803251091	0.267	0.124	NA	Kidney	KRT13
0.423	-0.283699947000745	0.154	-0.283699947000745	0.942	0.925	NA	Kidney	SSRP1
0.423	-0.29091219080372	0.154	-0.29091219080372	0.258	0.399	NA	Kidney	SMIM22
0.577	0.266180651813181	0.154	0.266180651813181	0.794	0.817	NA	Kidney	COA3
0.424	-0.254622897888893	0.152	-0.254622897888893	0.984	0.968	NA	Kidney	KPNB1
0.424	-0.2711847499024	0.152	-0.2711847499024	0.141	0.284	NA	Kidney	CLSPN
0.424	-0.401014216638405	0.152	-0.401014216638405	0.999	0.987	NA	Kidney	HMGB1
0.424	-0.45296544519517	0.152	-0.45296544519517	0.978	0.96	NA	Kidney	TUBA1B
0.425	-0.255310826707527	0.15	-0.255310826707527	0.336	0.427	NA	Kidney	FAM84A
0.425	-0.518736788534076	0.15	-0.518736788534076	0.955	0.946	NA	Kidney	SMARCA5
0.575	0.733714936523778	0.15	0.733714936523778	0.717	0.809	NA	Kidney	GSTM3
0.575	0.283472010960383	0.15	0.283472010960383	0.779	0.817	NA	Kidney	TES
0.575	0.260473161046753	0.15	0.260473161046752	0.71	0.696	NA	Kidney	TULP4
0.426	-0.430666775170101	0.148	-0.430666775170101	0.126	0.269	NA	Kidney	GDA
0.574	0.368347366482961	0.148	0.368347366482961	0.291	0.17	NA	Kidney	ELF5
0.574	0.311591797411075	0.148	0.311591797411075	0.262	0.127	NA	Kidney	PRUNE2
0.574	0.277385871519256	0.148	0.277385871519256	0.313	0.184	NA	Kidney	TSPAN1
0.574	-0.478402261274423	0.148	-0.478402261274423	0.916	0.676	NA	Kidney	SELENOP
0.427	-0.275599871877772	0.146	-0.275599871877772	0.262	0.387	NA	Kidney	GAS2L3
0.427	-0.332618560013913	0.146	-0.332618560013913	0.116	0.254	NA	Kidney	ICAM1
0.573	0.264192667230423	0.146	0.264192667230423	0.337	0.206	NA	Kidney	FMN1
0.429	-0.59942306848666	0.142	-0.59942306848666	0.441	0.499	NA	Kidney	SMIM24
0.571	1.00157437682545	0.142	1.00157437682545	0.341	0.254	NA	Kidney	AIF1
0.571	0.353804609353659	0.142	0.353804609353659	0.957	0.89	NA	Kidney	EIF3M
