species	organ	plate	cell	ABratio	cleanReads	mpRatio	genes	nUMI	mito	ercc_ratio	avg_cor	filter	CO
human	HEK293T	PR10_XXL_502_S27_L005	502_S27_L005_cell70	0.866707540791326	812524	0.8581	8130	88597	0.0532072192060679	0.0032465520498772	0.789191879557567	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_502_S27_L005	502_S27_L005_cell71	0.904076424548617	1962076	0.8519	10730	242410	0.0611278412606741	0.00111859573987794	0.795143123350367	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_502_S27_L005	502_S27_L005_cell72	0.867217282388978	791862	0.8557	8479	112412	0.0605095541401274	0.00251357955518202	0.788399947106067	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_502_S27_L005	502_S27_L005_cell73	0.806438815384921	138147	0.8505	6417	51556	0.0596244859958104	0.0674955277280859	0.743867943867251	FALSE	NA
human	HEK293T	PR10_XXL_502_S27_L005	502_S27_L005_cell74	0.888054561898533	1900546	0.8645	9079	131668	0.0540070480298934	0.00661918763706567	0.796521208918615	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_502_S27_L005	502_S27_L005_cell75	0.925848771930149	3371820	0.8671	10447	203709	0.084483257980747	0.00250432199249713	0.79717342281857	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_502_S27_L005	502_S27_L005_cell77	0.916726728351113	2807609	0.8547	10793	242396	0.0758964669383983	0.00110169576976005	0.796885653178222	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_502_S27_L005	502_S27_L005_cell78	0.905666040807387	1793950	0.8737	9469	144126	0.0679474903903529	0.00424560406298732	0.796737922909179	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_502_S27_L005	502_S27_L005_cell79	0.921726057603938	2011757	0.8648	9846	188107	0.0825328137708857	0.00318538929521076	0.79358203046279	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_502_S27_L005	502_S27_L005_cell80	0.875237544131422	873947	0.8677	8612	109424	0.0543208071355461	0.00334917965857743	0.788319044311007	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_502_S27_L005	502_S27_L005_cell81	0.842373766928607	2719802	0.8715	10148	221865	0.0654406959186893	0.00276658375050251	0.802527103005449	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_502_S27_L005	502_S27_L005_cell82	0.856022599423374	2392174	0.8586	9465	138739	0.0943570301068914	0.00369126847870365	0.792459422151272	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_502_S27_L005	502_S27_L005_cell83	0.92633525788949	2691840	0.8723	10032	158375	0.0747277032359905	0.00347864788999789	0.791276101287102	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_502_S27_L005	502_S27_L005_cell85	0.899581819801879	2329160	0.862	10001	167159	0.0781830472783398	0.00189965440902482	0.793098754457138	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_502_S27_L005	502_S27_L005_cell86	0.889861211520929	1225374	0.8694	8644	101708	0.067457820427105	0.00434558916293446	0.789669582139472	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_502_S27_L005	502_S27_L005_cell87	0.924073775958421	2152765	0.8629	9715	188285	0.0673447167857238	0.00204316302254447	0.796257585961136	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_502_S27_L005	502_S27_L005_cell88	0.824150506021372	65650	0.8184	5016	24982	0.0581218477303659	0.0834745680166754	0.679803141555214	FALSE	NA
human	HEK293T	PR10_XXL_502_S27_L005	502_S27_L005_cell89	0.837552402931583	1587973	0.865	9131	146048	0.0543382997370727	0.00254305187672633	0.796975947540731	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_502_S27_L005	502_S27_L005_cell90	0.844129070551423	1980108	0.8599	9296	140520	0.0613435809849132	0.00461096632529901	0.796188409001851	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_502_S27_L005	502_S27_L005_cell91	0.918878080331984	3223424	0.8615	11368	304547	0.0721267981625168	0.000947742100283032	0.794706820935884	FALSE	NA
human	HEK293T	PR10_XXL_502_S27_L005	502_S27_L005_cell93	0.918361563150222	1291584	0.8609	8917	119026	0.0799741233007914	0.00397826738000248	0.793498009109217	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_502_S27_L005	502_S27_L005_cell94	0.865063638402802	948154	0.8639	8471	99173	0.0686779667853146	0.00361593834818703	0.788735282384437	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_502_S27_L005	502_S27_L005_cell95	0.872504217829968	87976	0.8468	5632	35297	0.0488143468283424	0.0801520827195309	0.712261977956993	FALSE	NA
human	HEK293T	PR10_XXL_502_S27_L005	502_S27_L005_cell96	0.843961232604374	38557	0.7644	3941	14937	0.0525540603869586	0.103590472804835	0.627520110962385	FALSE	NA
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell1	0.795335328481663	81935	0.8269	5139	28138	0.0484398322553131	0.146799901155248	0.693248491702182	FALSE	NA
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell2	0.84285303978638	1673946	0.8572	9200	144163	0.0558811900418277	0.00351716666617469	0.795053108940049	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell3	0.923442355913989	1727675	0.8608	9405	140566	0.0581719619253589	0.00468649739556678	0.794522187624386	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell5	0.866874214013089	1293973	0.849	9043	125321	0.0590164457672697	0.00240083078489875	0.790240576814003	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell6	0.832508873952118	50305	0.824	4732	21204	0.0480569703829466	0.0479571910425807	0.673642248616693	FALSE	NA
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell7	0.906084973871261	666227	0.8581	7299	73595	0.0665806100957946	0.00518686338435468	0.764544583288696	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell8	0.860363830183375	532136	0.8561	7750	84961	0.059297795459093	0.00465288291515943	0.776726215264449	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell9	0.765184105937427	102311	0.8218	5414	30186	0.0476711058106407	0.127593605437115	0.700860537944235	FALSE	NA
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell10	0.84230902076257	2134208	0.8548	9515	144067	0.0670174293904919	0.00350199633348807	0.796317810753694	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell11	0.910759787237888	2048503	0.8587	9734	143109	0.0638394510478027	0.0038789801164231	0.793874333151732	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell13	0.847481948565943	1420300	0.8572	9379	136485	0.069641352529582	0.00271581039489142	0.793056144563439	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell14	0.839946652022124	1209339	0.8602	9097	135410	0.0577874603057381	0.00228583077586042	0.798849880262216	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell15	0.848113794275722	1674482	0.8644	9335	181013	0.0369918182671963	0.00309565381529895	0.797506240774377	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell16	0.788948721792373	1079562	0.8575	9153	151782	0.0477065791727609	0.00299111312869978	0.792674669458483	FALSE	NA
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell17	0.785001726236985	49654	0.8132	4314	18865	0.0656771799628943	0.0600279923280286	0.647487243309892	FALSE	NA
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell18	0.829171573197628	1045432	0.8461	8110	88633	0.0748028386718265	0.00301018128639031	0.784497074786987	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell19	0.900626295676499	1313394	0.8443	8975	115933	0.0781485858211208	0.00190859055375674	0.795869729414718	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell21	0.777636107831068	709313	0.8468	7709	65311	0.0943332669841221	0.00259792096905749	0.768248305582702	FALSE	NA
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell22	0.697869760997575	545009	0.8531	7815	69547	0.0669762894157908	0.00219022437381034	0.776829693008583	FALSE	NA
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell23	0.738176359341541	113285	0.7979	4901	21481	0.0658721661002747	0.00507831974863477	0.652356118161303	FALSE	NA
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell24	0.860776564780594	344979	0.8497	6883	51876	0.0543411211350143	0.00240868552045067	0.752248145269688	FALSE	NA
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell25	0.817346899805522	3764865	0.8576	10597	228423	0.0462956882625655	0.00187004600202183	0.792788747342581	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell26	0.779273123900709	2071535	0.8607	9868	167222	0.0518592051285118	0.00391719018680488	0.797665633152433	FALSE	NA
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell27	0.904982557055737	155292	0.8457	6744	50758	0.0476969147720556	0.069704366693789	0.749401656924593	FALSE	NA
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell29	0.792736970077258	1649547	0.8547	9656	151538	0.0606712507753831	0.00236806545774884	0.796236444971175	FALSE	NA
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell30	0.617457194133317	1016303	0.865	9225	132848	0.0520971335661809	0.00334897705388167	0.798227181094538	FALSE	NA
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell31	0.833803679832328	1701972	0.8615	9811	180424	0.0529364164412717	0.00286340963365537	0.796854730717686	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell32	0.860065659881812	73689	0.8176	5502	30881	0.0407046403937696	0.0598303992756273	0.708272835204213	FALSE	NA
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell33	0.824798999506681	790427	0.8532	8013	78202	0.0470576200097184	0.0023632475232698	0.773532195709045	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell34	0.849480276325134	1047363	0.8434	8258	88555	0.0912088532550392	0.00287498901996349	0.786415560434216	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell35	0.904992905326286	1122896	0.8434	8369	88219	0.0805155352021673	0.00214075491174498	0.786047692797723	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell37	0.671412592627115	33104	0.7585	2842	7990	0.0589486858573217	0.09435367114788	0.53605226132936	FALSE	NA
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell38	0.861507373282975	410307	0.8454	7341	52661	0.0703176924099428	0.00234525124449622	0.761457331873285	FALSE	NA
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell39	0.892905449557407	952730	0.8417	8345	102630	0.0818181818181818	0.00139810020546449	0.788443715891624	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell40	0.857371843522504	483655	0.8398	7961	83683	0.0625216591183394	0.00147588359837421	0.782068931872092	FALSE	NA
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell41	0.839396905769669	1365900	0.858	9169	129879	0.0566835285150024	0.00413627913305752	0.792261256410852	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell42	0.834258523670393	2282992	0.8488	10015	189731	0.0784426372074147	0.00285489226698465	0.800744889894151	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell43	0.911724759900921	2304079	0.8605	9852	161804	0.0709376776841116	0.00344435216871231	0.799648735298789	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell45	0.802909905529783	1075912	0.8563	9086	114319	0.0676265537662156	0.00275598994337444	0.789437388619783	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell46	0.869086000311109	925341	0.8602	8866	110427	0.0515815878363081	0.00364999116512254	0.796425073397827	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell47	0.899332553372258	1100831	0.8554	9023	123900	0.0589749798224374	0.00287784990015963	0.792882361255979	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell48	0.848895132807269	731820	0.8582	8448	103778	0.0602921621152845	0.00415531449011316	0.788607880542201	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell49	0.843018922376355	1718529	0.8672	9290	145693	0.0451360051615383	0.00489345708433215	0.797439973305991	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell50	0.816845690902957	170110	0.8305	6936	55517	0.0584865896932471	0.0666646874582511	0.758021111136685	FALSE	NA
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell51	0.91033161524747	2309293	0.8648	9395	124752	0.057073233294857	0.00550914224070601	0.793569232634498	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell53	0.87344546542281	1437904	0.8629	8844	108176	0.0696642508504659	0.00376084451674122	0.784147392904178	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell54	0.882588251680198	1101205	0.8721	8696	96652	0.0657099697885196	0.00507043425515748	0.780764809285053	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell55	0.90113131046075	2095536	0.8609	9885	186373	0.0444484984412978	0.00366389413637693	0.79766770626617	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell56	0.873686741519926	1668431	0.8655	10344	211624	0.0502164215778929	0.00195112920337087	0.797893174515843	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell57	0.830697826437068	1195842	0.8632	8647	109081	0.0574618861213227	0.00638361663744696	0.790806993713443	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell58	0.802317070882101	145490	0.8326	6709	51010	0.0491668300333268	0.0670058051510983	0.756423210810339	FALSE	NA
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell59	0.910090593484873	2465662	0.8596	9853	151926	0.0630175216881903	0.00342714024958241	0.795978906589041	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell61	0.885696924711464	1378003	0.8587	9057	104669	0.0686449665134854	0.00270352469038923	0.786658039779746	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell62	0.807204140962916	39075	0.8443	4263	16901	0.0460919472220579	0.104799216454456	0.644996035914428	FALSE	NA
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell63	0.880891417132794	1567860	0.8593	9544	157770	0.0411611840020283	0.00342889999392288	0.796663149346252	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell64	0.853426624635998	841700	0.845	8577	110836	0.0513371106860587	0.00456667969473186	0.791777436892789	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell65	0.829444575750414	1603278	0.8554	9608	136559	0.056429821542337	0.0027339276276274	0.790746656004048	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell66	0.828227580441589	1437788	0.8518	8854	105885	0.0610568069131605	0.00486307853718051	0.794467676155053	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell67	0.894272130405252	112692	0.8297	6090	39887	0.049590092009928	0.0622966270954422	0.732962521503782	FALSE	NA
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell69	0.687297049987448	96867	0.8127	5316	26542	0.0626177379247984	0.0639681486396815	0.691168933762309	FALSE	NA
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell70	0.856843172618998	587963	0.8622	7239	62786	0.0427802376325933	0.0041032241668016	0.742887807513795	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell71	0.886867118538393	664310	0.8506	7312	57196	0.0455975942373593	0.0057180995317042	0.724119497613533	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell72	0.849496013488615	816308	0.8561	8719	115325	0.0492261001517451	0.00252774898327485	0.796630572401654	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell73	0.85967818607729	2758490	0.8523	11526	261503	0.0677850732113972	0.00168390720298707	0.781716086099607	FALSE	NA
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell74	0.86332551535754	2197938	0.8508	9657	151680	0.0681039029535865	0.0054506965838748	0.797586814780438	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell75	0.915112542331055	2798194	0.8689	10299	177283	0.0595375755148548	0.00359451527808782	0.799429201180768	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell77	0.8748930088786	1780967	0.8624	9522	142484	0.0548763369922237	0.00256748811227678	0.793704361653036	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell78	0.885026631878078	1464697	0.8699	9102	123808	0.0538252778495735	0.00385471707117198	0.792947857655002	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell79	0.899213575778097	2193478	0.8529	10026	194549	0.0450066564207475	0.0032007716929013	0.797231745601477	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell80	0.860274168871967	1366215	0.8636	9614	183475	0.0385066085297724	0.00217533676399107	0.79995336340807	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell81	0.834453104178149	1458178	0.8655	8917	122246	0.0577196799895293	0.00343524016598786	0.793001695167521	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell82	0.833230672059628	2585019	0.8627	9596	154381	0.0724635803628685	0.00318151531110142	0.795603227666256	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell83	0.912234622296238	2112995	0.8669	9721	136805	0.066057527137166	0.00344003148056156	0.795616214705663	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell85	0.853756402909099	1087594	0.8564	8393	87991	0.0674387153231581	0.00439681756298714	0.78213239986735	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell86	0.870832693356405	699486	0.861	7795	74166	0.0518296793679044	0.00507353480717423	0.775189004956023	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell87	0.89494435376984	2007186	0.8644	9889	180443	0.0479652854363982	0.00237325198309322	0.80069167808026	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell88	0.814316512827439	897737	0.8614	8703	113669	0.0549050312750178	0.00326306858970176	0.793079955515346	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell89	0.819555144069414	1230926	0.8652	8376	109029	0.0635335552926286	0.00648530212222004	0.787296018979276	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell90	0.855171741778319	1783994	0.8563	9313	153026	0.0604668487707971	0.00350594148490584	0.79992466192798	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell91	0.915393218640524	2031883	0.8624	9398	142059	0.0527104935273372	0.00323812517471359	0.794982830706979	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell93	0.864301422962212	1168422	0.8526	8791	104489	0.070428466154332	0.00245527921945746	0.78969744800185	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell94	0.860763561698019	1340954	0.8559	9096	134764	0.057752812323766	0.00284784825168157	0.797809475525901	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell95	0.888664105963886	73566	0.8235	5226	26606	0.0535969330226265	0.0872764417666511	0.692292691881307	FALSE	NA
human	HEK293T	PR10_XXL_503_S28_L006	503_S28_L006_cell96	0.863815105825426	924998	0.852	8630	109010	0.0653793229978901	0.00299999067498458	0.787941606658319	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell1	0.841814944111111	1212253	0.8994	9004	141000	0.0621702127659574	0.00302675711215511	0.795403391809424	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell2	0.818038032883363	75333	0.8888	5795	34676	0.0595512746568232	0.0899289542565125	0.720752449715906	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell3	0.911486922053519	1498420	0.8935	9062	111758	0.085720932729648	0.0038324709686212	0.793332531477663	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell5	0.730071898259154	487966	0.8743	7608	69999	0.0968870983871198	0.00292012932700068	0.767698605841195	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell6	0.851016424165127	927392	0.8951	9015	125277	0.062134310368224	0.00196701238016088	0.797156805751305	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell7	0.879750518238353	54485	0.8602	5089	26097	0.053531057209641	0.0619401987433715	0.686332306269344	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell8	0.747491726252986	791449	0.9067	8863	156146	0.0553904678954312	0.00181993346920608	0.793883669603941	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell9	0.844647436229288	1102337	0.8966	8279	102025	0.0682479784366577	0.00377071757610296	0.781143473236705	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell10	0.794161510391877	56144	0.8828	4937	24636	0.0541078097093684	0.164792124829825	0.68448972888242	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell11	0.882453515708485	56481	0.8796	4957	25088	0.0494658801020408	0.121333221743315	0.685129842707553	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell13	0.773131688908381	618591	0.8761	7202	56786	0.0862712640439545	0.00411060203232489	0.739640637962903	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell14	0.733991597527192	942817	0.9068	8780	107441	0.0530989100994965	0.00263517374488968	0.791318117520402	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell15	0.882300106316677	54159	0.8457	4543	19311	0.0501786546527886	0.0854290694252665	0.656633560775099	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell16	0.862102893996841	866953	0.9139	8506	120639	0.0516416747486302	0.00389285567539124	0.785135481822765	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell17	0.827046340120245	498772	0.8876	7012	58741	0.130437003115371	0.00195261374328789	0.755284288913462	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell18	0.853419013312371	757465	0.8847	7899	75634	0.101052436734802	0.00218862756048365	0.775042460475394	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell19	0.900272096672219	1017534	0.887	8475	93160	0.0964577071704594	0.00130900865574701	0.784552294059693	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell21	0.692941232695586	49473	0.8435	4685	19439	0.0911569525181336	0.00105313307088589	0.662915356441831	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell22	0.851553451101803	133546	0.9029	5287	23332	0.0571318361049203	0.00362619719869346	0.689657486759139	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell23	0.882259469427771	549674	0.8894	7653	69843	0.0820697850894148	0.0021053081094931	0.771478013063545	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell24	0.843675860023725	312997	0.8924	6958	53476	0.0747064103523076	0.00141923966102581	0.761399551483194	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell25	0.843301725746175	1890697	0.9028	9622	189793	0.0520883278097717	0.00268491853964527	0.803153104331778	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell26	0.84717015973757	2423640	0.889	10109	181676	0.0656443338690856	0.00348391004150897	0.796906024702117	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell27	0.909723364020438	2315049	0.9018	9564	135059	0.0684367572690454	0.00422159872388157	0.791848600685515	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell29	0.801868141784086	1315357	0.8884	9341	121721	0.0734959456461909	0.00266919629127862	0.787213263233753	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell30	0.8668109899275	1566117	0.9033	9904	163172	0.0663655529134901	0.00313588721172607	0.797462596068708	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell31	0.905311009690888	2245260	0.892	10517	222176	0.0778571942964136	0.00240045924561784	0.791453379908723	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell32	0.879914473732261	1081210	0.903	9066	148371	0.0503265462927391	0.00337759418146804	0.792436898624302	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell33	0.792419166491184	475073	0.8804	7281	59293	0.0899768944057477	0.0014197952899726	0.761695473507304	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell34	0.819541225658217	644841	0.8791	8011	75378	0.0894690758576773	0.00159707374874424	0.780120527026564	TRUE	HEK293T cells
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell35	0.89294781456674	964515	0.8758	8478	98381	0.10843557190921	0.00115779478521295	0.790131386037247	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell37	0.507844129554656	20803	0.8201	2603	7028	0.0712862834376779	0.00159050590322383	0.516144361632407	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell38	0.767447659812041	473544	0.8834	7805	58679	0.0640263126501815	0.000677614795918367	0.759400816728787	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell39	0.851428906066995	16637	0.8289	2780	8269	0.0640948119482404	0.0639117624839465	0.539784070816316	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell40	0.850242628161775	229428	0.8794	6133	36589	0.0922408374101506	0.00286598055264367	0.727654768178875	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell41	0.787990813984565	1298946	0.8947	8918	126757	0.0583557515561271	0.0041015168145096	0.793793183760082	FALSE	NA
human	HEK293T	PR10_XXL_504_S29_L007	504_S29_L007_cell42	0.821757363405078	2599539	0.8876	10268	211190	0.0876414602964155	0.0032228716857046	0.795985328444917	TRUE	HEK293T cells
