tissue	cluster	ident	myAUC	avg_diff	power	avg_logFC	pct.1	pct.2	p_val_adj	gene	spec
kidney	1	Podocyte-PLA2R1	0.993	2.67867058858371	0.986	2.67867058858371	1	0.551	NA	SYNPO	TRUE
kidney	1	Podocyte-PLA2R1	0.99	2.24212790598092	0.98	2.24212790598092	0.997	0.374	NA	C14orf37	TRUE
kidney	1	Podocyte-PLA2R1	0.99	2.04075472179344	0.98	2.04075472179344	1	0.602	NA	MPP5	TRUE
kidney	1	Podocyte-PLA2R1	0.99	2.00068470484715	0.98	2.00068470484715	1	0.219	NA	ENPEP	TRUE
kidney	1	Podocyte-PLA2R1	0.989	1.93259927758899	0.978	1.93259927758899	1	0.716	NA	VEGFA	TRUE
kidney	1	Podocyte-PLA2R1	0.987	2.44490870917524	0.974	2.44490870917524	1	0.547	NA	THSD7A	TRUE
kidney	1	Podocyte-PLA2R1	0.983	2.30975140488801	0.966	2.30975140488801	1	0.485	NA	MAGI2-AS3	TRUE
kidney	1	Podocyte-PLA2R1	0.983	1.97102573179577	0.966	1.97102573179577	0.994	0.52	NA	HTRA1	TRUE
kidney	1	Podocyte-PLA2R1	0.98	2.32036305611118	0.96	2.32036305611118	1	0.139	NA	NPHS2	FALSE
kidney	1	Podocyte-PLA2R1	0.98	2.26587614458677	0.96	2.26587614458677	1	0.223	NA	NPHS1	FALSE
kidney	1	Podocyte-PLA2R1	0.98	1.8370682235694	0.96	1.8370682235694	0.985	0.269	NA	FAM134B	TRUE
kidney	1	Podocyte-PLA2R1	0.98	1.56384405497107	0.96	1.56384405497107	0.991	0.225	NA	COL4A4	TRUE
kidney	1	Podocyte-PLA2R1	0.977	2.11315856886166	0.954	2.11315856886166	0.985	0.1	NA	SOST	TRUE
kidney	1	Podocyte-PLA2R1	0.977	1.82415874703979	0.954	1.82415874703979	0.988	0.268	NA	SPOCK2	TRUE
kidney	1	Podocyte-PLA2R1	0.976	2.06460471911048	0.952	2.06460471911048	1	0.39	NA	PLCE1	TRUE
kidney	1	Podocyte-PLA2R1	0.975	1.75276608296966	0.95	1.75276608296966	1	0.231	NA	WT1	FALSE
kidney	1	Podocyte-PLA2R1	0.971	1.7846284609272	0.942	1.7846284609272	0.982	0.296	NA	ST3GAL6	TRUE
kidney	1	Podocyte-PLA2R1	0.969	1.8373331689364	0.938	1.8373331689364	0.991	0.305	NA	IQGAP2	TRUE
kidney	1	Podocyte-PLA2R1	0.968	1.83257986827173	0.936	1.83257986827173	0.997	0.344	NA	MAFB	TRUE
kidney	1	Podocyte-PLA2R1	0.968	1.57947747644744	0.936	1.57947747644744	0.985	0.284	NA	NES	TRUE
kidney	1	Podocyte-PLA2R1	0.967	2.01218887601205	0.934	2.01218887601205	0.979	0.14	NA	AIF1	TRUE
kidney	1	Podocyte-PLA2R1	0.967	1.58171310080294	0.934	1.58171310080294	0.991	0.455	NA	MAGI2	TRUE
kidney	1	Podocyte-PLA2R1	0.967	1.55806971929937	0.934	1.55806971929937	0.973	0.263	NA	ST6GALNAC3	TRUE
kidney	1	Podocyte-PLA2R1	0.967	1.47983931610942	0.934	1.47983931610942	0.964	0.187	NA	COL4A3	TRUE
kidney	1	Podocyte-PLA2R1	0.966	1.53038770054322	0.932	1.53038770054322	0.982	0.441	NA	MGAT5	TRUE
kidney	1	Podocyte-PLA2R1	0.965	1.60900526068563	0.93	1.60900526068563	0.991	0.476	NA	DACH1	TRUE
kidney	1	Podocyte-PLA2R1	0.958	1.50708906125138	0.916	1.50708906125138	0.95	0.063	NA	PTPRQ	TRUE
kidney	1	Podocyte-PLA2R1	0.958	1.40978734457658	0.916	1.40978734457658	0.988	0.462	NA	NEBL	FALSE
kidney	1	Podocyte-PLA2R1	0.957	1.62388083540775	0.914	1.62388083540775	0.991	0.479	NA	NPNT	FALSE
kidney	1	Podocyte-PLA2R1	0.956	1.22500514094967	0.912	1.22500514094967	0.938	0.13	NA	RP11-999E24.3	TRUE
kidney	1	Podocyte-PLA2R1	0.955	1.32252043424718	0.91	1.32252043424718	1	0.902	NA	TJP1	TRUE
kidney	1	Podocyte-PLA2R1	0.952	1.55044024012041	0.904	1.55044024012041	0.988	0.519	NA	CDC14A	TRUE
kidney	1	Podocyte-PLA2R1	0.95	1.39643256100762	0.9	1.39643256100762	0.962	0.183	NA	SULF1	FALSE
kidney	1	Podocyte-PLA2R1	0.948	1.40821494180821	0.896	1.40821494180821	0.988	0.452	NA	FOXC1	TRUE
kidney	1	Podocyte-PLA2R1	0.948	1.39404185242589	0.896	1.39404185242589	0.988	0.656	NA	PDE4DIP	FALSE
kidney	1	Podocyte-PLA2R1	0.946	1.51407020009575	0.892	1.51407020009575	0.938	0.107	NA	GJA3	FALSE
kidney	1	Podocyte-PLA2R1	0.942	1.2635513917337	0.884	1.2635513917337	0.902	0.066	NA	NTNG1	TRUE
kidney	1	Podocyte-PLA2R1	0.94	1.51546152623891	0.88	1.51546152623891	0.959	0.493	NA	PARD3B	FALSE
kidney	1	Podocyte-PLA2R1	0.939	1.43562860323893	0.878	1.43562860323893	0.994	0.494	NA	PTPRD	FALSE
kidney	1	Podocyte-PLA2R1	0.938	1.47579171707838	0.876	1.47579171707838	0.976	0.55	NA	CGNL1	FALSE
kidney	1	Podocyte-PLA2R1	0.938	1.31461582945784	0.876	1.31461582945784	0.953	0.357	NA	TYRO3	TRUE
kidney	1	Podocyte-PLA2R1	0.928	1.20078590698255	0.856	1.20078590698255	0.964	0.452	NA	P3H2	FALSE
kidney	1	Podocyte-PLA2R1	0.926	1.73921978404484	0.852	1.73921978404484	0.967	0.357	NA	CXCL12	FALSE
kidney	1	Podocyte-PLA2R1	0.926	1.46440556125874	0.852	1.46440556125874	0.979	0.343	NA	ROBO2	FALSE
kidney	1	Podocyte-PLA2R1	0.926	1.14591133777015	0.852	1.14591133777015	0.867	0.042	NA	CR1	TRUE
kidney	1	Podocyte-PLA2R1	0.919	1.1043800865189	0.838	1.1043800865189	0.905	0.27	NA	PLTP	TRUE
kidney	1	Podocyte-PLA2R1	0.917	1.20292079565347	0.834	1.20292079565347	0.988	0.733	NA	GOLIM4	FALSE
kidney	1	Podocyte-PLA2R1	0.913	1.29360559352825	0.826	1.29360559352825	0.917	0.318	NA	F3	TRUE
kidney	1	Podocyte-PLA2R1	0.913	1.24956710817936	0.826	1.24956710817936	0.932	0.286	NA	FRMD3	FALSE
kidney	1	Podocyte-PLA2R1	0.913	1.14481541723744	0.826	1.14481541723744	0.941	0.4	NA	STON2	FALSE
kidney	1	Podocyte-PLA2R1	0.912	1.09393531521391	0.824	1.09393531521391	0.976	0.728	NA	PHACTR4	TRUE
kidney	1	Podocyte-PLA2R1	0.911	1.07067222101408	0.822	1.07067222101408	0.941	0.412	NA	ITGA3	FALSE
kidney	1	Podocyte-PLA2R1	0.91	1.16766407965619	0.82	1.16766407965619	0.979	0.658	NA	SRGAP1	FALSE
kidney	1	Podocyte-PLA2R1	0.91	1.04103783852295	0.82	1.04103783852295	0.926	0.376	NA	SRGAP2C	TRUE
kidney	1	Podocyte-PLA2R1	0.909	1.40378003302578	0.818	1.40378003302578	0.843	0.07	NA	FGF1	TRUE
kidney	1	Podocyte-PLA2R1	0.908	1.18522210861628	0.816	1.18522210861628	0.976	0.539	NA	AIF1L	FALSE
kidney	1	Podocyte-PLA2R1	0.905	1.23478080098457	0.81	1.23478080098457	0.867	0.127	NA	LOX	TRUE
kidney	1	Podocyte-PLA2R1	0.904	1.31398890814517	0.808	1.31398890814517	1	0.838	NA	DST	FALSE
kidney	1	Podocyte-PLA2R1	0.904	1.11937846188488	0.808	1.11937846188488	0.947	0.451	NA	ALCAM	FALSE
kidney	1	Podocyte-PLA2R1	0.903	1.16594720053719	0.806	1.16594720053719	0.84	0.092	NA	RP11-180C16.1	TRUE
kidney	1	Podocyte-PLA2R1	0.903	1.07213701632705	0.806	1.07213701632705	0.997	0.878	NA	SEPT11	FALSE
kidney	1	Podocyte-PLA2R1	0.902	0.91277882609308	0.804	0.91277882609308	0.973	0.746	NA	NFE2L1	TRUE
kidney	1	Podocyte-PLA2R1	0.901	1.29467590277117	0.802	1.29467590277117	0.947	0.571	NA	KLHL42	TRUE
kidney	1	Podocyte-PLA2R1	0.9	1.08733883855913	0.8	1.08733883855913	0.979	0.655	NA	TRIB2	FALSE
kidney	1	Podocyte-PLA2R1	0.895	0.948567955348622	0.79	0.948567955348622	0.873	0.149	NA	TCF21	FALSE
kidney	1	Podocyte-PLA2R1	0.894	1.25083344957994	0.788	1.25083344957994	0.935	0.403	NA	HSPA12A	FALSE
kidney	1	Podocyte-PLA2R1	0.892	1.20576372798847	0.784	1.20576372798847	0.923	0.354	NA	CH17-472G23.4	FALSE
kidney	1	Podocyte-PLA2R1	0.892	0.941209948178127	0.784	0.941209948178127	0.959	0.578	NA	DAG1	FALSE
kidney	1	Podocyte-PLA2R1	0.89	1.09739055969821	0.78	1.09739055969821	0.959	0.638	NA	CBLB	FALSE
kidney	1	Podocyte-PLA2R1	0.888	1.13411786954186	0.776	1.13411786954186	0.973	0.616	NA	ADAMTS9	FALSE
kidney	1	Podocyte-PLA2R1	0.888	0.978109461479272	0.776	0.978109461479272	0.932	0.411	NA	SEMA3B	FALSE
kidney	1	Podocyte-PLA2R1	0.888	0.919020288689348	0.776	0.919020288689348	0.885	0.167	NA	NRIP2	FALSE
kidney	1	Podocyte-PLA2R1	0.887	1.20189337836625	0.774	1.20189337836625	0.902	0.392	NA	TMEM150C	FALSE
kidney	1	Podocyte-PLA2R1	0.883	0.933651194432675	0.766	0.933651194432675	0.97	0.668	NA	FYN	FALSE
kidney	1	Podocyte-PLA2R1	0.882	0.870263982450842	0.764	0.870263982450842	0.964	0.726	NA	ACTN4	FALSE
kidney	1	Podocyte-PLA2R1	0.881	0.882862068563707	0.762	0.882862068563707	0.985	0.835	NA	SELENOP	TRUE
kidney	1	Podocyte-PLA2R1	0.88	1.11297416337632	0.76	1.11297416337632	0.988	0.66	NA	PALLD	FALSE
kidney	1	Podocyte-PLA2R1	0.88	0.949328478402304	0.76	0.949328478402304	0.861	0.21	NA	TSPAN2	FALSE
kidney	1	Podocyte-PLA2R1	0.879	0.938697952478736	0.758	0.938697952478736	0.917	0.426	NA	ARHGEF3	TRUE
kidney	1	Podocyte-PLA2R1	0.879	0.827772131077203	0.758	0.827772131077203	0.991	0.844	NA	EIF3M	FALSE
kidney	1	Podocyte-PLA2R1	0.878	1.01161175900149	0.756	1.01161175900149	0.852	0.25	NA	SHISA2	FALSE
kidney	1	Podocyte-PLA2R1	0.876	1.09349754387704	0.752	1.09349754387704	0.899	0.45	NA	TRAM2	FALSE
kidney	1	Podocyte-PLA2R1	0.876	0.857793902266347	0.752	0.857793902266347	0.991	0.917	NA	ARHGEF12	FALSE
kidney	1	Podocyte-PLA2R1	0.875	1.05259069720731	0.75	1.05259069720731	0.811	0.131	NA	TENM2	FALSE
kidney	1	Podocyte-PLA2R1	0.871	0.82539431867576	0.742	0.82539431867576	0.929	0.652	NA	TMEM106B	TRUE
kidney	1	Podocyte-PLA2R1	0.87	0.941897690685955	0.74	0.941897690685955	1	0.882	NA	SPARC	FALSE
kidney	1	Podocyte-PLA2R1	0.869	0.844797324029104	0.738	0.844797324029104	0.988	0.956	NA	SERINC1	TRUE
kidney	1	Podocyte-PLA2R1	0.867	1.11235992542243	0.734	1.11235992542243	0.882	0.309	NA	HS3ST3B1	FALSE
kidney	1	Podocyte-PLA2R1	0.867	0.750746849870532	0.734	0.750746849870532	1	0.983	NA	CALM2	FALSE
kidney	1	Podocyte-PLA2R1	0.866	1.11106074232568	0.732	1.11106074232568	0.896	0.428	NA	TMCC3	FALSE
kidney	1	Podocyte-PLA2R1	0.866	0.965350177599174	0.732	0.965350177599174	0.997	0.794	NA	VIM	FALSE
kidney	1	Podocyte-PLA2R1	0.866	0.809701193616413	0.732	0.809701193616413	0.84	0.268	NA	SNCA	FALSE
kidney	1	Podocyte-PLA2R1	0.865	1.0671615135982	0.73	1.0671615135982	0.953	0.704	NA	LGALS8	FALSE
kidney	1	Podocyte-PLA2R1	0.864	1.09652703896666	0.728	1.09652703896666	0.778	0.108	NA	XKR4	FALSE
kidney	1	Podocyte-PLA2R1	0.864	0.898591233637471	0.728	0.898591233637471	0.76	0.063	NA	NECAB1	TRUE
kidney	1	Podocyte-PLA2R1	0.863	1.08378566743869	0.726	1.08378566743869	0.908	0.589	NA	NLK	TRUE
kidney	1	Podocyte-PLA2R1	0.862	1.25361980637798	0.724	1.25361980637798	0.899	0.5	NA	FRY	FALSE
kidney	1	Podocyte-PLA2R1	0.861	1.17565961764703	0.722	1.17565961764703	0.917	0.472	NA	CMYA5	FALSE
kidney	1	Podocyte-PLA2R1	0.861	1.02445350710725	0.722	1.02445350710725	0.82	0.154	NA	SEMA3G	FALSE
kidney	1	Podocyte-PLA2R1	0.861	0.947530054890827	0.722	0.947530054890827	0.781	0.125	NA	ILDR2	FALSE
kidney	1	Podocyte-PLA2R1	0.861	0.934452755268302	0.722	0.934452755268302	0.873	0.454	NA	SRGAP2	TRUE
kidney	1	Podocyte-PLA2R1	0.86	1.15045715812976	0.72	1.15045715812976	0.944	0.667	NA	TUBB2A	FALSE
kidney	1	Podocyte-PLA2R1	0.86	1.04539606024932	0.72	1.04539606024932	0.997	0.73	NA	FAT1	FALSE
kidney	1	Podocyte-PLA2R1	0.859	0.724231045925038	0.718	0.724231045925038	0.87	0.382	NA	SRGAP2B	FALSE
kidney	1	Podocyte-PLA2R1	0.858	0.925981398555642	0.716	0.925981398555642	0.766	0.091	NA	NDNF	FALSE
kidney	1	Podocyte-PLA2R1	0.857	0.847301885604583	0.714	0.847301885604583	0.905	0.549	NA	RASSF8	FALSE
kidney	1	Podocyte-PLA2R1	0.856	0.819196983163556	0.712	0.819196983163556	0.988	0.919	NA	RBMS1	FALSE
kidney	1	Podocyte-PLA2R1	0.855	0.887138258146785	0.71	0.887138258146785	0.994	0.95	NA	SPTAN1	FALSE
kidney	1	Podocyte-PLA2R1	0.854	0.696463505649162	0.708	0.696463505649162	0.793	0.16	NA	MXRA8	FALSE
kidney	1	Podocyte-PLA2R1	0.851	0.982622884375549	0.702	0.982622884375549	0.97	0.766	NA	TSC22D3	FALSE
kidney	1	Podocyte-PLA2R1	0.851	0.796501625384914	0.702	0.796501625384914	0.888	0.287	NA	OLFML2A	FALSE
kidney	1	Podocyte-PLA2R1	0.85	0.75600456564475	0.7	0.75600456564475	0.997	0.974	NA	ITM2B	FALSE
kidney	1	Podocyte-PLA2R1	0.848	0.970194137941398	0.696	0.970194137941398	0.967	0.752	NA	GADD45A	FALSE
kidney	1	Podocyte-PLA2R1	0.845	0.9579290995408	0.69	0.9579290995408	0.982	0.876	NA	FNDC3B	FALSE
kidney	1	Podocyte-PLA2R1	0.844	0.829609366261384	0.688	0.829609366261384	0.846	0.344	NA	KIRREL	FALSE
kidney	1	Podocyte-PLA2R1	0.84	0.723872719226497	0.68	0.723872719226497	0.991	0.909	NA	LEPROT	FALSE
kidney	1	Podocyte-PLA2R1	0.839	0.818722954461162	0.678	0.818722954461162	0.814	0.287	NA	FAM65A	FALSE
kidney	1	Podocyte-PLA2R1	0.838	0.853836843500401	0.676	0.853836843500401	0.817	0.211	NA	ITIH5	FALSE
kidney	1	Podocyte-PLA2R1	0.836	0.992102749504879	0.672	0.992102749504879	0.808	0.275	NA	FIGN	FALSE
kidney	1	Podocyte-PLA2R1	0.836	0.937057007598653	0.672	0.937057007598653	0.908	0.484	NA	SEMA5A	FALSE
kidney	1	Podocyte-PLA2R1	0.836	0.869850346558484	0.672	0.869850346558484	0.787	0.213	NA	DLG2	FALSE
kidney	1	Podocyte-PLA2R1	0.834	0.746001570725041	0.668	0.746001570725041	0.914	0.611	NA	PCMTD2	FALSE
kidney	1	Podocyte-PLA2R1	0.834	0.734879344733133	0.668	0.734879344733133	0.802	0.245	NA	ARHGAP28	FALSE
kidney	1	Podocyte-PLA2R1	0.833	0.704020780002133	0.666	0.704020780002133	0.817	0.363	NA	CCDC85C	TRUE
kidney	1	Podocyte-PLA2R1	0.832	0.739254593515955	0.664	0.739254593515955	0.825	0.231	NA	CCBE1	FALSE
kidney	1	Podocyte-PLA2R1	0.832	0.709222763367946	0.664	0.709222763367946	0.787	0.215	NA	PDPN	FALSE
kidney	1	Podocyte-PLA2R1	0.831	0.958519493135586	0.662	0.958519493135586	0.79	0.169	NA	DCN	FALSE
kidney	1	Podocyte-PLA2R1	0.826	0.78324148966104	0.652	0.78324148966104	0.991	0.821	NA	HIPK2	FALSE
kidney	1	Podocyte-PLA2R1	0.826	0.760497903853426	0.652	0.760497903853426	0.95	0.669	NA	EPB41L5	FALSE
kidney	1	Podocyte-PLA2R1	0.824	1.0368802153178	0.648	1.0368802153178	0.778	0.265	NA	UNC5D	FALSE
kidney	1	Podocyte-PLA2R1	0.824	0.830623240353621	0.648	0.830623240353621	0.988	0.69	NA	SPINT2	FALSE
kidney	1	Podocyte-PLA2R1	0.824	0.817242116019299	0.648	0.817242116019299	0.731	0.167	NA	WIPF3	TRUE
kidney	1	Podocyte-PLA2R1	0.824	0.740769717296201	0.648	0.740769717296201	0.923	0.694	NA	TMEM98	FALSE
kidney	1	Podocyte-PLA2R1	0.821	0.695379249564292	0.642	0.695379249564292	0.734	0.185	NA	SIRPA	FALSE
kidney	1	Podocyte-PLA2R1	0.819	0.785607349431849	0.638	0.785607349431849	0.911	0.607	NA	CPEB4	FALSE
kidney	1	Podocyte-PLA2R1	0.817	0.921991684382585	0.634	0.921991684382585	0.876	0.514	NA	B4GAT1	FALSE
kidney	1	Podocyte-PLA2R1	0.816	0.757561169085306	0.632	0.757561169085306	0.941	0.793	NA	ARMCX3	FALSE
kidney	1	Podocyte-PLA2R1	0.811	0.83616762526695	0.622	0.83616762526695	0.885	0.595	NA	NDRG2	FALSE
kidney	1	Podocyte-PLA2R1	0.81	0.829958617085914	0.62	0.829958617085914	0.967	0.876	NA	MIB1	FALSE
kidney	1	Podocyte-PLA2R1	0.809	1.01991625161754	0.618	1.01991625161754	0.689	0.126	NA	TNNI1	FALSE
kidney	1	Podocyte-PLA2R1	0.809	0.897614693607486	0.618	0.897614693607486	0.707	0.18	NA	NFE2L3	TRUE
kidney	1	Podocyte-PLA2R1	0.803	0.764614419837308	0.606	0.764614419837308	0.772	0.326	NA	DUSP10	FALSE
kidney	1	Podocyte-PLA2R1	0.803	0.707113670375557	0.606	0.707113670375557	0.953	0.544	NA	SH3BP5	FALSE
kidney	1	Podocyte-PLA2R1	0.801	0.718949112729879	0.602	0.718949112729879	0.822	0.323	NA	DSC2	FALSE
kidney	1	Podocyte-PLA2R1	0.799	0.769980376580237	0.598	0.769980376580237	0.964	0.868	NA	SLK	FALSE
kidney	1	Podocyte-PLA2R1	0.798	0.761753616832627	0.596	0.761753616832627	0.82	0.411	NA	BMP7	FALSE
kidney	1	Podocyte-PLA2R1	0.798	0.728478419276036	0.596	0.728478419276036	0.899	0.678	NA	CERS6	FALSE
kidney	1	Podocyte-PLA2R1	0.796	0.781679816616625	0.592	0.781679816616625	0.873	0.602	NA	TULP4	FALSE
kidney	1	Podocyte-PLA2R1	0.796	0.729146920960659	0.592	0.729146920960659	0.941	0.819	NA	ZBTB10	FALSE
kidney	1	Podocyte-PLA2R1	0.793	0.793766631434959	0.586	0.793766631434959	0.82	0.439	NA	ST3GAL1	FALSE
kidney	1	Podocyte-PLA2R1	0.791	0.727393688810752	0.582	0.727393688810752	0.615	0.05	NA	CA10	TRUE
kidney	1	Podocyte-PLA2R1	0.789	0.792843470136475	0.578	0.792843470136475	0.929	0.724	NA	NEDD9	FALSE
kidney	1	Podocyte-PLA2R1	0.787	0.800389043179582	0.574	0.800389043179582	0.929	0.779	NA	CSRP1	FALSE
kidney	1	Podocyte-PLA2R1	0.783	0.842315834642463	0.566	0.842315834642463	0.58	0.021	NA	RP11-550H2.2	TRUE
kidney	1	Podocyte-PLA2R1	0.782	0.771636116635286	0.564	0.771636116635286	0.766	0.273	NA	DPP6	FALSE
kidney	1	Podocyte-PLA2R1	0.778	0.752465977146277	0.556	0.752465977146277	0.719	0.288	NA	SYTL4	FALSE
kidney	1	Podocyte-PLA2R1	0.775	0.934530082262775	0.55	0.934530082262775	0.633	0.135	NA	TNNT2	FALSE
kidney	1	Podocyte-PLA2R1	0.772	0.743865129498125	0.544	0.743865129498125	0.76	0.352	NA	NFASC	FALSE
kidney	1	Podocyte-PLA2R1	0.772	0.707895535708555	0.544	0.707895535708555	0.926	0.743	NA	JARID2	FALSE
kidney	1	Podocyte-PLA2R1	0.769	0.824176072139313	0.538	0.824176072139313	0.87	0.695	NA	SRF	FALSE
kidney	1	Podocyte-PLA2R1	0.769	0.772875504559942	0.538	0.772875504559942	0.805	0.522	NA	PVR	FALSE
kidney	1	Podocyte-PLA2R1	0.767	0.73276410342269	0.534	0.73276410342269	0.701	0.257	NA	GAS1	FALSE
kidney	1	Podocyte-PLA2R1	0.766	0.822920243944863	0.532	0.822920243944863	0.796	0.47	NA	TACC2	FALSE
kidney	1	Podocyte-PLA2R1	0.759	1.00139260589035	0.518	1.00139260589035	0.799	0.527	NA	RCAN1	FALSE
kidney	1	Podocyte-PLA2R1	0.747	1.01918999694268	0.494	1.01918999694268	0.902	0.717	NA	CTGF	FALSE
kidney	1	Podocyte-PLA2R1	0.746	1.10081601513031	0.492	1.10081601513031	0.885	0.799	NA	ARID5B	FALSE
kidney	1	Podocyte-PLA2R1	0.746	0.756748427195882	0.492	0.756748427195882	0.592	0.143	NA	PRUNE2	FALSE
kidney	1	Podocyte-PLA2R1	0.74	0.694194946949706	0.48	0.694194946949706	0.781	0.478	NA	MYO1E	FALSE
kidney	1	Podocyte-PLA2R1	0.739	0.887603739491876	0.478	0.887603739491876	0.701	0.358	NA	EGR2	FALSE
kidney	1	Podocyte-PLA2R1	0.737	0.694239167361112	0.474	0.694239167361112	0.66	0.297	NA	ARHGAP19	FALSE
kidney	1	Podocyte-PLA2R1	0.735	0.741040821974201	0.47	0.741040821974201	0.615	0.253	NA	ARHGEF26	FALSE
kidney	2	LoH	0.966	1.75276662569291	0.932	1.75276662569291	0.991	0.336	NA	ERBB4	TRUE
kidney	2	LoH	0.966	1.44421321410955	0.932	1.44421321410955	0.981	0.225	NA	DNER	TRUE
kidney	2	LoH	0.963	1.23275458399229	0.926	1.23275458399229	0.981	0.226	NA	ESRRG	TRUE
kidney	2	LoH	0.955	1.57372532604219	0.91	1.57372532604219	0.991	0.457	NA	CLCN5	TRUE
kidney	2	LoH	0.951	1.12394834500854	0.902	1.12394834500854	1	0.938	NA	LDHB	FALSE
kidney	2	LoH	0.947	1.37773144868085	0.894	1.37773144868085	1	0.573	NA	ABLIM1	TRUE
kidney	2	LoH	0.939	1.66720357333248	0.878	1.66720357333248	0.991	0.349	NA	MAL	FALSE
kidney	2	LoH	0.933	1.39696313007053	0.866	1.39696313007053	1	0.468	NA	CD24	FALSE
kidney	2	LoH	0.921	1.50442790891136	0.842	1.50442790891136	0.93	0.202	NA	TMEM72	FALSE
kidney	2	LoH	0.917	0.835087143069445	0.834	0.835087143069445	0.939	0.17	NA	CLDN19	FALSE
kidney	2	LoH	0.913	0.793836431810806	0.826	0.793836431810806	0.972	0.274	NA	MITF	FALSE
kidney	2	LoH	0.909	0.992615657540518	0.818	0.992615657540518	0.911	0.14	NA	TSPAN8	FALSE
kidney	2	LoH	0.904	0.894291040167128	0.808	0.894291040167128	0.972	0.332	NA	LAMA1	FALSE
kidney	2	LoH	0.901	1.06391668356939	0.802	1.06391668356939	0.864	0.111	NA	CASR	FALSE
kidney	2	LoH	0.901	0.7757782227315	0.802	0.7757782227315	0.958	0.327	NA	ARNT2	FALSE
kidney	2	LoH	0.895	0.69484023882319	0.79	0.69484023882319	0.883	0.136	NA	ATP6V0A4	FALSE
kidney	2	LoH	0.891	1.30729931971695	0.782	1.30729931971695	0.915	0.304	NA	CPM	TRUE
kidney	2	LoH	0.884	1.16601815704805	0.768	1.16601815704805	0.93	0.302	NA	VAV3	FALSE
kidney	2	LoH	0.882	0.731836766617309	0.764	0.731836766617309	0.887	0.181	NA	SIM1	FALSE
kidney	2	LoH	0.881	1.0043245824387	0.762	1.0043245824387	0.991	0.463	NA	RBM47	FALSE
kidney	2	LoH	0.879	0.920139239187044	0.758	0.920139239187044	0.85	0.172	NA	TFCP2L1	FALSE
kidney	2	LoH	0.878	0.87165525328153	0.756	0.87165525328153	0.995	0.639	NA	TRIM2	TRUE
kidney	2	LoH	0.876	1.1305835836471	0.752	1.1305835836471	0.854	0.165	NA	PTGER3	FALSE
kidney	2	LoH	0.874	1.16962155415188	0.748	1.16962155415188	0.981	0.473	NA	MECOM	FALSE
kidney	2	LoH	0.873	0.907990154359603	0.746	0.907990154359603	1	0.547	NA	RAB3IP	FALSE
kidney	2	LoH	0.866	1.58908511830132	0.732	1.58908511830132	0.995	0.899	NA	ATP1A1	TRUE
kidney	2	LoH	0.866	1.01906369542057	0.732	1.01906369542057	0.995	0.494	NA	DCDC2	FALSE
kidney	2	LoH	0.862	0.789596510472202	0.724	0.789596510472202	0.953	0.467	NA	MTURN	FALSE
kidney	2	LoH	0.858	0.906594464006819	0.716	0.906594464006819	0.977	0.531	NA	ANK3	FALSE
kidney	2	LoH	0.858	0.736205266778724	0.716	0.736205266778724	0.92	0.388	NA	HOXD8	FALSE
kidney	2	LoH	0.856	0.819515228369124	0.712	0.819515228369124	0.864	0.224	NA	TMEM213	FALSE
kidney	2	LoH	0.852	1.02352713141147	0.704	1.02352713141147	0.991	0.456	NA	WFDC2	FALSE
kidney	2	LoH	0.852	0.712203368176481	0.704	0.712203368176481	0.934	0.281	NA	CDH16	FALSE
kidney	2	LoH	0.847	0.814678429522943	0.694	0.814678429522943	1	0.842	NA	LAMB1	FALSE
kidney	2	LoH	0.846	0.787408861125139	0.692	0.787408861125139	0.869	0.244	NA	SMIM24	FALSE
kidney	2	LoH	0.846	0.736094505738093	0.692	0.736094505738093	0.991	0.595	NA	ANXA4	FALSE
kidney	2	LoH	0.839	0.839367728379586	0.678	0.839367728379586	0.972	0.555	NA	MPC2	FALSE
kidney	2	LoH	0.835	1.31255215466278	0.67	1.31255215466278	0.7	0.056	NA	KCNJ1	TRUE
kidney	2	LoH	0.835	1.12838260839527	0.67	1.12838260839527	0.864	0.328	NA	SOX9	FALSE
kidney	2	LoH	0.834	0.848794269923719	0.668	0.848794269923719	0.798	0.189	NA	KCNJ16	FALSE
kidney	2	LoH	0.832	0.99987379224347	0.664	0.99987379224347	0.826	0.232	NA	SLITRK4	FALSE
kidney	2	LoH	0.826	1.43104243217471	0.652	1.43104243217471	0.854	0.345	NA	CA12	FALSE
kidney	2	LoH	0.825	0.830531712238501	0.65	0.830531712238501	0.967	0.584	NA	CMTM4	FALSE
kidney	2	LoH	0.823	0.845449182139272	0.646	0.845449182139272	0.817	0.247	NA	LNX1	FALSE
kidney	2	LoH	0.823	0.837522253235302	0.646	0.837522253235302	0.897	0.338	NA	MARVELD2	FALSE
kidney	2	LoH	0.822	2.1468917836987	0.644	2.1468917836987	0.7	0.101	NA	SLC12A1	FALSE
kidney	2	LoH	0.822	1.36825401481515	0.644	1.36825401481515	0.737	0.152	NA	ACPP	FALSE
kidney	2	LoH	0.82	0.763179716045443	0.64	0.763179716045443	0.742	0.134	NA	TFAP2B	FALSE
kidney	2	LoH	0.819	1.12480167186671	0.638	1.12480167186671	0.991	0.718	NA	ATP1B1	FALSE
kidney	2	LoH	0.817	0.762188676423881	0.634	0.762188676423881	0.962	0.502	NA	CYFIP2	FALSE
kidney	2	LoH	0.816	0.776712620659581	0.632	0.776712620659581	0.986	0.569	NA	LIMCH1	FALSE
