	nCell	nUMI	validCell	cellRatio	filter
RP11-288C18.1	147	809	753	0.195219123505976	TRUE
STRN	358	1320	753	0.475431606905711	TRUE
RNU6-577P	1	2	753	0.00132802124833997	FALSE
HEATR5B	219	557	753	0.290836653386454	TRUE
GPATCH11	161	434	753	0.213811420982736	TRUE
EIF2AK2	603	3369	753	0.800796812749004	TRUE
AC007899.3	0	0	753	0	FALSE
SULT6B1	1	1	753	0.00132802124833997	FALSE
AC007390.4	1	1	753	0.00132802124833997	FALSE
CEBPZOS	163	309	753	0.216467463479416	TRUE
CEBPZ	589	4078	753	0.782204515272244	TRUE
RP11-423P10.2	12	35	753	0.0159362549800797	TRUE
NDUFAF7	184	298	753	0.244355909694555	TRUE
PRKD3	374	951	753	0.49667994687915	TRUE
AC007391.2	0	0	753	0	FALSE
RNU6-939P	0	0	753	0	FALSE
QPCT	33	43	753	0.0438247011952191	TRUE
RNU6-1116P	0	0	753	0	FALSE
AC006369.2	24	39	753	0.0318725099601594	TRUE
CDC42EP3	195	519	753	0.258964143426295	TRUE
AC006369.3	0	1	753	0	FALSE
AC010878.3	0	0	753	0	FALSE
LINC00211	2	2	753	0.00265604249667995	FALSE
RMDN2	69	112	753	0.0916334661354582	TRUE
RMDN2-AS1	1	1	753	0.00132802124833997	FALSE
CYP1B1	108	481	753	0.143426294820717	TRUE
CYP1B1-AS1	7	11	753	0.00929614873837981	FALSE
RP11-314C9.1	0	0	753	0	FALSE
AC009229.6	1	1	753	0.00132802124833997	FALSE
RNU6-951P	0	0	753	0	FALSE
RP11-314C9.2	0	0	753	0	FALSE
AC009229.5	0	0	753	0	FALSE
RPL7P12	36	42	753	0.047808764940239	TRUE
GAPDHP25	0	0	753	0	FALSE
ATL2	340	1421	753	0.451527224435591	TRUE
AC016995.3	3	4	753	0.00398406374501992	FALSE
LINC01883	0	0	753	0	FALSE
RPLP0P6	253	392	753	0.335989375830013	TRUE
RP11-541E12.1	1	1	753	0.00132802124833997	FALSE
HNRNPLL	298	626	753	0.395750332005312	TRUE
AC011247.3	0	0	753	0	FALSE
GALM	280	1098	753	0.371845949535193	TRUE
AC074366.3	0	0	753	0	FALSE
SRSF7	717	9625	753	0.952191235059761	TRUE
GEMIN6	183	881	753	0.243027888446215	TRUE
TTC39DP	0	0	753	0	FALSE
AC018693.5	0	0	753	0	FALSE
DHX57	266	721	753	0.353253652058433	TRUE
ASS1P2	0	0	753	0	FALSE
AC018693.6	0	0	753	0	FALSE
MORN2	116	245	753	0.154050464807437	TRUE
RNU6-851P	0	0	753	0	FALSE
ARHGEF33	16	32	753	0.0212483399734396	TRUE
RN7SL96P	0	0	753	0	FALSE
RP11-173C1.1	3	3	753	0.00398406374501992	FALSE
SOS1	605	3871	753	0.803452855245684	TRUE
SOS1-IT1	12	19	753	0.0159362549800797	TRUE
RNU6-198P	0	0	753	0	FALSE
HSPE1P13	2	4	753	0.00265604249667995	FALSE
CDKL4	7	8	753	0.00929614873837981	FALSE
MAP4K3	272	503	753	0.361221779548473	TRUE
RP11-449G16.1	2	3	753	0.00265604249667995	FALSE
AC007246.3	66	99	753	0.0876494023904383	TRUE
TMEM178A	61	108	753	0.0810092961487384	TRUE
THUMPD2	88	134	753	0.116865869853918	TRUE
SLC8A1-AS1	7	7	753	0.00929614873837981	FALSE
AC007253.1	0	0	753	0	FALSE
SLC8A1	461	3559	753	0.612217795484728	TRUE
LINC01794	1	1	753	0.00132802124833997	FALSE
HNRNPA1P57	0	0	753	0	FALSE
LDHAP3	0	0	753	0	FALSE
AC009413.2	4	6	753	0.00531208499335989	FALSE
RNU4-63P	0	0	753	0	FALSE
LINC01913	0	0	753	0	FALSE
LINC01914	0	0	753	0	FALSE
C2orf91	1	4	753	0.00132802124833997	FALSE
AC013480.2	0	0	753	0	FALSE
PKDCC	8	11	753	0.0106241699867198	TRUE
AC083949.1	1	1	753	0.00132802124833997	FALSE
EML4	373	1336	753	0.49535192563081	TRUE
COX7A2L	507	1262	753	0.673306772908366	TRUE
KCNG3	0	0	753	0	FALSE
VDAC1P13	0	0	753	0	FALSE
AC025750.5	0	0	753	0	FALSE
MTA3	264	472	753	0.350597609561753	TRUE
AC025750.7	0	0	753	0	FALSE
AC074375.1	0	0	753	0	FALSE
RNU6-137P	3	3	753	0.00398406374501992	FALSE
OXER1	14	16	753	0.0185922974767596	TRUE
HAAO	8	13	753	0.0106241699867198	TRUE
FTOP1	15	33	753	0.0199203187250996	TRUE
AC098824.6	1	1	753	0.00132802124833997	FALSE
AC016735.1	0	0	753	0	FALSE
LINC01819	1	1	753	0.00132802124833997	FALSE
AC016735.3	1	2	753	0.00132802124833997	FALSE
RNU6-242P	2	4	753	0.00265604249667995	FALSE
AC093609.1	2	2	753	0.00265604249667995	FALSE
ZFP36L2	688	7284	753	0.913678618857902	TRUE
LINC01126	2	2	753	0.00265604249667995	FALSE
AC010883.5	30	34	753	0.0398406374501992	TRUE
THADA	355	2393	753	0.471447543160691	TRUE
RNU6-958P	0	0	753	0	FALSE
RN7SL531P	0	0	753	0	FALSE
PLEKHH2	345	1394	753	0.458167330677291	TRUE
C1GALT1C1L	6	6	753	0.00796812749003984	FALSE
AC011242.5	0	0	753	0	FALSE
RN7SKP66	1	1	753	0.00132802124833997	FALSE
DYNC2LI1	226	405	753	0.300132802124834	TRUE
ABCG5	3	4	753	0.00398406374501992	FALSE
ABCG8	0	0	753	0	FALSE
LRPPRC	542	2000	753	0.719787516600266	TRUE
RNU6-1048P	1	1	753	0.00132802124833997	FALSE
RN7SL455P	0	0	753	0	FALSE
AC019129.1	1	1	753	0.00132802124833997	FALSE
RNU6-566P	0	0	753	0	FALSE
PDSS1P2	0	0	753	0	FALSE
RP11-559M23.1	0	0	753	0	FALSE
PPM1B	368	1011	753	0.48871181938911	TRUE
RPL12P19	0	0	753	0	FALSE
SLC3A1	5	5	753	0.00664010624169987	FALSE
PREPL	443	1073	753	0.588313413014608	TRUE
CAMKMT	53	105	753	0.0703851261620186	TRUE
LINC01833	0	0	753	0	FALSE
RP11-89K21.2	0	0	753	0	FALSE
Six3os1_1	0	0	753	0	FALSE
Six3os1_2	0	0	753	0	FALSE
Six3os1_3	0	0	753	0	FALSE
Six3os1_4	0	0	753	0	FALSE
Six3os1_5	0	0	753	0	FALSE
Six3os1_6	0	0	753	0	FALSE
Six3os1_7	0	0	753	0	FALSE
SIX3-AS1	0	0	753	0	FALSE
SIX3	0	0	753	0	FALSE
AC012354.6	0	0	753	0	FALSE
AC012354.8	0	0	753	0	FALSE
SIX2	2	3	753	0.00265604249667995	FALSE
AC093702.1	0	0	753	0	FALSE
LINC01121	2	2	753	0.00265604249667995	FALSE
AC009236.2	0	0	753	0	FALSE
SRBD1	117	281	753	0.155378486055777	TRUE
RN7SL414P	0	0	753	0	FALSE
PRKCE	166	322	753	0.220451527224436	TRUE
U51244.2	0	0	753	0	FALSE
AC017078.1	3	3	753	0.00398406374501992	FALSE
AC017006.2	2	2	753	0.00265604249667995	FALSE
AC017006.3	0	0	753	0	FALSE
AC016696.1	0	0	753	0	FALSE
EPAS1	146	352	753	0.193891102257636	TRUE
LINC01820	0	0	753	0	FALSE
TMEM247	1	1	753	0.00132802124833997	FALSE
RN7SL817P	0	0	753	0	FALSE
ATP6V1E2	71	157	753	0.0942895086321381	TRUE
RP11-417F21.2	0	0	753	0	FALSE
RHOQ	265	575	753	0.351925630810093	TRUE
RP11-417F21.1	1	1	753	0.00132802124833997	FALSE
PIGF	94	133	753	0.124833997343958	TRUE
CRIPT	146	255	753	0.193891102257636	TRUE
RP11-536C12.1	0	0	753	0	FALSE
SOCS5	275	525	753	0.365205843293493	TRUE
RP11-333I13.1	3	3	753	0.00398406374501992	FALSE
LINC01118	2	4	753	0.00265604249667995	FALSE
LINC01119	1	1	753	0.00132802124833997	FALSE
AC016722.3	0	0	753	0	FALSE
AC016722.4	1	2	753	0.00132802124833997	FALSE
MCFD2	391	804	753	0.51925630810093	TRUE
TTC7A	21	47	753	0.0278884462151394	TRUE
RP11-15I20.1	0	0	753	0	FALSE
AC093732.1	0	0	753	0	FALSE
AC073283.7	1	1	753	0.00132802124833997	FALSE
CALM2	752	22739	753	0.99867197875166	TRUE
AC073283.4	14	15	753	0.0185922974767596	TRUE
AC106869.2	1	2	753	0.00132802124833997	FALSE
BCYRN1	7	13	753	0.00929614873837981	FALSE
EPCAM	328	2246	753	0.435590969455511	TRUE
RN7SKP119	0	0	753	0	FALSE
MIR559	0	0	753	0	FALSE
MSH2	336	832	753	0.446215139442231	TRUE
KCNK12	1	1	753	0.00132802124833997	FALSE
HCG2040054	0	0	753	0	FALSE
AC079250.1	116	162	753	0.154050464807437	TRUE
MSH6	549	2406	753	0.729083665338645	TRUE
AC006509.4	0	0	753	0	FALSE
AC006509.7	1	1	753	0.00132802124833997	FALSE
FBXO11	517	2256	753	0.686586985391766	TRUE
RPL36AP15	1	1	753	0.00132802124833997	FALSE
RPS27AP7	0	0	753	0	FALSE
AC079807.2	6	7	753	0.00796812749003984	FALSE
AC079807.1	0	0	753	0	FALSE
AC079807.4	0	0	753	0	FALSE
RP11-429P7.1	0	0	753	0	FALSE
RN7SKP224	2	2	753	0.00265604249667995	FALSE
FOXN2	159	275	753	0.211155378486056	TRUE
RNU4-49P	0	0	753	0	FALSE
RP11-191L17.1	1	1	753	0.00132802124833997	FALSE
PPP1R21	255	553	753	0.338645418326693	TRUE
RNU6-282P	0	0	753	0	FALSE
STON1	278	591	753	0.369189907038513	TRUE
STON1-GTF2A1L	11	16	753	0.0146082337317397	TRUE
GTF2A1L	0	0	753	0	FALSE
RP11-310N16.1	1	1	753	0.00132802124833997	FALSE
TPT1P11	0	0	753	0	FALSE
LHCGR	3	3	753	0.00398406374501992	FALSE
ELOBP3	0	0	753	0	FALSE
RP11-460M2.1	1	1	753	0.00132802124833997	FALSE
CTBP2P5	0	0	753	0	FALSE
FSHR	1	1	753	0.00132802124833997	FALSE
MIR548BA	0	0	753	0	FALSE
RP11-152D8.1	0	0	753	0	FALSE
RNU6-439P	0	0	753	0	FALSE
RP11-443F4.1	0	0	753	0	FALSE
RPL7P13	38	45	753	0.050464807436919	TRUE
NRXN1	221	2733	753	0.293492695883134	TRUE
MTCO1P42	0	0	753	0	FALSE
RP11-358H12.1	1	1	753	0.00132802124833997	FALSE
MIR8485	1	3	753	0.00132802124833997	FALSE
AC007560.1	0	0	753	0	FALSE
AC007682.1	1	1	753	0.00132802124833997	FALSE
KNOP1P3	0	0	753	0	FALSE
CRYGGP	0	0	753	0	FALSE
AC097463.2	0	0	753	0	FALSE
AC097463.1	0	0	753	0	FALSE
ZNF863P	0	0	753	0	FALSE
LINC01867	0	0	753	0	FALSE
AC139712.1	0	0	753	0	FALSE
AC139712.4	0	0	753	0	FALSE
AC139712.2	0	0	753	0	FALSE
FTH1P6	0	0	753	0	FALSE
MIR4431	0	0	753	0	FALSE
AC010967.2	0	0	753	0	FALSE
AC010967.3	0	0	753	0	FALSE
AC010967.1	0	0	753	0	FALSE
AC069157.1	0	0	753	0	FALSE
ASB3	117	148	753	0.155378486055777	TRUE
RNU6-997P	0	0	753	0	FALSE
GPR75-ASB3	0	0	753	0	FALSE
CHAC2	5	8	753	0.00664010624169987	FALSE
ERLEC1	394	767	753	0.52324037184595	TRUE
MIR3682	39	44	753	0.051792828685259	TRUE
GPR75	20	29	753	0.0265604249667995	TRUE
PSME4	402	1389	753	0.533864541832669	TRUE
ACYP2	132	197	753	0.175298804780877	TRUE
AC008280.1	0	0	753	0	FALSE
HMGB1P31	9	12	753	0.0119521912350598	TRUE
AC008280.3	0	0	753	0	FALSE
RP11-477N3.1	18	22	753	0.0239043824701195	TRUE
RNU7-172P	0	0	753	0	FALSE
TSPYL6	0	0	753	0	FALSE
C2orf73	6	11	753	0.00796812749003984	FALSE
SPTBN1	734	17590	753	0.974767596281541	TRUE
AC092839.3	0	0	753	0	FALSE
RPL23AP32	4	8	753	0.00531208499335989	FALSE
AC092839.4	0	0	753	0	FALSE
AC093110.3	22	24	753	0.0292164674634794	TRUE
EML6	22	93	753	0.0292164674634794	TRUE
AC104781.1	0	0	753	0	FALSE
RNU7-81P	0	0	753	0	FALSE
RTN4	735	9875	753	0.97609561752988	TRUE
RNU6-433P	0	1	753	0	FALSE
CLHC1	103	230	753	0.136786188579017	TRUE
AC012358.7	1	1	753	0.00132802124833997	FALSE
AC012358.4	3	5	753	0.00398406374501992	FALSE
RPS27A	753	12167	753	1	TRUE
MTIF2	295	1360	753	0.391766268260292	TRUE
PRORSD1P	17	39	753	0.0225763612217795	TRUE
AC012358.8	15	18	753	0.0199203187250996	TRUE
CCDC88A	543	4037	753	0.721115537848606	TRUE
BTF3P5	0	0	753	0	FALSE
RNU6-775P	0	0	753	0	FALSE
RNU6-221P	0	0	753	0	FALSE
RNU6-634P	0	0	753	0	FALSE
CFAP36	435	1346	753	0.577689243027888	TRUE
PPP4R3B	475	1326	753	0.630810092961487	TRUE
RP11-554J4.1	6	14	753	0.00796812749003984	FALSE
PNPT1	186	423	753	0.247011952191235	TRUE
EFEMP1	244	587	753	0.324037184594954	TRUE
RN7SKP208	0	0	753	0	FALSE
RP11-481J13.1	0	0	753	0	FALSE
MIR217HG	0	0	753	0	FALSE
MIR217	0	0	753	0	FALSE
MIR216A	0	0	753	0	FALSE
MIR216B	0	0	753	0	FALSE
LINC01813	0	0	753	0	FALSE
RP11-482H16.1	0	0	753	0	FALSE
AC007743.1	12	21	753	0.0159362549800797	TRUE
CCDC85A	0	0	753	0	FALSE
RNA5SP93	0	0	753	0	FALSE
AC008173.1	0	0	753	0	FALSE
RP11-443I9.1	0	0	753	0	FALSE
RP11-127H13.1	0	0	753	0	FALSE
ACTG1P22	0	0	753	0	FALSE
VRK2	107	244	753	0.142098273572377	TRUE
FANCL	217	405	753	0.288180610889774	TRUE
RP11-334G22.1	0	0	753	0	FALSE
EIF3FP3	110	136	753	0.146082337317397	TRUE
LINC01795	0	0	753	0	FALSE
LINC01122	4	8	753	0.00531208499335989	FALSE
AC007238.1	36	46	753	0.047808764940239	TRUE
LINC01793	0	0	753	0	FALSE
RP11-444A22.1	0	0	753	0	FALSE
AC007131.2	0	0	753	0	FALSE
AC007179.1	0	0	753	0	FALSE
RP11-569H17.1	0	0	753	0	FALSE
RNU6-508P	0	0	753	0	FALSE
RNA5SP94	0	0	753	0	FALSE
AC007381.3	2	15	753	0.00265604249667995	FALSE
MIR4432HG	0	0	753	0	FALSE
RNU1-32P	0	0	753	0	FALSE
MIR4432	0	0	753	0	FALSE
BCL11A	276	1667	753	0.366533864541833	TRUE
AC009970.1	0	0	753	0	FALSE
RN7SL361P	0	0	753	0	FALSE
RP11-416L21.2	0	0	753	0	FALSE
RP11-416L21.1	0	0	753	0	FALSE
RNU6-612P	0	0	753	0	FALSE
ATP1B3P1	0	0	753	0	FALSE
PAPOLG	262	751	753	0.347941567065073	TRUE
LINC01185	1	1	753	0.00132802124833997	FALSE
RN7SL632P	0	0	753	0	FALSE
RPL21P33	0	0	753	0	FALSE
REL	353	1428	753	0.468791500664011	TRUE
RNU4-51P	0	0	753	0	FALSE
RP11-373L24.1	0	0	753	0	FALSE
NONOP2	9	58	753	0.0119521912350598	TRUE
AC010733.5	9	22	753	0.0119521912350598	TRUE
PUS10	46	62	753	0.0610889774236388	TRUE
RNA5SP95	0	0	753	0	FALSE
PEX13	248	524	753	0.329349269588313	TRUE
KIAA1841	103	210	753	0.136786188579017	TRUE
RP11-493E12.3	0	0	753	0	FALSE
AC016747.3	21	37	753	0.0278884462151394	TRUE
C2orf74	1	1	753	0.00132802124833997	FALSE
RP11-493E12.1	0	0	753	0	FALSE
AHSA2	255	605	753	0.338645418326693	TRUE
USP34	585	2523	753	0.776892430278884	TRUE
RP11-493E12.2	1	1	753	0.00132802124833997	FALSE
RP11-479F13.1	0	0	753	0	FALSE
AC016894.1	1	2	753	0.00132802124833997	FALSE
SNORA70B	0	0	753	0	FALSE
RP11-355B11.2	38	58	753	0.050464807436919	TRUE
XPO1	632	2730	753	0.839309428950863	TRUE
RP11-355B11.1	0	0	753	0	FALSE
RPS29P10	0	0	753	0	FALSE
RNU6-1145P	1	2	753	0.00132802124833997	FALSE
AC108039.1	0	0	753	0	FALSE
RPS24P7	0	0	753	0	FALSE
AC108039.3	0	0	753	0	FALSE
FAM161A	215	645	753	0.285524568393094	TRUE
RP11-681L4.1	0	0	753	0	FALSE
RP11-681L4.2	2	20	753	0.00265604249667995	FALSE
CCT4	742	13658	753	0.98539176626826	TRUE
AC107081.5	5	5	753	0.00664010624169987	FALSE
COMMD1	257	499	753	0.341301460823373	TRUE
AC018462.2	8	10	753	0.0106241699867198	TRUE
RPSAP26	0	0	753	0	FALSE
RP11-270B14.1	0	0	753	0	FALSE
B3GNT2	261	884	753	0.346613545816733	TRUE
MIR5192	0	0	753	0	FALSE
RN7SL51P	3	5	753	0.00398406374501992	FALSE
RP11-642D6.1	0	0	753	0	FALSE
AC093159.1	0	0	753	0	FALSE
RN7SL18P	0	0	753	0	FALSE
TMEM17	50	80	753	0.0664010624169987	TRUE
AC107083.1	0	0	753	0	FALSE
AC092155.1	39	50	753	0.051792828685259	TRUE
PSAT1P2	0	0	753	0	FALSE
RSL24D1P2	0	0	753	0	FALSE
AC092155.4	1	1	753	0.00132802124833997	FALSE
EHBP1	516	2806	753	0.685258964143426	TRUE
AC007098.1	3	3	753	0.00398406374501992	FALSE
RP11-443F16.1	0	0	753	0	FALSE
AC009501.4	5	9	753	0.00664010624169987	FALSE
OTX1	1	2	753	0.00132802124833997	FALSE
RP11-511I11.2	0	0	753	0	FALSE
RP11-511I11.1	0	0	753	0	FALSE
DBIL5P2	13	16	753	0.0172642762284197	TRUE
WDPCP	117	247	753	0.155378486055777	TRUE
AC074367.1	3	3	753	0.00398406374501992	FALSE
RP11-391A7.1	1	2	753	0.00132802124833997	FALSE
MDH1	537	1589	753	0.713147410358566	TRUE
AC016734.2	13	14	753	0.0172642762284197	TRUE
RPS4XP5	1	1	753	0.00132802124833997	FALSE
AC096664.1	2	2	753	0.00265604249667995	FALSE
AC096664.2	0	0	753	0	FALSE
HNRNPA1P66	1	1	753	0.00132802124833997	FALSE
UGP2	487	1491	753	0.646746347941567	TRUE
VPS54	477	2747	753	0.633466135458167	TRUE
AC012368.1	2	4	753	0.00265604249667995	FALSE
PELI1	371	1334	753	0.49269588313413	TRUE
AC074289.1	27	48	753	0.0358565737051793	TRUE
LINC00309	1	1	753	0.00132802124833997	FALSE
RP11-547M24.1	2	2	753	0.00265604249667995	FALSE
AC114752.1	0	1	753	0	FALSE
AC114752.3	0	0	753	0	FALSE
MIR4433B	0	0	753	0	FALSE
MIR4433A	0	0	753	0	FALSE
RPL23AP37	0	0	753	0	FALSE
AC008074.3	1	1	753	0.00132802124833997	FALSE
AC008074.5	0	0	753	0	FALSE
LGALSL	315	1286	753	0.418326693227092	TRUE
LINC01805	2	5	753	0.00265604249667995	FALSE
RP11-568N6.1	8	19	753	0.0106241699867198	TRUE
AFTPH	442	1368	753	0.586985391766268	TRUE
MIR4434	1	1	753	0.00132802124833997	FALSE
RNU6-100P	0	0	753	0	FALSE
AC007365.1	0	0	753	0	FALSE
SERTAD2	483	2218	753	0.641434262948207	TRUE
AC007365.3	0	0	753	0	FALSE
AC007365.4	0	0	753	0	FALSE
RN7SL341P	0	0	753	0	FALSE
LINC01800	0	0	753	0	FALSE
AC007386.2	0	0	753	0	FALSE
RN7SL211P	0	0	753	0	FALSE
AC007386.3	2	2	753	0.00265604249667995	FALSE
SLC1A4	99	205	753	0.131474103585657	TRUE
RNU6-548P	0	0	753	0	FALSE
AC007386.4	1	3	753	0.00132802124833997	FALSE
CEP68	418	1323	753	0.555112881806109	TRUE
RAB1A	646	3004	753	0.857901726427623	TRUE
RP11-420C9.1	3	9	753	0.00398406374501992	FALSE
AC007318.5	86	118	753	0.114209827357238	TRUE
ACTR2	662	3115	753	0.879150066401062	TRUE
SPRED2	454	1228	753	0.602921646746348	TRUE
AC012370.2	3	3	753	0.00398406374501992	FALSE
AC074391.1	4	4	753	0.00531208499335989	FALSE
AC012370.3	0	0	753	0	FALSE
AC007389.1	1	1	753	0.00132802124833997	FALSE
AC007389.2	0	0	753	0	FALSE
RN7SL635P	1	1	753	0.00132802124833997	FALSE
VTRNA2-2P	0	0	753	0	FALSE
AC007389.3	2	2	753	0.00265604249667995	FALSE
RP11-418H16.1	17	20	753	0.0225763612217795	TRUE
KRT18P33	10	71	753	0.0132802124833997	TRUE
RP11-340F16.2	1	1	753	0.00132802124833997	FALSE
AC118345.1	0	0	753	0	FALSE
AC092669.6	0	0	753	0	FALSE
MIR4778	0	0	753	0	FALSE
LINC01873	1	1	753	0.00132802124833997	FALSE
MEIS1-AS3	1	1	753	0.00132802124833997	FALSE
MEIS1	536	2623	753	0.711819389110226	TRUE
MEIS1-AS2	1	1	753	0.00132802124833997	FALSE
LINC01798	7	8	753	0.00929614873837981	FALSE
LINC01797	0	0	753	0	FALSE
AC009474.1	1	2	753	0.00132802124833997	FALSE
AC009474.2	0	0	753	0	FALSE
LINC01799	0	0	753	0	FALSE
LINC01628	0	0	753	0	FALSE
AC007403.3	0	0	753	0	FALSE
LINC01828	8	14	753	0.0106241699867198	TRUE
LINC01829	4	6	753	0.00531208499335989	FALSE
AC023115.4	1	1	753	0.00132802124833997	FALSE
ETAA1	208	621	753	0.276228419654714	TRUE
AC007422.1	0	0	753	0	FALSE
AC010987.5	0	0	753	0	FALSE
LINC01812	0	0	753	0	FALSE
AC079112.1	0	0	753	0	FALSE
C1D	102	324	753	0.135458167330677	TRUE
WDR92	147	352	753	0.195219123505976	TRUE
AC017083.2	0	0	753	0	FALSE
RP11-474G23.1	0	2	753	0	FALSE
PNO1	138	272	753	0.183266932270916	TRUE
PPP3R1	79	121	753	0.104913678618858	TRUE
RP11-474G23.2	5	5	753	0.00664010624169987	FALSE
RP11-474G23.3	18	57	753	0.0239043824701195	TRUE
CNRIP1	174	287	753	0.231075697211155	TRUE
AC015969.3	0	0	753	0	FALSE
PLEK	4	13	753	0.00531208499335989	FALSE
AC127383.1	1	1	753	0.00132802124833997	FALSE
FBXO48	69	130	753	0.0916334661354582	TRUE
APLF	56	121	753	0.0743691899070385	TRUE
AC130709.1	0	0	753	0	FALSE
PROKR1	6	8	753	0.00796812749003984	FALSE
ARHGAP25	23	75	753	0.0305444887118194	TRUE
LINC01888	0	0	753	0	FALSE
LINC01890	0	2	753	0	FALSE
BMP10	0	0	753	0	FALSE
GKN3P	0	0	753	0	FALSE
GKN2	0	0	753	0	FALSE
GKN1	0	0	753	0	FALSE
ANTXR1	577	3514	753	0.766268260292165	TRUE
MIR3126	0	0	753	0	FALSE
RNA5SP96	0	0	753	0	FALSE
RNU6-1216P	1	1	753	0.00132802124833997	FALSE
RP11-85D18.1	2	2	753	0.00265604249667995	FALSE
GFPT1	440	1399	753	0.584329349269588	TRUE
NFU1	300	543	753	0.398406374501992	TRUE
AAK1	395	1629	753	0.524568393094289	TRUE
RN7SL604P	0	0	753	0	FALSE
SNORA36C	0	0	753	0	FALSE
RP11-77O7.1	1	2	753	0.00132802124833997	FALSE
B3GALNT1P1	0	0	753	0	FALSE
ANXA4	383	1132	753	0.50863213811421	TRUE
AC092431.3	0	0	753	0	FALSE
GMCL1	289	688	753	0.383798140770252	TRUE
RP11-401N16.2	2	2	753	0.00265604249667995	FALSE
RPL23AP92	0	0	753	0	FALSE
SNRNP27	223	469	753	0.296148738379814	TRUE
MXD1	290	1464	753	0.385126162018592	TRUE
ASPRV1	24	37	753	0.0318725099601594	TRUE
PCBP1-AS1	142	296	753	0.188579017264276	TRUE
RN7SL470P	4	5	753	0.00531208499335989	FALSE
PCBP1	427	928	753	0.567065073041169	TRUE
AC016700.2	2	2	753	0.00265604249667995	FALSE
AC016700.4	0	0	753	0	FALSE
LINC01816	0	0	753	0	FALSE
C2orf42	95	183	753	0.126162018592297	TRUE
TIA1	495	1396	753	0.657370517928287	TRUE
MIR1285-2	1	1	753	0.00132802124833997	FALSE
AC016700.6	1	1	753	0.00132802124833997	FALSE
PCYOX1	644	3696	753	0.855245683930943	TRUE
SNRPG	483	1544	753	0.641434262948207	TRUE
FAM136A	305	802	753	0.405046480743692	TRUE
AC022201.5	1	1	753	0.00132802124833997	FALSE
BRD7P6	0	0	753	0	FALSE
AC022201.4	0	0	753	0	FALSE
TGFA	73	142	753	0.0969455511288181	TRUE
TGFA-IT1	0	0	753	0	FALSE
ADD2	10	74	753	0.0132802124833997	TRUE
AC007395.3	2	2	753	0.00265604249667995	FALSE
FIGLA	0	0	753	0	FALSE
HMGN2P21	1	1	753	0.00132802124833997	FALSE
CLEC4F	0	0	753	0	FALSE
AC007395.4	0	0	753	0	FALSE
CD207	0	0	753	0	FALSE
LINC01143	0	0	753	0	FALSE
Vax2os1_3	0	0	753	0	FALSE
VAX2	0	0	753	0	FALSE
ATP6V1B1	2	2	753	0.00265604249667995	FALSE
AC007040.11	5	14	753	0.00664010624169987	FALSE
ATP6V1B1-AS1	0	0	753	0	FALSE
ELOCP21	0	0	753	0	FALSE
RN7SL160P	0	0	753	0	FALSE
ANKRD53	0	0	753	0	FALSE
TEX261	206	311	753	0.273572377158035	TRUE
AC007040.6	1	1	753	0.00132802124833997	FALSE
AC007040.8	0	0	753	0	FALSE
OR7E91P	0	0	753	0	FALSE
OR7E46P	0	0	753	0	FALSE
OR7E62P	1	1	753	0.00132802124833997	FALSE
NAGK	514	2927	753	0.682602921646746	TRUE
RP11-467P9.1	2	2	753	0.00265604249667995	FALSE
MCEE	57	69	753	0.0756972111553785	TRUE
MPHOSPH10	435	2078	753	0.577689243027888	TRUE
AC007881.4	21	21	753	0.0278884462151394	TRUE
PAIP2B	185	626	753	0.245683930942895	TRUE
ZNF638	676	4924	753	0.897742363877822	TRUE
ZNF638-IT1	11	15	753	0.0146082337317397	TRUE
RNU6-105P	0	0	753	0	FALSE
DYSF	23	81	753	0.0305444887118194	TRUE
RPS20P10	64	69	753	0.0849933598937583	TRUE
CYP26B1	32	53	753	0.0424966799468791	TRUE
EXOC6B	273	472	753	0.362549800796813	TRUE
AC006461.2	0	0	753	0	FALSE
RNU2-39P	0	0	753	0	FALSE
SPR	67	115	753	0.0889774236387782	TRUE
EMX1	0	0	753	0	FALSE
RP11-466M21.1	0	0	753	0	FALSE
SFXN5	32	65	753	0.0424966799468791	TRUE
RAB11FIP5	493	3047	753	0.654714475431607	TRUE
RP11-44N22.3	0	0	753	0	FALSE
NOTO	1	1	753	0.00132802124833997	FALSE
SMYD5	133	227	753	0.176626826029216	TRUE
PRADC1	54	73	753	0.0717131474103586	TRUE
CCT7	484	3517	753	0.642762284196547	TRUE
FBXO41	11	29	753	0.0146082337317397	TRUE
EGR4	2	2	753	0.00265604249667995	FALSE
RNU6-111P	0	0	753	0	FALSE
RPSAP28	0	0	753	0	FALSE
ALMS1	264	588	753	0.350597609561753	TRUE
ALMS1-IT1	22	33	753	0.0292164674634794	TRUE
NAT8	0	0	753	0	FALSE
ALMS1P1	5	6	753	0.00664010624169987	FALSE
NAT8B	0	0	753	0	FALSE
TPRKB	178	336	753	0.236387782204515	TRUE
RP11-434P11.2	18	41	753	0.0239043824701195	TRUE
RP11-434P11.1	1	1	753	0.00132802124833997	FALSE
DUSP11	161	249	753	0.213811420982736	TRUE
C2orf78	0	0	753	0	FALSE
STAMBP	305	906	753	0.405046480743692	TRUE
RP11-51I5.1	0	0	753	0	FALSE
ACTG2	142	2397	753	0.188579017264276	TRUE
DGUOK	267	595	753	0.354581673306773	TRUE
DGUOK-AS1	46	109	753	0.0610889774236388	TRUE
RNA5SP97	0	0	753	0	FALSE
