myAUC	avg_diff	power	pct.1	pct.2	gene	Cluster
0.917	2.965162193	0.834	1	0.409	NCCRP1	2
0.917	2.098848948	0.834	1	0.727	OAS1	2
0.905	3.490192069	0.81	0.909	0.545	STEAP4	2
0.905	2.439853797	0.81	0.909	0.545	PRSS22	2
0.905	2.055924884	0.81	1	0.409	PDP1	2
0.899	3.031821831	0.798	0.909	0.409	SLC6A14	2
0.895	2.875815941	0.79	0.909	0.227	PDZK1IP1	2
0.89	2.802266645	0.78	0.909	0.5	GPRC5A	2
0.888	3.205946444	0.776	0.909	0.455	MUC21	2
0.886	2.679563586	0.772	0.909	0.5	SECTM1	2
0.872	2.854365388	0.744	0.909	0.273	GDPD3	2
0.866	2.515877153	0.732	0.909	0.318	NTN4	2
0.855	3.571412554	0.71	0.818	0.591	CDKN2A	2
0.849	2.010532712	0.698	0.909	0.591	LIPH	2
0.829	4.061364152	0.658	0.727	0.227	ARNTL2	2
0.826	2.483810013	0.652	0.818	0.591	GK	2
0.822	2.375798499	0.644	0.818	0.409	ISG15	2
0.822	2.084043092	0.644	0.909	0.636	HDAC9	2
0.818	4.075601384	0.636	0.727	0.273	KRT78	2
0.818	2.089386707	0.636	0.818	0.318	ST3GAL4	2
0.814	2.254649777	0.628	0.818	0.409	MBD6	2
0.812	2.891248297	0.624	0.727	0.227	TMPRSS11D	2
0.812	2.048016092	0.624	0.727	0.136	ADAM28	2
0.81	3.836318497	0.62	0.818	0.5	SPRR2A	2
0.81	3.409572995	0.62	0.636	0.045	MUC3A	2
0.802	2.38353326	0.604	0.818	0.5	CTSV	2
0.798	3.328666742	0.596	0.727	0.364	BAHD1	2
0.783	2.323002865	0.566	0.727	0.409	TGM2	2
0.781	3.148863757	0.562	0.636	0.136	KYNU	2
0.777	3.453145991	0.554	0.636	0.136	USP6NL	2
0.777	2.26581961	0.554	0.818	0.5	CEACAM1	2
0.773	2.404829336	0.546	0.636	0.091	IGF2BP2-AS1	2
0.773	2.017338749	0.546	0.727	0.545	ATP10B	2
0.769	2.30002273	0.538	0.818	0.455	DUSP10	2
0.769	2.079964406	0.538	0.818	0.455	GIT2	2
0.764	2.857257697	0.528	0.636	0.182	NTHL1	2
0.762	6.214044276	0.524	0.545	0.045	VASN	2
0.76	3.049281937	0.52	0.636	0.136	CALHM2	2
0.756	2.83664299	0.512	0.636	0.182	MANSC1	2
0.756	2.259397492	0.512	0.818	0.591	GPR160	2
0.756	2.073167586	0.512	0.818	0.545	GBP4	2
0.752	2.372290881	0.504	0.727	0.182	ZFAND2A	2
0.744	2.59169653	0.488	0.727	0.636	ADM	2
0.742	4.389313846	0.484	0.545	0.136	MNX1	2
0.74	3.926239645	0.48	0.545	0.091	PDE9A	2
0.736	3.233542001	0.472	0.545	0.091	ZNF710	2
0.736	2.268857719	0.472	0.636	0.227	TOR1B	2
0.736	2.164302435	0.472	0.727	0.273	AGFG2	2
0.731	3.803066109	0.462	0.545	0.182	MCPH1	2
0.731	2.485329603	0.462	0.636	0.364	MID2	2
0.727	5.705464339	0.454	0.455	0	CCDC94	2
0.727	5.106423278	0.454	0.455	0	DUOXA2	2
0.727	4.794691068	0.454	0.455	0	ZNF503-AS1	2
0.727	2.821671646	0.454	0.636	0.364	GAN	2
0.725	2.492426142	0.45	0.545	0.136	LINC01559	2
0.721	3.176181788	0.442	0.545	0.136	CACNB1	2
0.719	2.077156164	0.438	0.636	0.364	TBC1D2	2
0.715	2.464657515	0.43	1	0.864	S100A8	2
0.711	4.597844373	0.422	0.455	0.045	SLC15A1	2
0.707	3.652560659	0.414	0.455	0.045	XDH	2
0.707	2.847886822	0.414	0.455	0.045	VCPKMT	2
0.707	2.70465809	0.414	0.636	0.364	BLNK	2
0.707	2.349363676	0.414	0.455	0.045	RNF103-CHMP3	2
0.702	3.358156978	0.404	0.636	0.5	CYP2B7P	2
0.702	2.234390034	0.404	0.455	0.045	HTRA2	2
0.87	3.746238071	0.74	0.8	0.174	L3MBTL3	3
0.857	2.575472688	0.714	0.8	0.174	MBNL3	3
0.848	2.117330949	0.696	0.9	0.391	FAM35A	3
0.826	2.589653003	0.652	0.8	0.304	PWWP2A	3
0.826	2.128332531	0.652	0.8	0.435	PPP1R9B	3
0.822	2.38890385	0.644	0.8	0.348	GAS7	3
0.802	2.436309597	0.604	0.7	0.087	TCF7	3
0.796	3.65387722	0.592	0.7	0.13	CD52	3
0.796	2.114393983	0.592	0.8	0.261	ACSF3	3
0.783	2.088141029	0.566	0.8	0.391	LTV1	3
0.78	3.369366301	0.56	0.7	0.348	MCUR1	3
0.77	4.291381434	0.54	0.6	0.13	NUP35	3
0.765	4.460203477	0.53	0.6	0.087	CDIP1	3
0.765	3.260509633	0.53	0.6	0.087	ARRDC2	3
0.765	2.598816225	0.53	0.6	0.087	SPATC1L	3
0.761	2.09082072	0.522	0.6	0.13	FAM69B	3
0.754	2.506012876	0.508	0.7	0.261	SH3KBP1	3
0.752	5.095761704	0.504	0.6	0.174	SLC2A3	3
0.752	2.540963342	0.504	0.6	0.174	MFSD3	3
0.752	2.337268832	0.504	0.6	0.13	PIP4K2A	3
0.752	2.207086583	0.504	0.8	0.478	C19orf48	3
0.75	7.205022248	0.5	0.5	0	CYTIP	3
0.75	5.405495234	0.5	0.5	0	RNF166	3
0.743	3.620329138	0.486	0.6	0.174	FAM126A	3
0.739	5.69022161	0.478	0.5	0.043	TET1	3
0.739	4.134856723	0.478	0.5	0.043	CCDC15	3
0.739	2.487055109	0.478	0.6	0.217	CLCA2	3
0.739	2.110823673	0.478	0.7	0.304	DNAJC4	3
0.739	2.007748098	0.478	0.6	0.13	TMEM183A	3
0.737	2.07243734	0.474	0.7	0.348	CLOCK	3
0.735	4.223369584	0.47	0.6	0.217	CRTC1	3
0.735	4.190917863	0.47	0.5	0.043	TRAF1	3
0.73	6.572552909	0.46	0.5	0.043	CD69	3
0.73	3.431709232	0.46	0.5	0.043	DIAPH3	3
0.726	3.253078383	0.452	0.5	0.043	RALY-AS1	3
0.726	2.240974548	0.452	0.6	0.304	GPC1	3
0.724	4.546897641	0.448	0.5	0.087	ZNF142	3
0.724	2.935615758	0.448	0.5	0.087	LPXN	3
0.722	2.346250158	0.444	0.6	0.261	RBSN	3
0.72	4.585108876	0.44	0.5	0.087	PHTF2	3
0.715	5.066859761	0.43	0.5	0.087	IL10RA	3
0.713	3.441844334	0.426	0.5	0.13	LAPTM5	3
0.713	3.392473739	0.426	0.5	0.13	FABP3	3
0.713	2.279135055	0.426	0.6	0.348	ISYNA1	3
0.711	3.053291846	0.422	0.5	0.087	IRGQ	3
0.709	3.058681719	0.418	0.5	0.13	RPL39L	3
0.707	3.618813044	0.414	0.5	0.174	PEX11A	3
0.707	2.460071708	0.414	0.5	0.087	NDRG4	3
0.704	4.192322525	0.408	0.5	0.13	LOC171391	3
0.704	2.969658326	0.408	0.5	0.13	GAS2L1	3
0.704	2.336140531	0.408	0.5	0.13	DCAKD	3
0.704	2.268432766	0.408	0.6	0.348	NUP160	3
0.702	2.392717195	0.404	0.5	0.174	ZNF462	3
1	4.079404675	1	1	0.704	POSTN	4
1	2.694221234	1	1	0.852	FBN1	4
1	2.303209803	1	1	0.926	LUM	4
0.988	3.566704238	0.976	1	0.185	DOCK11	4
0.988	2.94443898	0.976	1	0.852	MFAP5	4
0.981	3.366868689	0.962	1	0.259	THBS2	4
0.981	3.356160171	0.962	1	0.296	COL16A1	4
0.975	2.420581222	0.95	1	0.741	RARRES2	4
0.975	2.1088664	0.95	1	0.667	PCOLCE	4
0.969	3.666143747	0.938	1	0.407	ADGRD1	4
0.969	2.37236841	0.938	1	0.63	GFRA1	4
0.963	3.447637283	0.926	1	0.333	CILP	4
0.963	3.179437115	0.926	1	0.296	PI16	4
0.963	2.896181369	0.926	1	0.37	ADAM33	4
0.963	2.586355943	0.926	1	0.778	DLK1	4
0.963	2.515533085	0.926	1	0.259	NCBP1	4
0.963	2.405086429	0.926	1	0.333	FGFR1	4
0.957	2.58899805	0.914	1	0.148	BMP1	4
0.957	2.430090055	0.914	1	0.259	PTBP2	4
0.938	2.057762595	0.876	1	0.815	MMP2	4
0.932	2.708237544	0.864	1	0.296	ADAMTS1	4
0.92	2.148385365	0.84	1	0.296	SH3PXD2B	4
0.907	2.124656666	0.814	1	0.185	MED29	4
0.904	3.798804497	0.808	0.833	0.148	COLEC12	4
0.901	4.023321938	0.802	0.833	0.111	CPZ	4
0.901	3.870213092	0.802	0.833	0.111	KDELR3	4
0.901	2.002293024	0.802	1	0.37	TRIO	4
0.892	3.663337124	0.784	0.833	0.148	TPGS1	4
0.892	2.99285169	0.784	0.833	0.148	USP32P2	4
0.886	3.786515109	0.772	0.833	0.074	HIC1	4
0.883	3.307789258	0.766	0.833	0.111	LOC286437	4
0.883	2.269839242	0.766	0.833	0.111	KLHL31	4
0.877	2.902921675	0.754	0.833	0.111	KCTD15	4
0.873	2.29150058	0.746	0.833	0.074	DCHS1	4
0.873	2.264937507	0.746	0.833	0.148	COL5A3	4
0.87	3.95443012	0.74	0.833	0.185	SLC16A2	4
0.867	2.624795914	0.734	0.833	0.222	GALT	4
0.867	2.485167692	0.734	0.833	0.222	CTSK	4
0.867	2.267331602	0.734	0.833	0.296	TRERF1	4
0.864	2.811189236	0.728	0.833	0.407	SVEP1	4
0.864	2.525049481	0.728	0.833	0.185	OGFOD3	4
0.864	2.412409458	0.728	0.833	0.185	GAS1	4
0.864	2.314272819	0.728	0.833	0.185	AARS	4
0.858	2.559545	0.716	0.833	0.259	PCDH18	4
0.858	2.279604708	0.716	0.833	0.333	PI15	4
0.858	2.192678676	0.716	0.833	0.556	TGFBR3	4
0.855	2.654822166	0.71	0.833	0.37	ABI3BP	4
0.855	2.190391044	0.71	0.833	0.222	LAMA2	4
0.852	2.239891011	0.704	0.833	0.185	GHR	4
0.852	2.041792231	0.704	0.833	0.185	PDGFRB	4
0.849	2.296215612	0.698	0.833	0.222	METTL17	4
0.843	2.240244732	0.686	0.833	0.296	PIGK	4
0.836	2.394342656	0.672	0.833	0.296	ISLR	4
0.833	5.714490383	0.666	0.667	0	GPR37	4
0.833	5.702297112	0.666	0.667	0	SCARA5	4
0.83	2.136284181	0.66	0.833	0.519	CMTM3	4
0.83	2.09971456	0.66	0.833	0.37	MFAP4	4
0.827	5.105788534	0.654	0.667	0.037	PIANP	4
0.824	2.038785909	0.648	0.833	0.37	ZNF512	4
0.815	4.295247258	0.63	0.667	0.074	SYT1	4
0.815	4.015874432	0.63	0.667	0.074	TROAP	4
0.815	2.046697537	0.63	0.833	0.407	SLIT3	4
0.809	2.866100878	0.618	0.667	0.074	JAM3	4
0.809	2.142309332	0.618	0.667	0.037	TMEM133	4
0.802	4.012460559	0.604	0.667	0.185	PKDCC	4
0.802	3.992278163	0.604	0.667	0.148	TNFAIP6	4
0.802	3.967435353	0.604	0.667	0.111	FBXO4	4
0.802	3.524069592	0.604	0.667	0.185	LOC100996255	4
0.802	2.605445598	0.604	0.667	0.074	METTL25	4
0.802	2.140700652	0.604	0.667	0.074	DGUOK-AS1	4
0.796	3.928666252	0.592	0.667	0.222	TSPAN4	4
0.796	3.829254086	0.592	0.667	0.111	GARNL3	4
0.796	3.682373697	0.592	0.667	0.111	CRMP1	4
0.796	2.223733605	0.592	0.667	0.074	FAM109A	4
0.796	2.085204445	0.592	0.667	0.074	ZBTB17	4
0.79	2.728231241	0.58	0.667	0.259	LHFP	4
0.79	2.705750744	0.58	0.667	0.185	GRK5	4
0.79	2.60888738	0.58	0.667	0.148	ATXN1L	4
0.79	2.315051684	0.58	0.667	0.148	ADAMTS2	4
0.79	2.261499764	0.58	0.667	0.074	CDC23	4
0.787	2.209819977	0.574	0.833	0.296	P3H3	4
0.784	2.991205823	0.568	0.667	0.111	TARSL2	4
0.784	2.828333293	0.568	0.667	0.148	TMEM144	4
0.784	2.559774827	0.568	0.667	0.222	ZNF587	4
0.784	2.373326926	0.568	0.667	0.148	PLEKHG5	4
0.784	2.299780301	0.568	0.667	0.148	FAM83C	4
0.784	2.269415563	0.568	0.667	0.148	SNX21	4
0.784	2.24106612	0.568	0.667	0.185	GLT8D2	4
0.784	2.058497808	0.568	0.667	0.111	ZNF354A	4
0.778	2.918096729	0.556	0.667	0.185	HAUS2	4
0.778	2.614259322	0.556	0.667	0.185	FECH	4
0.778	2.461691666	0.556	0.667	0.148	TADA2B	4
0.778	2.46007694	0.556	0.667	0.148	FKBP7	4
0.778	2.238676901	0.556	0.667	0.259	ARHGAP10	4
0.778	2.226968816	0.556	0.667	0.222	ADGRL3	4
0.778	2.160512504	0.556	0.667	0.148	CADM4	4
0.772	2.52337033	0.544	0.667	0.185	ZNF436	4
0.772	2.433208669	0.544	0.667	0.185	NOMO1	4
0.772	2.38202502	0.544	0.667	0.185	PDGFRL	4
0.772	2.362793457	0.544	0.667	0.259	MN1	4
0.772	2.32349958	0.544	0.667	0.148	NOD1	4
0.772	2.095032883	0.544	0.667	0.111	FAM212A	4
0.765	3.116289944	0.53	0.667	0.222	ACPP	4
0.765	2.453081296	0.53	0.667	0.148	ZZEF1	4
0.765	2.408476117	0.53	0.667	0.333	SLC35A1	4
0.765	2.228112213	0.53	0.667	0.148	ZFHX4	4
0.765	2.172787631	0.53	0.667	0.111	ARHGAP30	4
0.759	3.524498665	0.518	0.667	0.148	MGC72080	4
0.759	3.323207375	0.518	0.667	0.185	FOXF1	4
0.759	2.944638847	0.518	0.667	0.185	CYP1B1	4
0.759	2.089484202	0.518	0.833	0.333	CSAD	4
0.759	2.023922996	0.518	0.667	0.333	ERMARD	4
0.759	2.008566524	0.518	0.667	0.259	SLC37A4	4
0.753	2.378255518	0.506	0.667	0.222	PBK	4
0.753	2.210978193	0.506	0.667	0.259	FLRT2	4
0.753	2.064728693	0.506	0.667	0.333	COL17A1	4
0.753	2.043947124	0.506	0.667	0.296	CISD3	4
0.75	6.972513044	0.5	0.5	0	FZD10-AS1	4
0.75	6.483623815	0.5	0.5	0	SLC45A1	4
0.75	5.967611225	0.5	0.5	0	TRIM6	4
0.75	5.582363374	0.5	0.5	0	APCDD1L-AS1	4
0.75	5.560625288	0.5	0.5	0	PCDH9	4
0.75	5.424489466	0.5	0.5	0	FRRS1	4
0.75	4.923050263	0.5	0.5	0	FBXO44	4
0.75	3.839658826	0.5	0.5	0	PRKG2	4
0.75	3.71310544	0.5	0.5	0	FKBP10	4
0.75	3.098805844	0.5	0.5	0	ADAM22	4
0.747	2.874320917	0.494	0.667	0.222	CDK5RAP1	4
0.747	2.687056558	0.494	0.667	0.185	SEH1L	4
0.747	2.381237379	0.494	0.667	0.222	STAT5B	4
0.747	2.169820919	0.494	0.667	0.37	NOM1	4
0.747	2.107202142	0.494	0.667	0.222	JAM2	4
0.741	4.647104263	0.482	0.5	0.037	TMEM132A	4
0.741	4.451016451	0.482	0.5	0.037	ROBO3	4
0.741	4.217433812	0.482	0.5	0.037	C17orf100	4
0.741	4.056457032	0.482	0.5	0.037	ZNF628	4
0.741	3.508668324	0.482	0.5	0.037	DDX31	4
0.741	2.955723037	0.482	0.5	0.037	VCAM1	4
0.741	2.030433012	0.482	0.833	0.63	CRKL	4
0.741	2.018354713	0.482	0.667	0.185	IKBIP	4
0.735	5.517230032	0.47	0.5	0.037	PCSK6	4
0.735	4.602171233	0.47	0.5	0.037	LINC00330	4
0.735	4.205291204	0.47	0.5	0.037	USP49	4
0.735	3.754710397	0.47	0.5	0.037	PSMG3-AS1	4
0.735	3.395905289	0.47	0.5	0.037	CHRDL1	4
0.735	3.24339269	0.47	0.5	0.037	ELOVL6	4
0.735	2.526972272	0.47	0.667	0.333	ACOT9	4
0.735	2.486258317	0.47	0.667	0.185	SNHG15	4
0.735	2.335099436	0.47	0.667	0.259	ACKR1	4
0.735	2.227153686	0.47	0.667	0.444	U2AF2	4
0.735	2.041993315	0.47	0.667	0.37	DLC1	4
0.735	2.029002348	0.47	0.667	0.259	LETMD1	4
0.735	2.016820416	0.47	0.667	0.296	VSTM4	4
0.731	4.629435809	0.462	0.5	0.074	HMCN2	4
0.731	4.302555198	0.462	0.5	0.074	SDHAF4	4
0.731	4.087875285	0.462	0.5	0.074	TBC1D8B	4
0.731	3.644990124	0.462	0.5	0.074	LCAT	4
0.731	3.428801771	0.462	0.5	0.074	EGR2	4
0.731	3.428527232	0.462	0.5	0.074	ZNF773	4
0.728	2.789522368	0.456	0.5	0.037	ZNF799	4
0.728	2.575973176	0.456	0.667	0.333	WARS2	4
0.728	2.568254676	0.456	0.5	0.037	SOCS2	4
0.728	2.558290454	0.456	0.5	0.037	SNX10	4
0.728	2.331883786	0.456	0.5	0.037	LYRM5	4
0.728	2.228327478	0.456	0.667	0.259	RIC1	4
0.728	2.107695283	0.456	0.5	0.037	XPNPEP2	4
0.728	2.100503182	0.456	0.5	0.037	SH3TC2	4
0.725	3.958502779	0.45	0.5	0.074	ABHD8	4
0.725	3.228078842	0.45	0.5	0.074	MED20	4
0.725	2.854884575	0.45	0.5	0.074	RWDD2A	4
0.725	2.727515591	0.45	0.5	0.074	TRIM65	4
0.722	3.897123442	0.444	0.5	0.111	DAGLA	4
0.722	3.07802518	0.444	0.5	0.111	FURIN	4
0.722	2.618049993	0.444	0.5	0.111	ADAMTSL1	4
0.722	2.342299001	0.444	0.5	0.111	STARD9	4
0.719	3.213116174	0.438	0.5	0.074	ZKSCAN3	4
0.719	3.019608753	0.438	0.5	0.074	PLXNC1	4
0.719	2.99565921	0.438	0.5	0.074	TENM4	4
0.719	2.770425628	0.438	0.5	0.074	CA2	4
0.719	2.53802295	0.438	0.5	0.074	IFFO1	4
0.719	2.45810032	0.438	0.5	0.074	HHAT	4
0.719	2.149701172	0.438	0.5	0.074	LPAR4	4
0.719	2.028069056	0.438	0.5	0.074	ATP1A1-AS1	4
0.716	3.109111895	0.432	0.5	0.111	ZNF546	4
0.716	2.823184671	0.432	0.5	0.111	ZDHHC8	4
0.716	2.540285295	0.432	0.667	0.333	POLL	4
0.713	2.974655864	0.426	0.5	0.074	ZNF700	4
0.713	2.837672903	0.426	0.5	0.148	ZSCAN22	4
0.713	2.524941095	0.426	0.5	0.074	AFAP1L2	4
0.713	2.444198861	0.426	0.5	0.074	ASB2	4
0.713	2.391937664	0.426	0.5	0.074	TMSB15B	4
0.713	2.339697409	0.426	0.5	0.074	FAM45A	4
0.713	2.263019689	0.426	0.5	0.074	LOC100288152	4
0.713	2.077032412	0.426	0.5	0.074	AOX1	4
0.71	3.202409126	0.42	0.5	0.111	ADGRB2	4
0.71	2.200309074	0.42	0.667	0.222	GABBR1	4
0.71	2.164165679	0.42	0.5	0.111	ASPA	4
0.71	2.054641441	0.42	0.5	0.111	FSIP2	4
0.71	2.045157434	0.42	0.5	0.111	HSPA1L	4
0.707	4.024223469	0.414	0.5	0.148	FNDC5	4
0.707	3.128066946	0.414	0.5	0.148	ATP9B	4
0.707	2.464812884	0.414	0.5	0.148	ZNF761	4
0.707	2.455932186	0.414	0.5	0.148	C14orf37	4
0.704	4.332671518	0.408	0.5	0.185	PAMR1	4
0.704	4.166925357	0.408	0.5	0.185	KLHL21	4
0.704	3.337603132	0.408	0.5	0.111	RGAG4	4
0.704	2.286619848	0.408	0.5	0.111	TTK	4
0.704	2.11374001	0.408	0.5	0.111	NRP1	4
0.701	2.482229347	0.402	0.5	0.148	SHQ1	4
0.701	2.064752012	0.402	0.5	0.148	CERS3	4
