orig.ident	nCount_ATAC	nFeature_ATAC	predicted.id	prediction.score.max	organ	clgrp	tSNE_1	tSNE_2
WT_10_4-7	WT	237257	41223	Fibro-FBLN1	0.845257663477688	Stomach	Fibroblast	17.9946942867489	29.2594074859118
WT_10_4-8	WT	121400	28474	Fibro-ADAM28	0.57232167056583	Stomach	Fibroblast	-21.9300140379699	2.59757827168768
WT_10_5-1	WT	150102	33116	Endo	0.920516557786068	Stomach	Endothelium	-35.928411782937	0.232698065971453
WT_10_5-2	WT	137311	33629	Epi	0.773804077866632	Stomach	Epithelium	29.0144619346078	-6.66792209936036
WT_10_5-3	WT	107717	26190	Fibro-ADAM28	0.569765979253986	Stomach	Fibroblast	-17.1581441671545	5.47207057124762
WT_10_5-4	WT	94980	25319	Fibro-ADAM28	0.36463494116036	Stomach	Fibroblast	15.5997800128894	26.7698126028269
WT_10_5-5	WT	100815	24701	Fibro-ADAM28	0.507835532447338	Stomach	Fibroblast	-23.5396119050697	2.19864294448923
WT_10_5-6	WT	114057	26943	Fibro-ADAM28	0.422514276092091	Stomach	Fibroblast	-15.6520410553022	3.9197633105596
WT_10_5-7	WT	104920	27012	Fibro-ADAM28	0.335587126781973	Stomach	Fibroblast	13.1905491749525	26.5856805350874
WT_10_5-8	WT	111968	28933	Fibro-FBLN1	0.648196773573378	Stomach	Fibroblast	15.169860672433	24.9612001526761
WT_10_6-1	WT	156573	34097	Fibro-FBLN1	0.741429287980481	Stomach	Fibroblast	14.6803730059246	25.2801027212209
WT_10_6-2	WT	105153	26903	T	0.982269758627597	Stomach	T	24.6822763289573	-31.5214577692882
WT_10_6-3	WT	133907	29668	Fibro-VSTM2A	0.421771912106563	Stomach	Fibroblast	-17.0043391899099	5.70127486794487
WT_10_6-4	WT	137872	30589	Fibro-ADAM28	0.332946690678868	Stomach	Fibroblast	-14.9489438541922	4.10236371998993
WT_10_6-5	WT	115609	27984	Fibro-ADAM28	0.404334049720707	Stomach	Fibroblast	-14.8249347876165	5.7842866074036
WT_10_6-6	WT	87991	24566	Fibro-ADAM28	0.542093635948329	Stomach	Fibroblast	-11.607254668083	9.71451891774481
WT_10_6-7	WT	149028	33899	Fibro-FBLN1	0.806108149550441	Stomach	Fibroblast	14.8370223317856	26.4691055874323
WT_10_6-8	WT	167369	36088	Fibro-FBLN1	0.412890509778211	Stomach	Fibroblast	-6.87965892764113	10.8806489058093
WT_10_7-1	WT	137796	33125	Fibro-ADAM28	0.527253810467197	Stomach	Fibroblast	-14.2654231780805	5.79849044423401
WT_10_7-2	WT	122936	29221	Fibro-ADAM28	0.577826741076066	Stomach	Fibroblast	-20.7618986662909	0.95346260035527
WT_10_7-3	WT	76715	22713	Fibro-ADAM28	0.294204877673707	Stomach	Fibroblast	-8.95401413118159	11.3876990387833
WT_10_7-4	WT	140500	31196	Fibro-ADAM28	0.355216712120242	Stomach	Fibroblast	-16.292563135274	2.02601596672823
WT_10_7-5	WT	113814	29851	DC/Macro	0.772806339993462	Stomach	DC/Macrophage	25.987689698854	-17.4973402340577
WT_10_7-6	WT	108550	25878	T	0.993110766830946	Stomach	T	26.1587117015931	-31.7215720321706
WT_10_7-7	WT	106674	26893	Fibro-ADAM28	0.463766064821954	Stomach	Fibroblast	-16.1408174283939	5.50837705152103
WT_10_7-8	WT	169302	35171	Fibro-ADAM28	0.559812636664286	Stomach	Fibroblast	-16.2769808349575	2.01222186662219
WT_10_8-1	WT	126693	31617	Fibro-IRF1	0.367014827517213	Stomach	Fibroblast	-16.9313844310844	2.63359497075051
WT_10_8-3	WT	132745	28969	Fibro-ADAM28	0.566708541225074	Stomach	Fibroblast	-20.7022934438955	5.15514664390346
WT_10_8-4	WT	133936	33012	Fibro-FBLN1	0.474682739189558	Stomach	Fibroblast	16.1164037138344	24.1099674569425
WT_10_8-5	WT	70352	21481	Fibro-IRF1	0.33106848609722	Stomach	Fibroblast	-10.5190689613997	11.0674337139469
WT_10_8-6	WT	133183	32493	Fibro-FBLN1	0.458519252209674	Stomach	Fibroblast	15.9728262187425	24.489902207818
WT_10_8-7	WT	155066	33882	Fibro-ADAM28	0.494667515686077	Stomach	Fibroblast	-20.3588178261204	3.79249247668287
WT_10_8-8	WT	160651	34266	Fibro-ADAM28	0.611087094517085	Stomach	Fibroblast	-16.7813750430038	2.46085578411936
WT_10_9-1	WT	169124	35120	Endo	0.998346385890493	Stomach	Endothelium	-38.8763724623655	0.183239221128038
WT_10_9-2	WT	126087	28978	Fibro-IRF1	0.360164289805695	Stomach	Fibroblast	-22.5614777435328	1.69434549104971
WT_10_9-3	WT	123863	29074	Endo	0.938295073504998	Stomach	Endothelium	-36.6054524889785	0.328900430045432
WT_10_9-4	WT	95359	26302	Fibro-ADAM28	0.381666549020023	Stomach	Fibroblast	0.636746841738086	2.69689632894603
WT_10_9-5	WT	110515	25490	Fibro-ADAM28	0.77102181856641	Stomach	Fibroblast	-23.6813606535219	7.10418794654872
WT_10_9-6	WT	97202	26998	Fibro-ADAM28	0.409607913058964	Stomach	Fibroblast	-16.0385863360751	1.98433011514227
WT_10_9-7	WT	112373	27921	Fibro-ADAM28	0.761050536157795	Stomach	Fibroblast	-17.2887932547363	7.4960233508675
WT_10_9-8	WT	123700	29255	Fibro-ADAM28	0.484618916548269	Stomach	Fibroblast	-19.1277373597372	6.16619509424354
WT_10_10-1	WT	144880	30530	Fibro-VSTM2A	0.618637642229018	Stomach	Fibroblast	-15.0176391288104	4.35390163972395
WT_10_10-2	WT	69049	21421	SM-Visceral	0.272794670342832	Stomach	Smooth muscle	-12.5826882979189	10.7192077755403
WT_10_10-3	WT	128815	28988	Fibro-ADAM28	0.427729140638524	Stomach	Fibroblast	-17.9596926779582	2.93097058953493
WT_10_10-4	WT	171620	34734	Fibro-KCNJ8	0.79674843559758	Stomach	Fibroblast	-16.5069830251941	16.5658689506374
WT_10_10-5	WT	99432	25617	Fibro-ADAM28	0.862880347264408	Stomach	Fibroblast	-18.2482083310712	3.25546579379242
WT_10_10-6	WT	124141	30082	Epi	0.65740387008145	Stomach	Epithelium	28.6679276611295	-5.48249597543392
WT_10_10-7	WT	113349	28676	Fibro-VSTM2A	0.443065803378494	Stomach	Fibroblast	-20.1756732535129	3.86630971530814
WT_10_10-8	WT	113547	28040	SM-Visceral	0.386019389666088	Stomach	Smooth muscle	-15.2315352861601	7.48191928193412
WT_10_11-1	WT	116900	30842	Fibro-ADAM28	0.444000832863885	Stomach	Fibroblast	-14.5691539588741	2.65578170597792
WT_10_11-2	WT	135064	29701	Fibro-ADAM28	0.520170239683281	Stomach	Fibroblast	-17.597164769701	3.45740135758576
WT_10_11-3	WT	145294	31213	Fibro-ADAM28	0.835422170755665	Stomach	Fibroblast	-19.7935181077738	3.37524052999958
WT_10_11-4	WT	148748	31140	Endo	0.85054277794108	Stomach	Endothelium	-37.4085599534944	0.676578564230021
WT_10_11-5	WT	105452	26322	Fibro-ADAM28	0.506742749039861	Stomach	Fibroblast	-23.2512092099318	2.96882623757349
WT_10_11-6	WT	81210	23614	Fibro-ADAM28	0.434440599455064	Stomach	Fibroblast	-11.0976720071241	9.74564504666162
WT_10_11-7	WT	168556	32779	Fibro-ADAM28	0.395423021408483	Stomach	Fibroblast	-20.7007339806189	1.13048028575118
WT_10_11-8	WT	116235	27370	Fibro-ADAM28	0.790466381776044	Stomach	Fibroblast	-20.6760819098013	5.36576717571137
WT_10_12-1	WT	176916	38094	Fibro-FBLN1	0.366758590867534	Stomach	Fibroblast	16.1289349742034	23.9688288985567
WT_10_12-2	WT	147707	31775	Fibro-ADAM28	0.437265394078187	Stomach	Fibroblast	-20.1270208928135	5.35907932629082
WT_10_12-3	WT	121758	29434	Fibro-ADAM28	0.4791761791572	Stomach	Fibroblast	-17.4157670336764	4.54559240905667
WT_10_12-4	WT	162063	33835	Endo	0.965039153677023	Stomach	Endothelium	-35.8377936724783	0.619594248418784
WT_10_12-5	WT	66657	20449	Fibro-ADAM28	0.464393701672287	Stomach	Fibroblast	-14.1704429107254	9.4245808766514
WT_10_12-6	WT	140743	30624	Fibro-ADAM28	0.352152209939411	Stomach	Fibroblast	-16.8310083905802	5.1372565249794
WT_10_12-7	WT	147238	31995	Fibro-ADAM28	0.67694696911829	Stomach	Fibroblast	-19.2456238326368	2.34047784463638
WT_10_12-8	WT	170684	34045	SM-Visceral	0.606511165423323	Stomach	Smooth muscle	-19.2444012420051	3.92017852802677
WT_11_1-2	WT	146469	30789	Fibro-ADAM28	0.630693400176121	Stomach	Fibroblast	-17.4268395254086	3.32677402575127
WT_11_1-3	WT	151547	30809	SM-Visceral	0.514381234834958	Stomach	Smooth muscle	-17.1962440018471	6.2073900523674
WT_11_1-4	WT	133842	29331	Endo	0.840726961408027	Stomach	Endothelium	-34.6695166467205	1.03910878008178
WT_11_1-5	WT	156770	30575	Fibro-VSTM2A	0.513941172959128	Stomach	Fibroblast	-18.8501340244529	3.88286827477682
WT_11_1-6	WT	157839	31705	Fibro-ADAM28	0.615424504131434	Stomach	Fibroblast	-22.0704909096158	2.23543949072062
WT_11_1-7	WT	153803	32757	Glial	0.949840205376508	Stomach	Glial	13.0626698275277	45.6774649645482
WT_11_1-8	WT	172654	34438	Fibro-FBLN1	0.682124010563972	Stomach	Fibroblast	15.0873956149448	24.9266713468498
WT_11_2-1	WT	156950	31288	Fibro-ADAM28	0.519492289678105	Stomach	Fibroblast	-19.1677749816121	5.57891739965265
WT_11_2-2	WT	160086	31892	Fibro-ADAM28	0.505698975116457	Stomach	Fibroblast	-19.7088062314435	4.33366082199866
WT_11_2-3	WT	169462	31628	Fibro-ADAM28	0.487402954384105	Stomach	Fibroblast	-17.0937029054686	7.19539898028176
WT_11_2-4	WT	100853	25626	Fibro-ADAM28	0.305623112732646	Stomach	Fibroblast	-11.588683161627	9.7524867307837
WT_11_2-5	WT	188028	40240	Fibro-FBLN1	0.505269060512634	Stomach	Fibroblast	-5.97909002738481	6.25576379134458
WT_11_2-6	WT	139067	29023	Fibro-VSTM2A	0.435221502860166	Stomach	Fibroblast	-17.2169088007714	7.07384172427716
WT_11_2-7	WT	128834	30143	Fibro-FBLN1	0.513416401133606	Stomach	Fibroblast	16.1557869922554	25.372694885381
WT_11_2-8	WT	199224	38141	Fibro-FBLN1	0.508502149760433	Stomach	Fibroblast	16.4403959815297	27.5353887538865
WT_11_3-1	WT	158366	30348	Endo	0.821755884701938	Stomach	Endothelium	-35.1290007258459	1.06291232365312
WT_11_3-2	WT	199264	39075	Epi	0.886308653136952	Stomach	Epithelium	29.4016896327511	-7.15974029002517
WT_11_3-3	WT	159960	32880	Fibro-ADAM28	0.66129214344475	Stomach	Fibroblast	-17.1201960061823	2.23013450584364
WT_11_3-4	WT	164664	32240	Fibro-ADAM28	0.401925444397224	Stomach	Fibroblast	-15.1601419020902	4.1775758393489
WT_11_3-5	WT	136455	31415	Fibro-ADAM28	0.880366485054197	Stomach	Fibroblast	-16.665473250726	2.82616643989598
WT_11_3-6	WT	149549	32446	Fibro-ADAM28	0.458139333908742	Stomach	Fibroblast	-19.007929217727	1.45629048135354
WT_11_3-7	WT	143199	29489	Fibro-ADAM28	0.517711768848662	Stomach	Fibroblast	-16.5894320464278	3.75406100676701
WT_11_3-8	WT	168444	34504	Fibro-ADAM28	0.406376767906586	Stomach	Fibroblast	-14.7822322351182	4.76405965264654
WT_11_4-1	WT	131131	27864	Fibro-ADAM28	0.589718317414361	Stomach	Fibroblast	-22.2728534986671	5.41353382593769
WT_11_4-2	WT	154329	33003	SM-Visceral	0.614566142754649	Stomach	Smooth muscle	-16.9431738327793	2.71642532098688
WT_11_4-3	WT	126823	30036	Fibro-ADAM28	0.485495266815025	Stomach	Fibroblast	-15.8875592185723	6.61418412883231
WT_11_4-4	WT	148187	30426	Fibro-VSTM2A	0.364536875223296	Stomach	Fibroblast	-16.5768229848933	4.85734374957315
WT_11_4-5	WT	134080	32142	Endo	0.876183817333249	Stomach	Endothelium	-35.2784960666799	0.315109789090441
WT_11_4-6	WT	141909	31702	Fibro-ADAM28	0.318995619548922	Stomach	Fibroblast	-21.618818233699	1.69115334017185
WT_11_4-7	WT	167466	34826	Fibro-FBLN1	0.570875282744856	Stomach	Fibroblast	17.0949777097443	28.1021177787749
WT_11_4-8	WT	172510	32137	Fibro-VSTM2A	0.314016036378031	Stomach	Fibroblast	-18.6974173842642	4.6136838173616
WT_11_5-1	WT	104012	28077	Fibro-IRF1	0.336550342924529	Stomach	Fibroblast	-14.5022641643056	3.24256849561476
WT_11_5-2	WT	159165	31932	Fibro-ADAM28	0.508372561114521	Stomach	Fibroblast	-18.3403445648979	2.47378223663339
WT_11_5-3	WT	156369	32396	Fibro-FBLN1	0.890578718548728	Stomach	Fibroblast	15.9364930603075	26.1779334249018
WT_11_5-4	WT	183673	39832	Epi	0.69572847967306	Stomach	Epithelium	29.1217342953472	-9.82938576658645
WT_11_5-5	WT	147772	30825	Fibro-ADAM28	0.343961674242826	Stomach	Fibroblast	-16.8484152816916	6.65560771881044
WT_11_5-6	WT	156218	31127	Fibro-ADAM28	0.388621505498348	Stomach	Fibroblast	-16.7653399413261	3.76148813448072
WT_11_5-7	WT	129612	27209	SM-Visceral	0.417580038797741	Stomach	Smooth muscle	-21.0961231931802	6.80830626104657
WT_11_5-8	WT	126904	30803	T	0.999047823005004	Stomach	T	24.6493433043765	-31.123045829
WT_11_6-1	WT	130476	29940	Fibro-ADAM28	0.49501589210294	Stomach	Fibroblast	-21.3867221209695	1.71760081339553
WT_11_6-2	WT	155988	32264	Endo	0.87322838606237	Stomach	Endothelium	-36.7928853305441	-0.00390792871941116
WT_11_6-3	WT	166714	34702	Fibro-FBLN1	0.778123276433633	Stomach	Fibroblast	14.2617983984908	26.589571533433
WT_11_6-4	WT	167935	35003	Endo	0.829321856270551	Stomach	Endothelium	-36.4846784906745	0.150952404197759
WT_11_6-5	WT	174394	36336	Fibro-NRK	0.559685795149289	Stomach	Fibroblast	15.9195893617002	24.3162185403532
WT_11_6-6	WT	148787	30928	Fibro-ADAM28	0.639669265965338	Stomach	Fibroblast	-17.4822023327835	2.80670566605918
WT_11_6-7	WT	166066	33446	Fibro-ADAM28	0.891568561321693	Stomach	Fibroblast	-19.7671057733016	2.93475429900879
WT_11_6-8	WT	201050	37366	Endo	0.898963835701881	Stomach	Endothelium	-34.8023282554442	0.524394324596715
WT_11_7-1	WT	195902	39178	Fibro-FBLN1	0.815934918144191	Stomach	Fibroblast	16.3745650154466	25.3128023039065
WT_11_7-2	WT	154738	32452	Fibro-ADAM28	0.55098830513402	Stomach	Fibroblast	-17.7941671982355	2.13021396588172
WT_11_7-3	WT	132460	29735	Epi	0.249753404754544	Stomach	Epithelium	-15.8056815584204	16.2983621062188
WT_11_7-4	WT	247902	40233	Fibro-VSTM2A	0.564908072451123	Stomach	Fibroblast	-17.9096816101307	2.44909727294373
WT_11_7-5	WT	249035	42886	Epi	0.514122704592962	Stomach	Epithelium	29.4455967085702	-9.87699861647333
WT_11_7-6	WT	166394	32363	Fibro-ADAM28	0.419636574124084	Stomach	Fibroblast	-20.4106956758209	4.75041837170019
WT_11_7-7	WT	165858	33348	Fibro-ADAM28	0.321970260601591	Stomach	Fibroblast	-19.2104088373678	2.29382467619348
WT_11_7-8	WT	208731	38857	Endo	0.51816196518203	Stomach	Endothelium	-34.2487340236648	0.890914290459231
WT_11_8-1	WT	149308	31604	SM-Visceral	0.52722467471102	Stomach	Smooth muscle	-19.1473799980223	5.86868761053772
WT_11_8-2	WT	136515	29884	Fibro-ADAM28	0.551283324305047	Stomach	Fibroblast	-16.230333620798	4.43832514773714
WT_11_8-4	WT	151881	32670	Fibro-ADAM28	0.545909913948364	Stomach	Fibroblast	-14.7406658104995	5.54557236499343
WT_11_8-5	WT	151027	33324	SM-Visceral	0.416122191602335	Stomach	Smooth muscle	-16.3710931857999	3.09304035050851
WT_11_8-6	WT	116270	28609	Fibro-IRF1	0.263583670113285	Stomach	Fibroblast	-15.942259752233	6.66849293032547
WT_11_8-7	WT	211188	37699	Fibro-ADAM28	0.57697094620292	Stomach	Fibroblast	-20.3497520890898	3.94513442397757
WT_11_8-8	WT	182567	35754	SM-Visceral	0.478574980117086	Stomach	Smooth muscle	-16.7212786393193	2.48390796683178
WT_11_9-1	WT	107114	26458	Fibro-ADAM28	0.438310154901615	Stomach	Fibroblast	-15.6723582443612	3.7585357661474
WT_11_9-2	WT	215368	38739	Epi	0.675808325875703	Stomach	Epithelium	29.0502627563271	-7.18470056552583
WT_11_9-3	WT	144201	30655	Fibro-ADAM28	0.492928589098772	Stomach	Fibroblast	-17.8731620546688	5.38834201011028
WT_11_9-4	WT	133426	29972	Fibro-ADAM28	0.460561037601451	Stomach	Fibroblast	-14.3720841812525	7.02484417932195
WT_11_9-5	WT	120422	30396	Endo	0.426332489528881	Stomach	Endothelium	-34.4598290872235	1.03173582889426
WT_11_9-6	WT	169842	35110	Fibro-ADAM28	0.465304694259432	Stomach	Fibroblast	-16.403002439412	2.11076664321464
WT_11_9-7	WT	128476	26860	Fibro-ADAM28	0.280574297204022	Stomach	Fibroblast	-16.7557793580193	7.91425532021702
WT_11_9-8	WT	186423	36851	Fibro-FBLN1	0.734130694739116	Stomach	Fibroblast	15.659219563748	26.3117575173337
WT_11_10-1	WT	126711	27819	SM-Visceral	0.412565308571455	Stomach	Smooth muscle	-14.6465281714726	5.27649422131574
WT_11_10-2	WT	152840	32040	Endo	0.65379467884743	Stomach	Endothelium	-38.9582201853221	0.193746661342012
WT_11_10-3	WT	124394	29062	Fibro-ADAM28	0.583965927518091	Stomach	Fibroblast	-17.9785262400842	2.74552494561156
WT_11_10-4	WT	104035	26822	T	0.679116904665568	Stomach	T	-9.00683686541738	10.6701507587206
WT_11_10-5	WT	179061	36152	Fibro-FBLN1	0.678394967723604	Stomach	Fibroblast	16.1943650059887	26.4040235901423
WT_11_10-6	WT	172541	34932	Fibro-ADAM28	0.620698935575119	Stomach	Fibroblast	-19.1026294225067	2.39412186773161
WT_11_10-7	WT	162623	34202	Fibro-FBLN1	0.88854106703205	Stomach	Fibroblast	16.4797961805541	29.1692811523301
WT_11_10-8	WT	144828	32123	SM-Visceral	0.363212138419427	Stomach	Smooth muscle	-15.1125497121933	7.3573853738073
WT_11_11-2	WT	149899	30620	Fibro-ADAM28	0.493769018945785	Stomach	Fibroblast	-17.5385153227576	3.3598126551453
WT_11_11-3	WT	149477	31101	Fibro-ADAM28	0.548407882216065	Stomach	Fibroblast	-19.9002371157323	3.23912230538001
WT_11_11-4	WT	147889	30727	Fibro-ADAM28	0.464240805446974	Stomach	Fibroblast	-15.9838244525888	3.71360558755494
WT_11_11-5	WT	124268	29951	Endo	0.933768601514217	Stomach	Endothelium	-36.7346649846438	0.289020478148844
WT_11_11-6	WT	128756	31020	SM-Visceral	0.375551622763322	Stomach	Smooth muscle	-16.7735565554582	2.76138789221254
WT_11_11-7	WT	147626	33038	Fibro-ADAM28	0.478202498786655	Stomach	Fibroblast	14.8411604709614	24.8953468144308
WT_11_11-8	WT	169449	33287	Fibro-ADAM28	0.791119025830607	Stomach	Fibroblast	-20.4252505880192	4.04806290068716
WT_11_12-1	WT	168324	32556	Fibro-ADAM28	0.557426958060619	Stomach	Fibroblast	-18.7438132921091	0.581312376916332
WT_11_12-2	WT	183370	34824	Fibro-KCNJ8	0.81202130933139	Stomach	Fibroblast	-16.779395986092	15.6627612981039
WT_11_12-3	WT	167928	32299	Fibro-ADAM28	0.358682278777697	Stomach	Fibroblast	-17.9374510180412	4.89635489477593
WT_11_12-4	WT	141709	30082	Fibro-ADAM28	0.517305778123003	Stomach	Fibroblast	-16.0395072679648	3.75256722251654
WT_11_12-5	WT	142033	30201	Fibro-ADAM28	0.479302959872525	Stomach	Fibroblast	-18.4425262700601	2.29256943961442
WT_11_12-6	WT	180999	33650	SM-Visceral	0.315101188216335	Stomach	Smooth muscle	-19.2335183847815	2.00496863134042
WT_11_12-7	WT	192454	33194	Fibro-ADAM28	0.811877745175697	Stomach	Fibroblast	-19.8545600574655	2.29542039300243
WT_11_12-8	WT	224750	38062	Fibro-ADAM28	0.542663116496213	Stomach	Fibroblast	-19.3097449989655	2.23798024129136
WT_12_1-1	WT	106208	25720	Glial	0.99152832754095	Stomach	Glial	13.135598836489	45.6894865707195
WT_12_1-2	WT	148685	29956	Fibro-ADAM28	0.390347955518907	Stomach	Fibroblast	-22.4582880907151	1.79650614408802
WT_12_1-3	WT	200133	32556	Fibro-ADAM28	0.463063503823172	Stomach	Fibroblast	-22.1168189529046	4.92834134702119
WT_12_1-4	WT	118837	26506	Fibro-ADAM28	0.502627138266995	Stomach	Fibroblast	-18.8532481732639	4.68569702004999
WT_12_1-5	WT	201049	32673	SM-Visceral	0.632326523142208	Stomach	Smooth muscle	16.0335029789546	31.4341822491372
WT_12_1-6	WT	141352	32769	Fibro-KCNJ8	0.735741945498502	Stomach	Fibroblast	-15.2501198081925	17.598033951154
WT_12_1-7	WT	120437	26618	Fibro-ADAM28	0.677966275512322	Stomach	Fibroblast	-22.0643620690154	6.79378584299652
WT_12_1-8	WT	137046	28019	Fibro-ADAM28	0.54687385107085	Stomach	Fibroblast	-23.3887113292055	4.9052033891402
WT_12_2-1	WT	121413	26373	Fibro-ADAM28	0.37469037817123	Stomach	Fibroblast	-23.1600865969683	6.24662802451365
WT_12_2-2	WT	107663	24924	Fibro-ADAM28	0.523354473612463	Stomach	Fibroblast	-22.1779688484397	8.09063000698522
WT_12_2-3	WT	108309	24545	Fibro-ADAM28	0.804231726449827	Stomach	Fibroblast	-17.3594741073127	7.58598573435912
WT_12_2-4	WT	164933	34217	Endo	0.856989583255555	Stomach	Endothelium	-36.8577574264221	0.237866935078173
WT_12_2-5	WT	118794	27383	Glial	0.990097115271315	Stomach	Glial	13.2981189279729	45.8723770216816
WT_12_2-6	WT	123545	26879	Fibro-VSTM2A	0.530489236940161	Stomach	Fibroblast	-17.5174454878937	7.0836022343282
WT_12_2-7	WT	105587	24462	Fibro-KCNJ8	0.768115283966193	Stomach	Fibroblast	-16.62034837951	8.68247947056806
WT_12_3-1	WT	130042	27076	Fibro-ADAM28	0.308911628913169	Stomach	Fibroblast	-20.6199416552018	2.72290134135548
WT_12_3-2	WT	83691	22414	DC/Macro	0.840134235868686	Stomach	DC/Macrophage	26.1700676241281	-15.4508000993575
WT_12_3-3	WT	138000	28023	Fibro-VSTM2A	0.492190013588004	Stomach	Fibroblast	-23.3166833105623	1.95164436184126
WT_12_3-4	WT	113727	27316	Fibro-FBLN1	0.667645776720098	Stomach	Fibroblast	15.5630571996849	26.4950222567514
WT_12_3-5	WT	86703	22792	Fibro-ADAM28	0.313551637396315	Stomach	Fibroblast	-23.2496760929403	3.44230024371831
WT_12_3-6	WT	121683	29546	Fibro-KCNJ8	0.497892161489411	Stomach	Fibroblast	-21.2008311639135	4.33631226277672
WT_12_3-7	WT	161848	36349	Epi	0.892248716160008	Stomach	Epithelium	29.727404607305	-7.42054902146356
WT_12_3-8	WT	113442	28133	Fibro-FBLN1	0.764803423649733	Stomach	Fibroblast	15.3732207975901	26.2440142695733
WT_12_4-1	WT	108894	25451	Fibro-ADAM28	0.418666789929687	Stomach	Fibroblast	-27.6465071334928	6.41031329011345
WT_12_4-2	WT	116969	25455	Fibro-ADAM28	0.380388916754555	Stomach	Fibroblast	-25.5632967066044	5.01463359685415
WT_12_4-3	WT	120441	27290	Fibro-FBLN1	0.567163919835678	Stomach	Fibroblast	16.0084419687516	25.4715756848661
WT_12_4-4	WT	139626	29825	Fibro-ADAM28	0.340440593285446	Stomach	Fibroblast	-20.2882408024581	2.16075863860009
WT_12_4-5	WT	120319	27253	SM-Visceral	0.505698860197072	Stomach	Smooth muscle	-18.641859759328	0.591708236458884
WT_12_4-6	WT	106797	25384	Fibro-ADAM28	0.782721382580576	Stomach	Fibroblast	-28.0008946089733	4.58618790128208
WT_12_4-7	WT	134937	30071	Endo	0.989343204976962	Stomach	Endothelium	-38.2301669144503	0.250299445240453
WT_12_4-8	WT	101385	24245	SM-Visceral	0.548027818951115	Stomach	Smooth muscle	-22.4829611152509	7.87988608384588
WT_12_5-1	WT	53880	18163	Fibro-IRF1	0.524600658455614	Stomach	Fibroblast	-13.2214698014124	11.4567172511961
WT_12_5-2	WT	108405	25913	Fibro-ADAM28	0.352591935441893	Stomach	Fibroblast	-23.1513789746835	3.20696160828133
WT_12_5-3	WT	107015	24864	Fibro-ADAM28	0.445050779740382	Stomach	Fibroblast	-23.3615272439561	7.22796425408715
WT_12_5-4	WT	91069	22286	Endo	0.905650469399334	Stomach	Endothelium	-37.7426919686399	3.32105311482404
WT_12_5-5	WT	111166	24391	Fibro-ADAM28	0.405903819547001	Stomach	Fibroblast	-24.7450234056346	3.30154116521944
WT_12_5-6	WT	129822	27539	DC/Macro	0.782560021809413	Stomach	DC/Macrophage	26.155272344328	-15.6175101914698
WT_12_5-7	WT	84747	22220	Fibro-ADAM28	0.41001359326183	Stomach	Fibroblast	-22.2083970578735	7.76119405998874
WT_12_5-8	WT	67101	19776	Fibro-ADAM28	0.388253834008723	Stomach	Fibroblast	-16.4850849757867	10.2536061271396
WT_12_6-1	WT	58235	17846	Fibro-ADAM28	0.515712380601266	Stomach	Fibroblast	-13.5390024727653	11.530276156426
WT_12_6-2	WT	108093	25068	Fibro-VSTM2A	0.3989393841924	Stomach	Fibroblast	-24.787073705622	4.11912405084033
WT_12_6-3	WT	125279	29494	Fibro-FBLN1	0.942715584882028	Stomach	Fibroblast	13.1972799033494	27.1513422972066
WT_12_6-4	WT	130587	30031	Fibro-FBLN1	0.607107208820136	Stomach	Fibroblast	15.044209191977	25.8334263388411
WT_12_6-5	WT	105256	25272	Fibro-ADAM28	0.641690666589766	Stomach	Fibroblast	-18.1780328093218	7.19856270300953
WT_12_6-6	WT	122711	27416	Fibro-VSTM2A	0.483321923053075	Stomach	Fibroblast	-23.3414793985586	4.00193387972897
WT_12_6-7	WT	118447	27227	Fibro-ADAM28	0.513464239312055	Stomach	Fibroblast	-19.1175368820834	7.86256391908077
WT_12_6-8	WT	92057	23920	Fibro-ADAM28	0.396852030358421	Stomach	Fibroblast	-16.5011579422645	9.36077276396897
WT_12_7-1	WT	137923	30615	Endo	0.907736641855343	Stomach	Endothelium	-35.708512091788	-0.371830038314103
WT_12_7-2	WT	105975	26354	Fibro-IRF1	0.321042940923212	Stomach	Fibroblast	-21.0307701249974	0.970880629618414
WT_12_7-3	WT	116763	27498	SM-Visceral	0.452568678091148	Stomach	Smooth muscle	13.8569845329287	27.3113721814981
WT_12_7-4	WT	172382	36895	Epi	0.760344917997763	Stomach	Epithelium	29.5600649424755	-8.00099323191318
WT_12_7-5	WT	59740	19686	Fibro-IRF1	0.392699863815113	Stomach	Fibroblast	-11.7506647298323	11.383466462393
WT_12_7-6	WT	122352	26451	Fibro-ADAM28	0.500284975486875	Stomach	Fibroblast	-22.9734436885832	3.1803089620864
WT_12_7-7	WT	113920	26787	Fibro-FBLN1	0.421332762191422	Stomach	Fibroblast	14.0180506736649	26.5086062223804
WT_12_7-8	WT	140607	32757	Fibro-FBLN1	0.62729285362781	Stomach	Fibroblast	16.976344457206	27.0756951540241
WT_12_8-1	WT	92595	24005	Fibro-IRF1	0.361368030526494	Stomach	Fibroblast	-18.4012395188302	5.67940142518311
WT_12_8-2	WT	108573	25325	Fibro-ADAM28	0.467371351815313	Stomach	Fibroblast	-25.3780257182517	2.32387787459558
WT_12_8-3	WT	90458	22236	Fibro-ADAM28	0.368921716873634	Stomach	Fibroblast	-23.7448411524038	9.26630568718759
WT_12_8-4	WT	91903	24234	T	0.992426117310607	Stomach	T	24.7575611139394	-31.3218125952907
