cell	nGene	nUMI	orig.ident	percent.mito	batch	bigBatch	outer_id	inner_id	bigInner_id	res.1	cluster	tSNE_1	tSNE_2	ABratio	cleanReads	mpRatio	mitoRatio	ERCCratio	avgCor	doublet	filter	ident
SEZC-7_65	6774	79272	.	0.0369991926531436	SEZC-7	SEZC	9	1	1-4	15	15	29.8058680000384	-10.9464334438533	0.99059864442813	8432142	0.9116	0.0369465571953861	0.0224269061785118	0.361497980738715	FALSE	TRUE	Epi-S
SEZC-7_70	4274	22356	.	0.0277777777777778	SEZC-7	SEZC	9	6	5-8	4	4	11.5227164801932	-31.9747234697308	0.949808297593466	2472495	0.9066	0.027687369031165	0.0519594857528201	0.360740795736639	FALSE	TRUE	Ms-A
SEZC-7_71	5527	37769	.	0.0300246233683709	SEZC-7	SEZC	9	7	5-8	6	6	4.14210532543113	15.8976196570116	0.986136632320282	6212404	0.9109	0.0299619530754597	0.0454910376106141	0.376469301260332	FALSE	TRUE	LUM-Ms
SEZC-7_72	3314	22244	.	0.0315590721093329	SEZC-7	SEZC	9	8	5-8	13	13	-25.379450928397	21.6704104937174	0.987893456268408	2179965	0.8984	0.0314572504032981	0.0810664854480316	0.339889904823583	FALSE	TRUE	NC
SEZC-7_75	2800	12014	.	0.0446978525054104	SEZC-7	SEZC	10	3	1-4	4	4	11.9902179160463	-30.4440984827947	0.978968471668491	1331781	0.9055	0.0445828144458281	0.119569460769987	0.340313941721628	FALSE	TRUE	Ms-A
SEZC-7_78	4117	22432	.	0.0618758915834522	SEZC-7	SEZC	10	6	5-8	13	13	-26.2693470240445	20.6250090743159	0.983619571905767	3280248	0.8961	0.061483942414175	0.0762409946767489	0.344577376669346	FALSE	TRUE	NC
SEZC-7_79	2801	10076	.	0.0237197300516078	SEZC-7	SEZC	10	7	5-8	7	7	19.5189792462782	-21.6136299152411	0.955584484604658	1264172	0.9026	0.0236703971476676	0.138702266310241	0.326282768190846	FALSE	TRUE	LUM-3
SEZC-7_81	4459	33403	.	0.0274226865850373	SEZC-7	SEZC	11	1	1-4	1	1	6.50701054212857	8.53687402302347	0.968999324497289	1751177	0.9049	0.0273628868443064	0.0708817362628415	0.366107084776367	FALSE	TRUE	LUM-0
SEZC-7_82	3862	35106	.	0.0299379023528742	SEZC-7	SEZC	11	2	1-4	2	2	-2.71991732540351	18.9913536715133	0.946052451806871	1663659	0.8901	0.029854561981593	0.0760944826095197	0.351468189780607	FALSE	TRUE	LUM-2
SEZC-7_86	1521	7608	.	0.138669821240799	SEZC-7	SEZC	11	6	5-8	8	8	20.8603251609086	3.33775984346051	0.950310785635179	564889	0.8319	0.138215642604481	0.345928180695253	0.281177048958462	FALSE	TRUE	Epi-R
SEZC-7_87	3866	32211	.	0.0525907298748875	SEZC-7	SEZC	11	7	5-8	9	9	-34.9041225125044	-1.28656949539127	0.978170460068359	2273314	0.9063	0.0523146289490751	0.0612328336691126	0.334696671609657	FALSE	TRUE	Neutrophil
SEZC-7_88	3433	33945	.	0.0271321254971277	SEZC-7	SEZC	11	8	5-8	4	4	10.2178663815066	-28.7538018089179	0.983413903300765	1757666	0.9061	0.0271041789287816	0.0973573185095764	0.353274256439611	FALSE	TRUE	Ms-A
SEZC-7_90	2654	8718	.	0.0713466391374168	SEZC-7	SEZC	12	2	1-4	6	6	1.27450298953639	12.9060791000326	0.931511357712731	974161	0.8684	0.0710045662100457	0.140569943005699	0.321474424922828	FALSE	TRUE	LUM-Ms
SEZC-7_95	2636	9123	.	0.0553545982681136	SEZC-7	SEZC	12	7	5-8	14	14	-21.3849962065641	-23.3117757291911	0.96023573217755	820511	0.8971	0.0551972893212373	0.0913702917679007	0.319397400206731	FALSE	TRUE	T
SEZC-8_01	5752	46843	.	0.060798838673868	SEZC-8	SEZC	1	1	1-4	15	15	29.5905258566855	-11.9185084774187	0.989399549751716	5355239	0.9188	0.0606189604529394	0.0219314636167596	0.359092778700382	FALSE	TRUE	Epi-S
SEZC-8_02	1017	4844	.	0.0687448389760529	SEZC-8	SEZC	1	2	1-4	12	12	-25.4613236656589	7.8541277360978	0.914058259453591	703238	0.8486	0.0683076923076923	0.19063174687974	0.236368762406519	FALSE	TRUE	Erythrocyte
SEZC-8_05	3909	16980	.	0.0474087161366313	SEZC-8	SEZC	1	5	5-8	7	7	15.5562937271901	-21.0684366908127	0.983498721818683	2340043	0.9132	0.0472861842105263	0.0385528014680481	0.353826890123763	FALSE	TRUE	LUM-3
SEZC-8_06	3811	16567	.	0.0443653045210358	SEZC-8	SEZC	1	6	5-8	7	7	18.1859222294022	-21.742623926517	0.983619052476017	2019701	0.9024	0.0442424607235298	0.0721016650492507	0.351969589044937	FALSE	TRUE	LUM-3
SEZC-8_07	2663	8948	.	0.078229772016093	SEZC-8	SEZC	1	7	5-8	4	4	10.7856446103278	-28.9362184873918	0.979722911047168	1480388	0.9017	0.0778902859686213	0.116784304606422	0.326462697677784	FALSE	TRUE	Ms-A
SEZC-8_08	3919	19926	.	0.0250426578339857	SEZC-8	SEZC	1	8	5-8	1	1	11.202769402903	8.09474608664238	0.99053941155732	2899696	0.9158	0.0250012525677639	0.053478502679026	0.36621110052198	FALSE	TRUE	LUM-0
SEZC-8_09	1775	14716	.	0.0433541723294373	SEZC-8	SEZC	2	1	1-4	12	12	-25.1227516474484	8.17035920075184	0.948849676449748	1477562	0.89	0.0432220039292731	0.0661398856793744	0.278087402898921	FALSE	TRUE	Erythrocyte
SEZC-8_14	5164	31309	.	0.0650292248235332	SEZC-8	SEZC	2	6	5-8	11	11	17.8162534067299	25.6607182350124	0.987596345512538	3833849	0.9141	0.0648965671118478	0.0847509831699766	0.357658261156022	FALSE	TRUE	PECAM1
SEZC-8_15	3471	15722	.	0.0498028240681847	SEZC-8	SEZC	2	7	5-8	4	4	8.90275677163068	-32.191565463289	0.980880050389694	2295423	0.9135	0.0497111294520983	0.0568534633515465	0.345407722296865	FALSE	TRUE	Ms-A
SEZC-8_17	4152	17548	.	0.0527695463870527	SEZC-8	SEZC	3	1	1-4	7	7	17.6495875783316	-23.9074492377761	0.955507446929925	2139412	0.9101	0.052640554829174	0.0718678696005665	0.357773327455917	FALSE	TRUE	LUM-3
SEZC-8_18	2669	8120	.	0.0552955665024631	SEZC-8	SEZC	3	2	1-4	14	14	-22.0120494629702	-22.3465128888438	0.934221176385787	1403954	0.9009	0.0549840803330884	0.136386391755526	0.308256237353542	FALSE	TRUE	T
SEZC-8_21	2823	8130	.	0.0435424354243542	SEZC-8	SEZC	3	5	5-8	0	0	7.11519612529324	6.1883947952149	0.966816670633737	1268695	0.8979	0.0434302539565697	0.0889107138417166	0.331813886650413	FALSE	TRUE	LUM-1
SEZC-8_22	5769	43986	.	0.0781157641067612	SEZC-8	SEZC	3	6	5-8	3	3	-26.7640026544265	-18.3991800249718	0.983939851595457	5026896	0.9098	0.0778838089625315	0.0306899866343115	0.358567549547366	FALSE	TRUE	T
SEZC-8_23	4633	21780	.	0.0452708907254362	SEZC-8	SEZC	3	7	5-8	7	7	14.629582260456	-22.6132465449535	0.981878279717326	2655428	0.8998	0.0448018902217375	0.0678202710456783	0.34332006468794	FALSE	TRUE	LUM-3
SEZC-8_24	4342	19567	.	0.0308171922113763	SEZC-8	SEZC	3	8	5-8	6	6	5.99239279810422	15.1939374835888	0.988549957689624	2534443	0.9127	0.0307543224358647	0.0553763371737805	0.371019150778418	FALSE	TRUE	LUM-Ms
SEZC-8_25	4478	18451	.	0.0345780716492331	SEZC-8	SEZC	4	1	1-4	6	6	3.53047895114936	16.5203116433803	0.967501775635914	2416109	0.9098	0.034471579857359	0.0526079538047684	0.36560658827909	FALSE	TRUE	LUM-Ms
SEZC-8_26	3367	12106	.	0.0509664629109532	SEZC-8	SEZC	4	2	1-4	1	1	12.4272557485614	11.6183788780363	0.945908024139473	1919864	0.8994	0.0508237232289951	0.0863965212005725	0.348527893240328	FALSE	TRUE	LUM-0
SEZC-8_27	3487	12700	.	0.0281889763779528	SEZC-8	SEZC	4	3	1-4	1	1	12.5559974249427	11.9953476749571	0.982574799811087	1165061	0.9174	0.0281269641734758	0.0648870424161976	0.352741705632573	FALSE	TRUE	LUM-0
SEZC-8_29	2671	8254	.	0.0620305306518052	SEZC-8	SEZC	4	5	5-8	7	7	18.4499166032365	-20.2015218465217	0.970117813923402	1307992	0.9009	0.0618282816085014	0.106638269157775	0.314215395130974	FALSE	TRUE	LUM-3
SEZC-8_32	4019	19051	.	0.0306545588158102	SEZC-8	SEZC	4	8	5-8	1	1	11.3009369197758	10.4289324415577	0.989194560991239	2154223	0.9081	0.0305647145025383	0.07312706599395	0.366233229022544	FALSE	TRUE	LUM-0
SEZC-8_33	3312	15853	.	0.0775247587207469	SEZC-8	SEZC	5	1	1-4	4	4	7.23995275540097	-31.5807315536848	0.953964418725258	1572167	0.8974	0.077290736431671	0.113904882413279	0.334790381181987	FALSE	TRUE	Ms-A
SEZC-8_35	4406	18535	.	0.029673590504451	SEZC-8	SEZC	5	3	1-4	6	6	4.55607068877002	15.9365928121575	0.980758307611696	1541328	0.9164	0.0295905740571367	0.0480605250704628	0.362520274395584	FALSE	TRUE	LUM-Ms
SEZC-8_38	4220	26611	.	0.0465221149148848	SEZC-8	SEZC	5	6	5-8	7	7	15.4911818856804	-21.5450849766488	0.988001773393356	2533299	0.9078	0.0464383510259199	0.0510843673838792	0.359002759658257	FALSE	TRUE	LUM-3
SEZC-8_42	1187	18825	.	0.00711819389110226	SEZC-8	SEZC	6	2	1-4	12	12	-20.7346165237149	9.43493922436387	0.90174359061801	1085679	0.8647	0.00711592586692157	0.181453917830722	0.278220828589564	FALSE	TRUE	Erythrocyte
SEZC-8_43	4163	26407	.	0.0141629113492635	SEZC-8	SEZC	6	3	1-4	7	7	15.1088046401255	-20.6293047170012	0.97955565378195	1249523	0.9094	0.0141244004682956	0.0508976625776834	0.355009870043031	FALSE	TRUE	LUM-3
SEZC-8_46	4622	38203	.	0.0229301363767243	SEZC-8	SEZC	6	6	5-8	1	1	0.412451242696892	4.77268532283236	0.980321109980355	2582119	0.9088	0.0228404557661721	0.0448327983997015	0.363605597089128	FALSE	TRUE	LUM-0
SEZC-8_48	3817	31151	.	0.0270938332637797	SEZC-8	SEZC	6	8	5-8	4	4	12.3128134445759	-28.7955722566915	0.986178031944173	1582689	0.9184	0.0270339525944907	0.0661315313401481	0.35717655450291	FALSE	TRUE	Ms-A
SEZC-8_50	4260	25624	.	0.0573290665001561	SEZC-8	SEZC	7	2	1-4	11	11	19.7579583617818	27.791414054337	0.974084080308378	3280484	0.8985	0.0570928876797513	0.0494840020662062	0.3441403592461	FALSE	TRUE	PECAM1
SEZC-8_51	3554	13039	.	0.023621443362221	SEZC-8	SEZC	7	3	1-4	1	1	4.97733272305372	5.87904000855768	0.979003967923534	1196453	0.913	0.0235402017731581	0.0794680807300686	0.341093684604964	FALSE	TRUE	LUM-0
SEZC-8_53	4741	28008	.	0.0228506141102542	SEZC-8	SEZC	7	5	5-8	7	7	17.1606024572515	-22.7691574478249	0.983446594436276	3084353	0.9147	0.0227887765275602	0.0449979575667355	0.366652468854973	FALSE	TRUE	LUM-3
SEZC-8_54	1048	9925	.	0.0281108312342569	SEZC-8	SEZC	7	6	5-8	12	12	-22.8668825444506	8.85550960701948	0.98371055788108	1155716	0.8737	0.0280966767371601	0.135058942503268	0.260783926269076	FALSE	TRUE	Erythrocyte
SEZC-8_55	4069	17355	.	0.027945836934601	SEZC-8	SEZC	7	7	5-8	6	6	7.3054270214946	10.8273102181902	0.985613174706005	2808026	0.9102	0.0278176082592486	0.061952614672908	0.34801774431476	FALSE	TRUE	LUM-Ms
SEZC-8_56	4074	21015	.	0.0338329764453961	SEZC-8	SEZC	7	8	5-8	2	2	1.14152216212829	26.5273282917361	0.984489078121246	2035496	0.916	0.0337654936600655	0.0401235011719464	0.361131189596867	FALSE	TRUE	LUM-2
SEZC-8_57	3818	30518	.	0.0450226096074448	SEZC-8	SEZC	8	1	1-4	7	7	18.1967155423867	-23.7880613373318	0.967150501911637	1558467	0.8972	0.0449607329842932	0.0691851465932419	0.351419745263985	FALSE	TRUE	LUM-3
SEZC-8_58	2238	14395	.	0.114692601597777	SEZC-8	SEZC	8	2	1-4	13	13	-28.4408965426278	20.6088453325847	0.938276430218502	1229601	0.8552	0.11367391903057	0.210056976358976	0.30058075142485	FALSE	TRUE	NC
SEZC-8_61	3747	37793	.	0.0313814727595057	SEZC-8	SEZC	8	5	5-8	0	0	-10.6341934526027	2.02276904225249	0.981605917727773	2007333	0.9086	0.0313110512698664	0.0928598957672049	0.348940310081764	FALSE	TRUE	LUM-1
SEZC-8_63	4539	47712	.	0.0302858819584172	SEZC-8	SEZC	8	7	5-8	4	4	9.32330237761943	-31.3646621790794	0.986698696464261	3331114	0.9208	0.0302484771095434	0.0590797248827884	0.362560030553168	FALSE	TRUE	Ms-A
SEZC-8_64	4207	33969	.	0.0359445376666961	SEZC-8	SEZC	8	8	5-8	7	7	14.7368972079148	-21.8264299434834	0.986832519161122	1167450	0.9036	0.0358906525573192	0.0379703653337726	0.369024287736982	FALSE	TRUE	LUM-3
SEZC-8_66	3351	18316	.	0.0356518890587465	SEZC-8	SEZC	9	2	1-4	3	3	-25.0671320658643	-19.2709172364585	0.958704878547297	2444962	0.91	0.0355645117368335	0.0970374007692937	0.324874739694529	FALSE	TRUE	T
SEZC-8_69	4975	27555	.	0.0537470513518418	SEZC-8	SEZC	9	5	5-8	8	8	22.1856076982962	-3.15990462850725	0.985920827314168	3953596	0.9117	0.0533174928898009	0.0443342274798623	0.340578173612279	FALSE	TRUE	Epi-R
SEZC-8_70	3583	17873	.	0.0397247244446931	SEZC-8	SEZC	9	6	5-8	4	4	12.740874730609	-28.6136784611828	0.984623621112409	2215505	0.9094	0.03964265773311	0.0577326286293315	0.358776026264015	FALSE	TRUE	Ms-A
SEZC-8_71	3963	17493	.	0.0563082375807466	SEZC-8	SEZC	9	7	5-8	13	13	-26.5533421370009	20.5567722206846	0.97291993850091	2360534	0.9129	0.0560582778441751	0.0712885972565062	0.340226245558968	FALSE	TRUE	NC
SEZC-8_72	3858	18894	.	0.0496983169260083	SEZC-8	SEZC	9	8	5-8	7	7	15.3209130215574	-21.1646644896298	0.985665676248808	1848089	0.91	0.0495671452702703	0.0729287862936999	0.352800721537158	FALSE	TRUE	LUM-3
SEZC-8_75	3212	11883	.	0.0345030716149121	SEZC-8	SEZC	10	3	1-4	6	6	5.67490016406745	13.9488003662984	0.979853998474892	958751	0.9019	0.0344161840006715	0.0932279592033242	0.345886251684901	FALSE	TRUE	LUM-Ms
SEZC-8_77	4136	21547	.	0.028170975077737	SEZC-8	SEZC	10	5	5-8	4	4	9.89750257792954	-30.5989478132258	0.984670395315498	2513412	0.9101	0.0281070568623819	0.0620888201918271	0.354333254328935	FALSE	TRUE	Ms-A
SEZC-8_78	4565	29679	.	0.0261127396475622	SEZC-8	SEZC	10	6	5-8	1	1	12.3328990225836	-1.15144456379583	0.9823965467926	2959540	0.9105	0.0260653146335721	0.0497913076524896	0.3629945459733	FALSE	TRUE	LUM-0
SEZC-8_80	4714	27081	.	0.0310549831985525	SEZC-8	SEZC	10	8	5-8	7	7	16.7345743428029	-22.0730223094285	0.986814586143336	2341376	0.9131	0.0310034653100347	0.0443124201420399	0.372007529378372	FALSE	TRUE	LUM-3
SEZC-8_82	4181	47902	.	0.0474510458853493	SEZC-8	SEZC	11	2	1-4	4	4	5.73837234286775	-28.505492082194	0.951428020865462	1947098	0.8978	0.0473906969956008	0.0760990311126477	0.356474304307791	FALSE	TRUE	Ms-A
SEZC-8_83	3244	20088	.	0.0775587415372362	SEZC-8	SEZC	11	3	1-4	4	4	10.3966144269059	-29.9107686652231	0.968020878866576	947926	0.9056	0.0773508092542945	0.066630897336763	0.342366149703454	FALSE	TRUE	Ms-A
SEZC-8_86	4437	41758	.	0.023037501796063	SEZC-8	SEZC	11	6	5-8	1	1	12.265269739056	8.58521627533467	0.980192701810987	2060784	0.9138	0.0230121519471821	0.0430610847928315	0.371354728348443	FALSE	TRUE	LUM-0
SEZC-8_87	4428	45346	.	0.053521810082477	SEZC-8	SEZC	11	7	5-8	4	4	2.84901916370149	-34.5910873324934	0.980844649741879	2691112	0.9116	0.0534404932291093	0.0532390198817522	0.358853188736083	FALSE	TRUE	Ms-A
SEZC-8_88	4373	40345	.	0.0201016234973355	SEZC-8	SEZC	11	8	5-8	6	6	5.38707266167326	15.7840121686312	0.988026919607901	1980407	0.9087	0.0200722700722701	0.0478020338360535	0.370198417737017	FALSE	TRUE	LUM-Ms
SEZC-8_90	5748	46935	.	0.0656013635879408	SEZC-8	SEZC	12	2	1-4	15	15	28.853464967251	-11.3679803285171	0.980095042927287	3122131	0.8985	0.0654396293383775	0.0231507652071015	0.356396373605044	FALSE	TRUE	Epi-S
SEZC-8_91	4778	27208	.	0.0606806821523081	SEZC-8	SEZC	12	3	1-4	15	15	28.7300927551535	-11.552960294967	0.979564397749995	1186250	0.9069	0.0605738186087467	0.0308113124140032	0.355906254709375	FALSE	TRUE	Epi-S
SEZC-8_93	2538	8451	.	0.022719204827831	SEZC-8	SEZC	12	5	5-8	1	1	10.8784642289724	9.79331660419552	0.958209664810174	654360	0.8967	0.0226655648683745	0.114626588025779	0.339635227285708	FALSE	TRUE	LUM-0
SEZC-8_94	4447	21488	.	0.0318782576321668	SEZC-8	SEZC	12	6	5-8	7	7	16.6537956463533	-21.9018235391553	0.984503487734148	1444283	0.9041	0.0318027763591624	0.0602398056477104	0.36516451195465	FALSE	TRUE	LUM-3
SEZC-8_95	3759	18785	.	0.0366782006920415	SEZC-8	SEZC	12	7	5-8	7	7	18.0631669200286	-21.7323436383792	0.987978055687299	1628649	0.9106	0.0366002656042497	0.0459759648865439	0.350446962185974	FALSE	TRUE	LUM-3
SEZC-9_01	3300	10007	.	0.0658539022684121	SEZC-9	SEZC	1	1	1-4	6	6	1.40069195275185	16.9139538311426	0.961815932521087	1459749	0.8991	0.0656243776140211	0.114191181680921	0.338000370656437	FALSE	TRUE	LUM-Ms
SEZC-9_02	6155	54594	.	0.0667472616038392	SEZC-9	SEZC	1	2	1-4	15	15	29.4746315308277	-11.8019813792968	0.984629754749915	6819176	0.9132	0.0666020872553141	0.0359487681096334	0.359916509954931	FALSE	TRUE	Epi-S
SEZC-9_03	3641	13179	.	0.0311859776917824	SEZC-9	SEZC	1	3	1-4	2	2	1.67669744127689	26.8596793819133	0.981004242569697	1163668	0.9092	0.03111279333838	0.0636387693582162	0.355174402494038	FALSE	TRUE	LUM-2
SEZC-9_05	3842	17029	.	0.0206706207058547	SEZC-9	SEZC	1	5	5-8	1	1	10.6989669004616	6.69651767652871	0.985846059070948	2236403	0.9087	0.0206088992974239	0.0416608823611073	0.361419423076307	FALSE	TRUE	LUM-0
SEZC-9_06	3946	17562	.	0.0237444482405193	SEZC-9	SEZC	1	6	5-8	1	1	11.0457243979218	8.98130646147099	0.98665281341155	2424723	0.9107	0.0236864527122976	0.078271161518992	0.361692975024654	FALSE	TRUE	LUM-0
SEZC-9_07	4031	15925	.	0.0431397174254317	SEZC-9	SEZC	1	7	5-8	10	10	-3.64284170951037	35.8725031534293	0.98867514672611	3445306	0.9154	0.0429482370592648	0.0879651626163851	0.344784749790019	FALSE	TRUE	PDGFRA
SEZC-9_08	3502	14585	.	0.0344189235515941	SEZC-9	SEZC	1	8	5-8	1	1	4.60769214360664	1.88165170711583	0.98327671858217	1668142	0.9117	0.0343247863247863	0.0569502366191439	0.347615036196293	FALSE	TRUE	LUM-0
SEZC-9_10	2853	11061	.	0.0925775246361089	SEZC-9	SEZC	2	2	1-4	9	9	-33.6607916314364	-1.5756034550767	0.951667421533015	1766444	0.8795	0.0919375112228407	0.120215512642697	0.318352124220289	FALSE	TRUE	Neutrophil
SEZC-9_11	2359	7110	.	0.0547116736990155	SEZC-9	SEZC	2	3	1-4	13	13	-26.2990101254061	20.817703652176	0.968136609005945	667578	0.9038	0.0545429052159282	0.12552029928036	0.318199003689315	FALSE	TRUE	NC
SEZC-9_14	4221	26949	.	0.0599651192994174	SEZC-9	SEZC	2	6	5-8	9	9	-42.1032472039802	2.54155495835458	0.985360356049615	3496190	0.8991	0.0596464031299598	0.0403215045126894	0.323932625893439	FALSE	TRUE	Neutrophil
SEZC-9_15	3768	16391	.	0.0380086632908303	SEZC-9	SEZC	2	7	5-8	6	6	5.15711990936536	17.5202204551321	0.987770706804239	2264554	0.9049	0.0379438455447957	0.0715178047302861	0.348172349823701	FALSE	TRUE	LUM-Ms
SEZC-9_16	3061	12493	.	0.0570719602977667	SEZC-9	SEZC	2	8	5-8	13	13	-26.3732270232948	19.9557319099534	0.978625798967524	1200055	0.9051	0.0568172762769942	0.0807025973096303	0.327458373932103	FALSE	TRUE	NC
SEZC-9_17	4529	19396	.	0.0335120643431635	SEZC-9	SEZC	3	1	1-4	6	6	4.25418646346684	14.0903903936024	0.974080302231445	2615950	0.914	0.0334740961994026	0.104888144874048	0.370438048183273	FALSE	TRUE	LUM-Ms
SEZC-9_18	3756	14562	.	0.0320697706359017	SEZC-9	SEZC	3	2	1-4	7	7	14.7716288759884	-24.9403513996903	0.952232060221646	2196976	0.895	0.031973161714364	0.0619237185469274	0.35301553778455	FALSE	TRUE	LUM-3
SEZC-9_21	3219	11813	.	0.0380936256666385	SEZC-9	SEZC	3	5	5-8	13	13	-25.4515135706393	20.7552139610444	0.98015296020507	1752928	0.9138	0.0380067567567568	0.106918891422099	0.340666590027912	FALSE	TRUE	NC
SEZC-9_23	4184	16770	.	0.0259391771019678	SEZC-9	SEZC	3	7	5-8	1	1	7.72087374263432	10.4562864369554	0.98416946971855	2913220	0.9097	0.0258420958830868	0.0508842524970965	0.358025936002913	FALSE	TRUE	LUM-0
SEZC-9_24	4070	19013	.	0.0551201809288382	SEZC-9	SEZC	3	8	5-8	11	11	19.6929910889683	28.4235052468889	0.989316929086199	2211739	0.9119	0.0549727234578263	0.0580174836905645	0.352206882786289	FALSE	TRUE	PECAM1
SEZC-9_25	3754	16469	.	0.0281134252231465	SEZC-9	SEZC	4	1	1-4	1	1	11.4778167318083	8.56283559388757	0.960349299423662	1900476	0.899	0.0280589055208775	0.0819030305780389	0.364677097385323	FALSE	TRUE	LUM-0
SEZC-9_26	3425	14289	.	0.0335222898733291	SEZC-9	SEZC	4	2	1-4	2	2	12.1317260798462	12.0493978015003	0.955210696224345	2184389	0.9091	0.0334077277165574	0.0990962698874692	0.354232857067727	FALSE	TRUE	LUM-2
SEZC-9_27	3196	11941	.	0.0277196214722385	SEZC-9	SEZC	4	3	1-4	4	4	10.7821292149981	-28.0420431547176	0.982790090479712	1115779	0.9062	0.0276686449887152	0.0576690997161905	0.345218771967396	FALSE	TRUE	Ms-A
SEZC-9_29	3066	15147	.	0.0396118043176867	SEZC-9	SEZC	4	5	5-8	9	9	-42.4781907975084	1.81729894157632	0.975350078494367	2405633	0.9018	0.0394892720810846	0.0469247841322428	0.308843941437553	FALSE	TRUE	Neutrophil
SEZC-9_30	3914	18708	.	0.034851400470387	SEZC-9	SEZC	4	6	5-8	4	4	10.730342134943	-31.8552452657402	0.979648745031019	2354831	0.9156	0.0347622094263169	0.0645705085708874	0.35494106911846	FALSE	TRUE	Ms-A
SEZC-9_31	3006	13452	.	0.044157002676182	SEZC-9	SEZC	4	7	5-8	4	4	12.0678576331116	-28.4524426035419	0.97640585185245	2035600	0.9059	0.0440456769983687	0.109951229085773	0.333366456383093	FALSE	TRUE	Ms-A
SEZC-9_32	3144	12330	.	0.0437145174371452	SEZC-9	SEZC	4	8	5-8	4	4	12.1550976370085	-29.4401503129126	0.983138043571722	1473757	0.8995	0.0435766836445954	0.0677662155537768	0.338245887921062	FALSE	TRUE	Ms-A
SEZC-9_34	2443	9153	.	0.062383917841145	SEZC-9	SEZC	5	2	1-4	14	14	-21.2663648208922	-23.5937557503334	0.932130111989004	1185785	0.8931	0.0621057211224712	0.109425176275345	0.3047274777558	FALSE	TRUE	T
SEZC-9_35	3322	12710	.	0.0353265145554681	SEZC-9	SEZC	5	3	1-4	1	1	4.45823472378328	2.52824842091629	0.97804833701642	1131885	0.9171	0.035257165292501	0.0898899846732842	0.345125098154627	FALSE	TRUE	LUM-0
SEZC-9_37	2582	9155	.	0.107154560349536	SEZC-9	SEZC	5	5	5-8	13	13	-27.9347433043291	19.7317973031628	0.967360699126276	1197683	0.8914	0.106479973949853	0.0793149588480179	0.303538134443878	FALSE	TRUE	NC
SEZC-9_39	3616	22509	.	0.0343418188280243	SEZC-9	SEZC	5	7	5-8	4	4	9.52206010707973	-28.890849508778	0.983772587073238	2599793	0.9132	0.0342885024840312	0.0530494504647384	0.351981315461803	FALSE	TRUE	Ms-A
SEZC-9_40	3577	17504	.	0.0364488117001828	SEZC-9	SEZC	5	8	5-8	1	1	8.97898307764847	5.35896601081792	0.978946591764874	1759485	0.8986	0.0363594916509945	0.0657199420915588	0.348849562771171	FALSE	TRUE	LUM-0
SEZC-9_43	3501	21720	.	0.0167127071823204	SEZC-9	SEZC	6	3	1-4	1	1	11.4677047925691	9.86895257501872	0.973637885162934	1091538	0.9167	0.0166766205724262	0.0728847501337126	0.356026516049489	FALSE	TRUE	LUM-0
SEZC-9_45	3888	47628	.	0.0418871252204586	SEZC-9	SEZC	6	5	5-8	14	14	-19.8785877321527	-25.6205924163879	0.977139459967372	2451542	0.9101	0.0417696076378711	0.056990147251479	0.34351986068738	FALSE	TRUE	T
SEZC-9_48	3839	35427	.	0.0323199819346826	SEZC-9	SEZC	6	8	5-8	4	4	9.10000911837766	-28.5341068154865	0.986378910239913	1680976	0.9154	0.0322899041173153	0.072253898756882	0.35530984749966	FALSE	TRUE	Ms-A
SEZC-9_49	3554	18963	.	0.0516795865633075	SEZC-9	SEZC	7	1	1-4	3	3	-26.4343061210129	-7.67651444639421	0.958995004043223	2139031	0.9038	0.0515545268030933	0.049654056803575	0.332648051127963	FALSE	TRUE	T
SEZC-9_50	2369	9485	.	0.128940432261465	SEZC-9	SEZC	7	2	1-4	11	11	20.6512833980322	27.1301361510402	0.93789017418513	1498591	0.8769	0.128318119819536	0.213293314428382	0.304271388544684	FALSE	TRUE	PECAM1
SEZC-9_54	3353	19262	.	0.0449070709168311	SEZC-9	SEZC	7	6	5-8	1	1	12.2799675265838	-1.18669264356988	0.987201491690757	2153535	0.9052	0.0448186528497409	0.0714477363802036	0.352940529948464	FALSE	TRUE	LUM-0
SEZC-9_57	4557	49844	.	0.023693925046144	SEZC-9	SEZC	8	1	1-4	7	7	14.2466870700142	-20.6476639354453	0.965177644561771	2188312	0.9046	0.0236493251632024	0.0590283919034482	0.369287050134497	FALSE	TRUE	LUM-3
SEZC-9_58	3171	36613	.	0.0285690874825882	SEZC-9	SEZC	8	2	1-4	7	7	17.358468492494	-21.481616315241	0.938857853087011	1372641	0.885	0.0285456976775919	0.0807234271281453	0.34785673293905	FALSE	TRUE	LUM-3
SEZC-9_61	4386	59983	.	0.0173715886167748	SEZC-9	SEZC	8	5	5-8	0	0	3.8472012115525	-2.52875128649045	0.988162162468233	2437242	0.9126	0.0173591443707727	0.0554926102568535	0.365945334550655	FALSE	TRUE	LUM-1
SEZC-9_62	4129	29694	.	0.0385263016097528	SEZC-9	SEZC	8	6	5-8	6	6	-4.13772201654429	14.962449953753	0.980105576470843	2046234	0.9077	0.0383738092043472	0.0731102850061958	0.345860153637437	FALSE	TRUE	LUM-Ms
SEZC-9_63	3773	33933	.	0.016503109067869	SEZC-9	SEZC	8	7	5-8	4	4	11.3799314674027	-28.4635423128371	0.971458645197967	1956309	0.9141	0.0164831930299641	0.0834964506720243	0.35651301116677	FALSE	TRUE	Ms-A
