cluster	db	category	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
MD66	TF	binding	ZNF501	ZNF501	17/144	2152/56227	3.95804976941019e-05	0.000546210868178606	0.000446727254676121	MAFB/YBX3/NFKBIA/EIF5/UAP1/CSRNP1/PPP1R15B/ING1/LBH/TRA2B/POLG2/SRSF7/JUND/ADAMTS1/HSPE1/JUNB/SOCS3	17
MD66	TF	binding	DEAF1	DEAF1	31/144	5691/56227	4.06214696619509e-05	0.000552276980625752	0.000451688521318629	YBX3/HNRNPA2B1/KLF10/TUBA1B/CDKN2AIP/SERTAD1/UBB/GEM/H2AFZ/KLF2/UBE2S/ARL6IP1/SIRT1/TCP1/SNHG12/LBH/SAT1/SRSF7/ADAMTS1/BTG2/IRF1/IER5/PLK2/JUNB/KLF4/HSPH1/HSP90AA1/JUN/EGR1/FOS/FOSB	31
MD66	TF	binding	CREB3L4	CREB3L4	25/144	4083/56227	4.09847458895501e-05	0.000552276980625752	0.000451688521318629	ID3/TUBB2A/NFKBIA/PNRC1/UBB/GEM/MAFF/MLF1/DDX3X/UBE2S/MYC/SIRT1/MORF4L2/TRA2B/CCNL1/RBBP6/JUND/BAG3/H3F3B/PPP1R15A/EIF1/DUSP1/BRD2/HSPH1/FOSB	25
MD66	TF	binding	VEZF1	VEZF1	32/144	5976/56227	4.13540734284984e-05	0.000552276980625752	0.000451688521318629	CTD-3252C9.4/EGLN3/ID3/HNRNPA2B1/KLF10/TUBB2A/UBBP4/NUFIP2/H2AFZ/MAFF/CSRNP1/MLF1/ID2/KLF2/UBE2S/MYC/ING1/KLHL15/PPP1R10/C6orf62/JUND/HEXIM1/EGR3/IRF1/JUNB/KLF4/BRD2/TUBB4B/HSP90AA1/JUN/EGR1/DNAJA1	32
MD66	TF	binding	ATF1	ATF1	17/144	2228/56227	6.06618767604339e-05	0.000793074220383778	0.000648628377549237	ERO1B/SKP1/TUBB2A/GEM/NOLC1/MAFF/MLF1/UBE2S/KLHL15/CCNL1/CYR61/JUNB/EIF1/DUSP1/HSPH1/FOSB/MCL1	17
MD66	TF	binding	ZBTB7A	ZBTB7A	37/144	7564/56227	6.31863933853322e-05	0.000814109355428818	0.000665832297642859	ANKRD42/ID3/SFPQ/CKS2/SPTY2D1/CDKN2AIP/GLUL/SAP18/SERTAD1/PHLDA1/GEM/SEMA4A/ARL5B/ING1/KLHL15/TCP1/PPP1R10/AMD1/SAT1/POLG2/CCNL1/ADAMTS1/EGR3/ATF4/HSPD1/IRF1/PLK2/JUNB/HSP90AB1/DDX5/KLF4/BRD2/IER2/ZFP36/JUN/EGR1/DNAJA1	37
MD66	TF	binding	ZNF660	ZNF660	35/144	6997/56227	6.75643480912572e-05	0.000856274697238177	0.000700317893749336	EFNB2/NFIL3/TUBA1A/CKS2/TUBA1C/NFKBIA/SERTAD1/GEM/EIF5/H2AFZ/TFRC/UAP1/CSRNP1/KLHL15/SLC2A3/ERRFI1/ADM/CALM1/C6orf62/SRSF7/JUND/BTG1/ADAMTS1/EGR3/HSPD1/JUNB/EIF1/DDX5/BRD2/SOCS3/IER2/HSP90AA1/EGR1/FOS/FOSB	35
MD66	TF	binding	ZNF320	ZNF320	78/144	21470/56227	7.05710327273714e-05	0.000885345683307023	0.00072409406254028	RNF103/CTD-3252C9.4/SKP1/MAFB/FAM53C/EFNB2/EGLN3/ID3/ARRDC3/HNRNPA2B1/KLF10/TUBB2A/TUBA1B/CKS2/IVNS1ABP/CDKN2AIP/GLUL/TSC22D1/NFKBIA/SERTAD1/PNRC1/GEM/EIF5/SEMA4A/MAFF/MLF1/PPP1R15B/ID2/SNAI1/DDX3X/GTF2B/ING1/ARL6IP1/KLHL15/SLC2A3/MYLIP/MEX3C/SIRT1/CDKN1A/ERRFI1/AMD1/LBH/TRA2B/IFRD1/INTS6/CCNL1/PCF11/CALM1/SRSF7/SRSF3/JUND/GADD45B/RHOB/HEXIM1/EGR3/BAG3/ATF4/HSPD1/HSPE1/DUSP5/H3F3B/CYR61/JUNB/HSP90AB1/UBC/HSPA1A/HSPA1B/KLF4/BRD2/TUBB4B/NFKBIZ/SOCS3/IER2/ZFP36/HSP90AA1/EGR1/FOS/FOSB	78
MD66	TF	binding	ZNF267	ZNF267	30/144	5653/56227	8.94520974123346e-05	0.00108921083319725	0.000890828421082589	ANKRD42/YBX3/SFPQ/KLF10/SAP18/TSC22D1/UBBP4/GEM/EIF5/KLF2/KLHL15/SIRT1/SAT1/CALM1/BTG1/GADD45B/ADAMTS1/RHOB/HEXIM1/BAG3/DUSP5/BTG2/JUNB/TUBB4B/NFKBIZ/DNAJB1/SOCS3/IER2/JUN/FOSB	30
MD66	TF	binding	ZNF239	ZNF239	21/144	3279/56227	9.8120572380147e-05	0.00118316263005964	0.000967668393938088	RNF103/EFNB2/HNRNPA2B1/FUS/TUBB2A/TUBA1B/CDKN2AIP/NUFIP2/TFRC/ING1/NXF1/SIRT1/LBH/TRA2B/PCF11/IRF1/HSPA1B/SOCS3/ZFP36/JUN/FOSB	21
MD66	TF	binding	ZNF773	ZNF773	28/144	5128/56227	9.94190876673716e-05	0.00118729333541226	0.000971046757075037	ANKRD42/MAFB/SFPQ/KLF10/CKS2/PNRC1/EIF5/UAP1/PPP1R15B/ING1/SNHG12/EIF4A2/JUND/BTG1/GADD45B/RHOB/HEXIM1/EGR3/PLK2/JUNB/HSP90AB1/HSPA1A/HSPA1B/KLF4/SOCS3/HSP90AA1/EGR1/DNAJA1	28
MD66	TF	binding	GLI3	GLI3	38/144	8055/56227	0.000106135976660737	0.00124635823999783	0.00101935392965328	FAM53C/DDX3Y/TUBB2A/SPTY2D1/PNRC1/C11orf96/MAFF/CSRNP1/CHORDC1/SNAI1/ARL5B/SNHG5/KLF2/NXF1/MEX3C/AMD1/CALM1/C6orf62/EIF4A2/JUND/GADD45B/RHOB/HEXIM1/EGR3/BTG2/IRF1/IER5/H3F3B/CYR61/DUSP1/DDX5/BRD2/TUBB4B/IER2/JUN/EGR1/FOS/MCL1	38
MD66	TF	binding	GLI2	GLI2	38/144	8057/56227	0.00010669689518388	0.00124635823999783	0.00101935392965328	FAM53C/DDX3Y/TUBB2A/SPTY2D1/TSC22D1/PNRC1/C11orf96/MAFF/CSRNP1/CHORDC1/ARL5B/SNHG5/KLF2/NXF1/MEX3C/CALM1/C6orf62/EIF4A2/JUND/GADD45B/RHOB/HEXIM1/EGR3/BTG2/IRF1/IER5/H3F3B/CYR61/EIF1/DUSP1/DDX5/HSPA8/BRD2/TUBB4B/JUN/EGR1/FOS/MCL1	38
MD66	TF	binding	ATF3	ATF3	14/144	1671/56227	0.000107375468341198	0.00124635823999783	0.00101935392965328	TUBB2A/GEM/MAFF/MLF1/UBE2S/SAT1/CCNL1/RND3/RBBP6/PPP1R15A/EIF1/DUSP1/HSPH1/FOSB	14
MD66	TF	binding	KLF10	KLF10	59/144	14886/56227	0.000108746294086919	0.00125058238199957	0.0010228087114413	ERO1B/CTD-3252C9.4/SKP1/ZNF844/SFPQ/FUS/KLF10/TUBA1A/CKS2/TUBA1C/IVNS1ABP/SPTY2D1/TSC22D1/NFKBIA/RGS2/PNRC1/EIF5/NUFIP2/TFRC/NOLC1/MAFF/ID2/SNAI1/SNHG5/KLF2/UBE2S/ING1/MYLIP/MORF4L2/ADM/LBH/TRA2B/PCF11/CALM1/HERPUD1/RBBP6/JUND/SRSF5/GADD45B/HEXIM1/EGR3/BAG3/HSPD1/DUSP5/BTG2/IRF1/CYR61/PPP1R15A/HSP90AB1/EIF1/HSPA1B/KLF4/TUBB4B/DNAJB1/SOCS3/IER2/ZFP36/FOS/FOSB	59
MD66	TF	binding	RBAK	RBAK	26/144	4671/56227	0.000135365751452583	0.00152840239367371	0.00125002823111716	CTD-3252C9.4/TMEM2/EGLN3/ID3/SAP18/PNRC1/UBB/SEMA4A/CSRNP1/ARL6IP1/KLHL15/SLC2A3/PPP1R10/TRA2B/CCNL1/CALM1/RND3/C6orf62/SRSF3/ATF3/ADAMTS1/HSPD1/HSPE1/H3F3B/HSPA8/FOSB	26
MD66	TF	binding	KLF13	KLF13	25/144	4420/56227	0.000144996244723745	0.00162239041393595	0.00132689782985693	ERO1B/YBX3/ID3/CKS2/SPTY2D1/PNRC1/EGR2/SNAI1/KLF2/ING1/MORF4L2/AMD1/C6orf62/GADD45B/HEXIM1/IER5/PPP1R15A/EIF1/HSPA1A/HSPA1B/BRD2/TUBB4B/DNAJB1/IER2/FOS	25
MD66	TF	binding	E2F4	E2F4	9/144	755/56227	0.000153944396300818	0.001707133394693	0.00139620622584858	ID3/HNRNPA2B1/FUS/H2AFZ/UBE2S/ADM/SRSF3/HEXIM1/ZFP36	9
MD66	TF	binding	ZNF555	ZNF555	39/144	8533/56227	0.000164812279416198	0.00181147655783113	0.00148154494305199	MAFB/ID3/KLF10/CKS2/CDKN2AIP/RGS2/PNRC1/GEM/NUFIP2/TFRC/DDX3X/KLHL15/SIRT1/MORF4L2/ERRFI1/AMD1/LBH/INTS6/SRSF7/JUND/SRSF5/RHOB/EGR3/DUSP5/IER5/H3F3B/PLK2/CYR61/JUNB/HSP90AB1/EIF1/UBC/TUBB4B/NFKBIZ/SOCS3/IER2/HSPH1/EGR1/FOSB	39
MD66	TF	binding	ZFP90	ZFP90	27/144	5011/56227	0.000168282946767951	0.00183339842005084	0.00149947408708285	ZNF844/SFPQ/IVNS1ABP/SPTY2D1/GLUL/NFKBIA/SERTAD1/PNRC1/UBBP4/C11orf96/PPP1R15B/SNAI1/GTF2B/PPP1R10/SNHG12/PCF11/JUND/GADD45B/RHOB/HSPD1/IER5/EIF1/BRD2/TUBB4B/HSP90AA2P/HSP90AA1/MCL1	27
MD66	TF	binding	PLAGL2	PLAGL2	43/144	9857/56227	0.000194581023556835	0.00210147505441382	0.00171872483050202	SKP1/MAFB/FAM53C/EGLN3/SFPQ/HNRNPA2B1/KLF10/NFIL3/TUBB2A/TUBA1B/CKS2/GLUL/NFKBIA/SEMA4A/NUFIP2/C11orf96/CSRNP1/MLF1/SNAI1/DDX3X/SNHG5/UBE2S/KLHL15/MEX3C/ERRFI1/AMD1/PCF11/JUND/ADAMTS1/RHOB/EGR3/BTG2/H3F3B/JUNB/PPP1R15A/EIF1/KLF4/TUBB4B/SOCS3/IER2/ZFP36/FOS/FOSB	43
MD66	TF	binding	CARF	CARF	18/144	2704/56227	0.000201677248301707	0.00214867278793995	0.00175732624829397	PTP4A1/FUS/KLF10/TUBB2A/TOB1/CDKN2AIP/GLUL/EIF5/MLF1/SNHG5/ING1/LBH/ATF4/IRF1/HSPA1A/HSPA1B/TUBB4B/ZFP36	18
MD66	TF	binding	ZNF121	ZNF121	123/144	40859/56227	0.00020241120466101	0.00214867278793995	0.00175732624829397	RNF103/CTD-3252C9.4/SKP1/MAFB/FAM53C/EFNB2/TMEM2/EGLN3/DDX3Y/PTP4A1/ZNF844/SFPQ/HNRNPA2B1/FUS/KLF10/NFIL3/TUBA1B/TUBA1A/CKS2/TUBA1C/TOB1/SPTY2D1/CDKN2AIP/GLUL/SAP18/NFKBIA/SERTAD1/RGS2/PHLDA1/PNRC1/UBB/UBBP4/GEM/EIF5/SEMA4A/NUFIP2/C11orf96/H2AFZ/TFRC/NOLC1/MAFF/CSRNP1/PPP1R15B/EGR2/ID2/SNAI1/ARL5B/DDX3X/GTF2B/KLF2/UBE2S/ING1/ARL6IP1/KLHL15/SLC2A3/NXF1/MEX3C/DNAJB4/SIRT1/MORF4L2/TCP1/CDKN1A/ERRFI1/PPP1R10/SNHG12/ADM/AMD1/LBH/SAT1/TRA2B/POLG2/IFRD1/INTS6/CCNL1/PCF11/CALM1/RND3/C6orf62/HERPUD1/SRSF7/SRSF3/ATF3/JUND/BTG1/SRSF5/GADD45B/ADAMTS1/RHOB/BAG3/ATF4/HSPD1/HSPE1/DUSP5/BTG2/IRF1/IER5/H3F3B/PLK2/JUNB/PPP1R15A/HSP90AB1/EIF1/DUSP1/UBC/DDX5/HSPA1A/HSPA1B/HSPA8/KLF4/BRD2/TUBB4B/DNAJB1/SOCS3/IER2/ZFP36/HSPH1/HSP90AA2P/HSP90AA1/EGR1/FOS/FOSB/MCL1/DNAJA1	123
MD66	TF	binding	YY2	YY2	28/144	5398/56227	0.00023537151332517	0.00245656655083917	0.00200914206420866	SFPQ/HNRNPA2B1/TUBB2A/SAP18/EIF5/SEMA4A/TFRC/UAP1/DDX3X/UBE2S/ARL6IP1/KLHL15/DNAJB4/SIRT1/TCP1/PPP1R10/CCNL1/PCF11/HERPUD1/EIF4A2/SRSF3/BTG1/RHOB/ATF4/HSPA1A/HSPA1B/TUBB4B/EGR1	28
MD66	TF	binding	ZNF432	ZNF432	19/144	3042/56227	0.000296841025744605	0.00304691366921322	0.00249196685379334	RNF103/EFNB2/SFPQ/IVNS1ABP/TSC22D1/NUFIP2/MAFF/ID2/ARL5B/MORF4L2/PPP1R10/INTS6/SRSF5/HEXIM1/EGR3/ATF4/HSP90AB1/HSPA8/FOSB	19
MD66	TF	binding	ATF6B	ATF6B	16/144	2316/56227	0.000309580876101782	0.00315163482064273	0.00257761471473873	ID3/TUBB2A/PNRC1/GEM/MAFF/MLF1/UBE2S/TRA2B/CCNL1/RND3/RBBP6/JUND/PPP1R15A/DUSP1/HSPH1/JUN	16
MD66	TF	binding	NFYA	NFYA	28/144	5555/56227	0.000375640868252588	0.0037930565721115	0.00310221170615102	CTD-3252C9.4/ZNF844/CKS2/TOB1/GLUL/SERTAD1/PNRC1/UBB/UBBP4/GTF2B/SNHG5/UBE2S/ARL6IP1/KLHL15/MORF4L2/CDKN1A/ERRFI1/PPP1R10/PCF11/BTG1/RHOB/ATF4/DDX5/HSPA1A/HSPA1B/TUBB4B/DNAJB1/FOSB	28
MD66	TF	binding	ZNF655	ZNF655	26/144	5011/56227	0.000406330883665972	0.00406986256058981	0.00332860189081208	ANKRD42/SKP1/MAFB/EFNB2/YBX3/FUS/TUBB2A/TUBA1A/TUBA1C/TOB1/TSC22D1/NFKBIA/PNRC1/PPP1R15B/SNAI1/DDX3X/UBE2S/ING1/JUND/EGR3/DUSP5/HSP90AB1/KLF4/SOCS3/HSP90AA1/EGR1	26
MD66	TF	binding	ZNF189	ZNF189	60/144	16036/56227	0.000487982567648754	0.00481011388110914	0.0039340282187222	ANKRD42/ERO1B/CTD-3252C9.4/MAFB/EGLN3/YBX3/DDX3Y/ID3/ZNF844/FUS/TUBA1B/TOB1/IVNS1ABP/TSC22D1/PHLDA1/PNRC1/GEM/SEMA4A/MAFF/CSRNP1/MLF1/CHORDC1/SNAI1/GTF2B/UBE2S/MYC/ING1/ARL6IP1/MEX3C/DNAJB4/SIRT1/ERRFI1/AMD1/LBH/SAT1/CALM1/C6orf62/JUND/BTG1/SRSF5/GADD45B/ADAMTS1/RHOB/HEXIM1/ATF4/HSPD1/IRF1/IER5/JUNB/HSP90AB1/EIF1/HSPA8/KLF4/BRD2/TUBB4B/DNAJB1/IER2/HSP90AA1/EGR1/MCL1	60
MD66	TF	binding	ZNF521	ZNF521	45/144	10957/56227	0.000518420940817121	0.00506991187791231	0.00414650814661021	RNF103/CTD-3252C9.4/SKP1/FAM53C/EFNB2/EGLN3/TUBB2A/CKS2/PNRC1/C11orf96/H2AFZ/TFRC/UAP1/CHORDC1/SNAI1/UBE2S/MYC/ING1/NXF1/PPP1R10/ADM/AMD1/LBH/CALM1/C6orf62/HERPUD1/SRSF7/SRSF3/JUND/GADD45B/HEXIM1/EGR3/ATF4/DUSP5/PLK2/CYR61/EIF1/HSPA1A/HSPA1B/KLF4/BRD2/DNAJB1/HSPH1/JUN/MCL1	45
MD66	TF	binding	ZNF117	ZNF117	83/144	24575/56227	0.00052828862272717	0.00512605054239957	0.00419242204713584	RNF103/CTD-3252C9.4/SKP1/FAM53C/EFNB2/YBX3/ZNF844/HNRNPA2B1/FUS/KLF10/NFIL3/TUBB2A/CKS2/TOB1/SPTY2D1/CDKN2AIP/GLUL/SERTAD1/PNRC1/UBB/UBBP4/SEMA4A/C11orf96/H2AFZ/TFRC/MAFF/CSRNP1/SNAI1/ARL5B/DDX3X/KLF2/ING1/ARL6IP1/KLHL15/SLC2A3/NXF1/MYLIP/DNAJB4/SIRT1/MORF4L2/CDKN1A/ERRFI1/PPP1R10/SNHG12/ADM/AMD1/SAT1/TRA2B/INTS6/CCNL1/PCF11/CALM1/HERPUD1/SRSF7/SRSF3/JUND/SRSF5/RHOB/HEXIM1/EGR3/BAG3/ATF4/HSPE1/BTG2/IRF1/IER5/H3F3B/PPP1R15A/HSP90AB1/EIF1/HSPA8/KLF4/TUBB4B/NFKBIZ/DNAJB1/IER2/ZFP36/HSPH1/HSP90AA1/FOS/FOSB/MCL1/DNAJA1	83
MD66	TF	binding	ZBTB33	ZBTB33	17/144	2683/56227	0.000536272118605292	0.00516317807215327	0.0042227873884464	EGLN3/IVNS1ABP/TSC22D1/PHLDA1/PNRC1/EIF5/NUFIP2/MAFF/MLF1/DDX3X/MYLIP/DNAJB4/CCNL1/EIF4A2/EGR3/HSPH1/EGR1	17
MD66	TF	binding	ELK4	ELK4	26/144	5125/56227	0.000570985447726063	0.00545510712365977	0.00446154621097693	ANKRD42/ID3/SPTY2D1/CDKN2AIP/SERTAD1/GEM/ARL5B/ING1/KLHL15/TCP1/PPP1R10/POLG2/PCF11/CALM1/ADAMTS1/ATF4/PLK2/JUNB/HSP90AB1/DDX5/IER2/ZFP36/HSPH1/JUN/EGR1/DNAJA1	26
MD66	TF	binding	ZNF557	ZNF557	40/144	9413/56227	0.000610356046665215	0.00574289552998634	0.0046969185409245	SKP1/EFNB2/ID3/ARRDC3/FUS/KLF10/CKS2/GLUL/SAP18/TSC22D1/PHLDA1/PNRC1/SEMA4A/NOLC1/CSRNP1/ID2/SNAI1/GTF2B/KLF2/ING1/MYLIP/TCP1/SNHG12/RND3/ADAMTS1/EGR3/BAG3/CYR61/JUNB/HSP90AB1/EIF1/DUSP1/HSPA1A/HSPA1B/HSPA8/KLF4/HSPH1/EGR1/FOS/FOSB	40
MD66	TF	binding	ZKSCAN8	ZKSCAN8	71/144	20237/56227	0.000712639552498619	0.00660521137465138	0.00540217728327704	ERO1B/MAFB/EFNB2/EGLN3/ZNF844/HNRNPA2B1/KLF10/NFIL3/TUBA1A/TUBA1C/TOB1/GLUL/NFKBIA/SERTAD1/PNRC1/GEM/EIF5/NUFIP2/C11orf96/H2AFZ/TFRC/UAP1/CSRNP1/MLF1/DDX3X/GTF2B/MYC/ING1/KLHL15/MEX3C/MORF4L2/TCP1/ERRFI1/PPP1R10/SNHG12/ADM/SAT1/INTS6/PCF11/CALM1/C6orf62/HERPUD1/SRSF7/JUND/GADD45B/ADAMTS1/RHOB/EGR3/ATF4/HSPE1/DUSP5/BTG2/PLK2/JUNB/EIF1/DDX5/HSPA1A/HSPA1B/BRD2/TUBB4B/NFKBIZ/SOCS3/IER2/ZFP36/HSPH1/HSP90AA1/JUN/EGR1/FOS/FOSB/MCL1	71
MD66	TF	binding	ZNF394	ZNF394	87/144	26419/56227	0.000813480172684098	0.0074840175886937	0.00612092293676534	ANKRD42/ERO1B/RNF103/CTD-3252C9.4/MAFB/EFNB2/ID3/PTP4A1/ZNF844/SFPQ/HNRNPA2B1/FUS/KLF10/NFIL3/TUBB2A/TUBA1B/CKS2/SPTY2D1/GLUL/TSC22D1/NFKBIA/SERTAD1/PHLDA1/PNRC1/UBB/SEMA4A/NUFIP2/H2AFZ/UAP1/CSRNP1/PPP1R15B/SNAI1/DDX3X/SNHG5/KLF2/UBE2S/MYC/ING1/KLHL15/NXF1/MYLIP/MEX3C/CDKN1A/ERRFI1/ADM/AMD1/LBH/SAT1/INTS6/PCF11/CALM1/RND3/HERPUD1/SRSF7/ATF3/JUND/BTG1/GADD45B/HEXIM1/EGR3/BAG3/HSPD1/DUSP5/BTG2/IRF1/IER5/H3F3B/CYR61/JUNB/PPP1R15A/HSP90AB1/DUSP1/UBC/HSPA1A/HSPA1B/HSPA8/DNAJB1/SOCS3/ZFP36/HSPH1/HSP90AA2P/HSP90AA1/JUN/EGR1/FOSB/MCL1/DNAJA1	87
MD66	TF	binding	ARNT	ARNT	10/144	1156/56227	0.000835231093181347	0.00752712511403727	0.00615617911267562	NFIL3/PNRC1/H2AFZ/TFRC/SNAI1/AMD1/PCF11/RHOB/TUBB4B/NFKBIZ	10
MD66	TF	binding	EPAS1	EPAS1	10/144	1156/56227	0.000835231093181347	0.00752712511403727	0.00615617911267562	NFIL3/PNRC1/H2AFZ/TFRC/SNAI1/AMD1/PCF11/RHOB/TUBB4B/NFKBIZ	10
MD66	TF	binding	NFYB	NFYB	28/144	5849/56227	0.000848066916685754	0.00757769144261659	0.00619753558956268	ERO1B/EFNB2/EGLN3/PTP4A1/ZNF844/KLF10/TOB1/IVNS1ABP/SERTAD1/PNRC1/EIF5/H2AFZ/UBE2S/ARL6IP1/MORF4L2/PPP1R10/PCF11/C6orf62/HERPUD1/RHOB/IRF1/JUNB/HSPA1A/HSPA1B/TUBB4B/DNAJB1/JUN/FOSB	28
MD66	TF	binding	AHR	AHR	28/144	5863/56227	0.000879942214170825	0.00780634450000118	0.00638454313289358	MAFB/ID3/KLF10/TUBA1A/TUBA1C/GLUL/NFKBIA/UBBP4/SEMA4A/MAFF/MLF1/ID2/MYC/KLHL15/ERRFI1/SNHG12/CCNL1/RBBP6/BTG1/SRSF5/GADD45B/EGR3/PPP1R15A/NFKBIZ/SOCS3/IER2/FOS/FOSB	28
MD66	TF	binding	ZNF76	ZNF76	55/144	14649/56227	0.00091764779367563	0.00807046387423279	0.0066005573681114	ANKRD42/ERO1B/EFNB2/SFPQ/HNRNPA2B1/KLF10/NFIL3/TUBA1B/TUBA1A/TUBA1C/IVNS1ABP/CDKN2AIP/GLUL/TSC22D1/GEM/EIF5/C11orf96/CSRNP1/SNAI1/GTF2B/SNHG5/UBE2S/ING1/ARL6IP1/KLHL15/MORF4L2/TCP1/CDKN1A/ERRFI1/SNHG12/AMD1/POLG2/IFRD1/INTS6/CALM1/SRSF7/RBBP6/H3F3B/CYR61/JUNB/HSP90AB1/EIF1/UBC/DDX5/HSPA1A/HSPA1B/HSPA8/TUBB4B/IER2/HSPH1/JUN/EGR1/FOS/MCL1/DNAJA1	55
MD66	TF	binding	ZNF165	ZNF165	37/144	8648/56227	0.00092271004037122	0.00807046387423279	0.0066005573681114	MAFB/EGLN3/DDX3Y/ZNF844/HNRNPA2B1/FUS/TUBB2A/CKS2/TSC22D1/NFKBIA/SERTAD1/SEMA4A/MLF1/SNAI1/KLF2/ING1/DNAJB4/ADM/POLG2/CALM1/HERPUD1/SRSF7/SRSF3/JUND/BAG3/BTG2/IRF1/IER5/PLK2/JUNB/PPP1R15A/HSPA8/TUBB4B/HSP90AA1/FOS/FOSB/MCL1	37
MD66	TF	binding	ZFP14	ZFP14	44/144	10939/56227	0.000962601895146638	0.00836050037602885	0.00683776833873026	RNF103/EGLN3/FUS/CKS2/IVNS1ABP/NFKBIA/SERTAD1/UBBP4/GEM/SEMA4A/NUFIP2/MAFF/CHORDC1/ARL5B/UBE2S/MYC/ING1/MYLIP/TCP1/ADM/LBH/TRA2B/CCNL1/PCF11/HERPUD1/EIF4A2/JUND/GADD45B/RHOB/HSPD1/IRF1/CYR61/PPP1R15A/EIF1/HSPA1A/BRD2/IER2/ZFP36/HSPH1/HSP90AA1/EGR1/FOS/FOSB/DNAJA1	44
MD66	TF	binding	FOSL2	FOSL2	42/144	10293/56227	0.000986191047497453	0.00850589778466553	0.00695668392423276	DDX3Y/ARRDC3/KLF10/TUBB2A/SPTY2D1/SERTAD1/RGS2/GEM/EIF5/C11orf96/NOLC1/MAFF/MLF1/DDX3X/UBE2S/MEX3C/CDKN1A/ERRFI1/SAT1/TRA2B/IFRD1/CCNL1/RND3/C6orf62/RBBP6/JUND/BTG1/GADD45B/BAG3/IER5/PPP1R15A/HSP90AB1/EIF1/DUSP1/UBC/KLF4/BRD2/TUBB4B/HSPH1/JUN/FOSB/MCL1	42
MD66	TF	binding	NFYC	NFYC	27/144	5648/56227	0.00108768052304716	0.00931654627327291	0.0076196856968458	CTD-3252C9.4/ZNF844/CKS2/TOB1/GLUL/SERTAD1/PNRC1/UBB/UBBP4/GTF2B/SNHG5/UBE2S/KLHL15/MORF4L2/CDKN1A/ERRFI1/PPP1R10/PCF11/BTG1/RHOB/ATF4/DDX5/HSPA1A/HSPA1B/TUBB4B/DNAJB1/FOSB	27
MD66	TF	binding	CREM	CREM	15/144	2377/56227	0.00119872141047635	0.0101973424096687	0.00834005884001212	TUBB2A/PNRC1/GEM/C11orf96/MAFF/MLF1/UBE2S/TRA2B/CCNL1/RBBP6/JUND/PPP1R15A/DUSP1/HSPH1/FOSB	15
MD66	TF	binding	ZNF829	ZNF829	23/144	4554/56227	0.00130902634197671	0.0110599368485379	0.00904554543507002	ANKRD42/CTD-3252C9.4/FAM53C/KLF10/TOB1/NFKBIA/EIF5/C11orf96/NOLC1/TCP1/ERRFI1/TRA2B/HERPUD1/HEXIM1/EGR3/BTG2/IER5/PLK2/PPP1R15A/DUSP1/KLF4/SOCS3/DNAJA1	23
MD66	TF	binding	KLF6	KLF6	66/144	18812/56227	0.0013484874926495	0.011240412522622	0.00919315033844417	ERO1B/CTD-3252C9.4/SKP1/TMEM2/EGLN3/PTP4A1/ZNF844/SFPQ/FUS/KLF10/TUBA1A/CKS2/TUBA1C/SPTY2D1/GLUL/PNRC1/UBB/UBBP4/EIF5/H2AFZ/PPP1R15B/SNAI1/SNHG5/KLF2/UBE2S/MYC/ING1/KLHL15/SLC2A3/MEX3C/SIRT1/MORF4L2/SNHG12/SAT1/POLG2/PCF11/CALM1/HERPUD1/EIF4A2/SRSF7/SRSF3/RBBP6/JUND/GADD45B/RHOB/HEXIM1/EGR3/HSPD1/DUSP5/BTG2/H3F3B/PPP1R15A/HSP90AB1/EIF1/DUSP1/UBC/DDX5/HSPA1A/KLF4/TUBB4B/DNAJB1/IER2/ZFP36/HSP90AA1/FOS/FOSB	66
MD66	TF	binding	GLIS2	GLIS2	27/144	5773/56227	0.00150084071545301	0.0121955628772354	0.00997433526276139	EFNB2/KLF10/NFKBIA/PNRC1/SEMA4A/H2AFZ/SNAI1/DDX3X/SNHG5/UBE2S/ARL6IP1/INTS6/CALM1/JUND/GADD45B/EGR3/HSPD1/DUSP5/IRF1/IER5/H3F3B/JUNB/DUSP1/BRD2/TUBB4B/JUN/EGR1	27
MD66	TF	binding	ZNF263	ZNF263	76/144	22608/56227	0.00151082995909125	0.0121955628772354	0.00997433526276139	ANKRD42/RNF103/CTD-3252C9.4/EFNB2/YBX3/ARRDC3/HNRNPA2B1/KLF10/TUBB2A/TUBA1B/TOB1/IVNS1ABP/CDKN2AIP/GLUL/SAP18/TSC22D1/SERTAD1/PNRC1/GEM/SEMA4A/NUFIP2/C11orf96/H2AFZ/UAP1/MAFF/CSRNP1/MLF1/PPP1R15B/ID2/SNAI1/DDX3X/GTF2B/KLF2/UBE2S/MYC/KLHL15/NXF1/MYLIP/SIRT1/MORF4L2/ERRFI1/AMD1/SAT1/TRA2B/CCNL1/PCF11/CALM1/HERPUD1/JUND/BTG1/SRSF5/GADD45B/ADAMTS1/RHOB/HEXIM1/EGR3/BAG3/ATF4/HSPD1/BTG2/IER5/H3F3B/CYR61/JUNB/PPP1R15A/HSP90AB1/DUSP1/HSPA1A/HSPA1B/SOCS3/ZFP36/HSPH1/HSP90AA1/JUN/EGR1/FOS	76
