cluster	gene	size	boundary	protein_coding	lncRNA	sncRNA	pseudogene	Ig/TCR	tf	enrich_TF	enrich_miRNA	enrich_GO	enrich_KEGG	enrich_PPI
MD54	RPS2P5	14	1502:1515	0.714285714285714	0	0	0.285714285714286	0	0	TRUE	FALSE	TRUE	TRUE	FALSE
MD54	RPS2P46	14	1502:1515	0.714285714285714	0	0	0.285714285714286	0	0	TRUE	FALSE	TRUE	TRUE	FALSE
MD54	NDUFS5	14	1502:1515	0.714285714285714	0	0	0.285714285714286	0	0	TRUE	FALSE	TRUE	TRUE	FALSE
MD54	SNRPE	14	1502:1515	0.714285714285714	0	0	0.285714285714286	0	0	TRUE	FALSE	TRUE	TRUE	FALSE
MD54	ATP5I	14	1502:1515	0.714285714285714	0	0	0.285714285714286	0	0	TRUE	FALSE	TRUE	TRUE	FALSE
MD54	COX7C	14	1502:1515	0.714285714285714	0	0	0.285714285714286	0	0	TRUE	FALSE	TRUE	TRUE	FALSE
MD54	SEM1	14	1502:1515	0.714285714285714	0	0	0.285714285714286	0	0	TRUE	FALSE	TRUE	TRUE	FALSE
MD54	GDI2	14	1502:1515	0.714285714285714	0	0	0.285714285714286	0	0	TRUE	FALSE	TRUE	TRUE	FALSE
MD54	NDUFA1	14	1502:1515	0.714285714285714	0	0	0.285714285714286	0	0	TRUE	FALSE	TRUE	TRUE	FALSE
MD55	C14orf166	35	1516:1550	0.685714285714286	0	0	0.314285714285714	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD55	ODC1	35	1516:1550	0.685714285714286	0	0	0.314285714285714	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD55	ATP5B	35	1516:1550	0.685714285714286	0	0	0.314285714285714	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD55	RPS3AP5	35	1516:1550	0.685714285714286	0	0	0.314285714285714	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD55	CDK4	35	1516:1550	0.685714285714286	0	0	0.314285714285714	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD55	RPL23AP2	35	1516:1550	0.685714285714286	0	0	0.314285714285714	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD55	RPL23AP42	35	1516:1550	0.685714285714286	0	0	0.314285714285714	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD55	RPL23A	35	1516:1550	0.685714285714286	0	0	0.314285714285714	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD55	RPS29	35	1516:1550	0.685714285714286	0	0	0.314285714285714	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD55	UBA52	35	1516:1550	0.685714285714286	0	0	0.314285714285714	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD55	FAM162A	35	1516:1550	0.685714285714286	0	0	0.314285714285714	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD55	RPL18	35	1516:1550	0.685714285714286	0	0	0.314285714285714	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD55	EIF3H	35	1516:1550	0.685714285714286	0	0	0.314285714285714	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD55	PHB2	35	1516:1550	0.685714285714286	0	0	0.314285714285714	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD55	UQCRHL	35	1516:1550	0.685714285714286	0	0	0.314285714285714	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD55	UQCRH	35	1516:1550	0.685714285714286	0	0	0.314285714285714	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD55	RSL1D1	35	1516:1550	0.685714285714286	0	0	0.314285714285714	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD55	IGFBP4	35	1516:1550	0.685714285714286	0	0	0.314285714285714	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD55	RP11-408P14.1	35	1516:1550	0.685714285714286	0	0	0.314285714285714	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD55	NSA2	35	1516:1550	0.685714285714286	0	0	0.314285714285714	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD55	RPL17P36	35	1516:1550	0.685714285714286	0	0	0.314285714285714	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD55	AC144530.1	35	1516:1550	0.685714285714286	0	0	0.314285714285714	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD55	RP11-592N21.1	35	1516:1550	0.685714285714286	0	0	0.314285714285714	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD55	RP4-706A16.3	35	1516:1550	0.685714285714286	0	0	0.314285714285714	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD55	RP11-20O24.4	35	1516:1550	0.685714285714286	0	0	0.314285714285714	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD55	NOB1	35	1516:1550	0.685714285714286	0	0	0.314285714285714	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD55	FBL	35	1516:1550	0.685714285714286	0	0	0.314285714285714	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD55	ATP5L	35	1516:1550	0.685714285714286	0	0	0.314285714285714	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD55	CTD-2287O16.1	35	1516:1550	0.685714285714286	0	0	0.314285714285714	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD55	RPS25	35	1516:1550	0.685714285714286	0	0	0.314285714285714	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD55	SFRP1	35	1516:1550	0.685714285714286	0	0	0.314285714285714	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD55	ANXA5	35	1516:1550	0.685714285714286	0	0	0.314285714285714	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD55	DCT	35	1516:1550	0.685714285714286	0	0	0.314285714285714	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD55	HNRNPA1P10	35	1516:1550	0.685714285714286	0	0	0.314285714285714	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD55	GLTSCR2	35	1516:1550	0.685714285714286	0	0	0.314285714285714	0	0	FALSE	FALSE	TRUE	TRUE	TRUE
MD56	PFDN5	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	SOX11	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	TSPAN13	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	HNRNPA3	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	AC009245.3	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	IMPDH2	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL7P9	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL7P23	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	EEF1B2P6	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPS3AP47	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	EIF3M	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	APEX1	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL15	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL15P3	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPS10	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RP11-69L16.5	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	NPM1P6	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RP11-478C6.4	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	SNHG6	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	SNHG5	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	ZFAS1	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPS28	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	HNRNPA1L2	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL5P34	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL41	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RP11-466H18.1	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	EPB41L4A-AS1	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL37	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	EIF3E	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	PTMAP2	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	PTMA	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	MIR1244-3	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	MIR1244-2	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	PTMAP5	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL10P16	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL10	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPS13	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	LDHB	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	GAS5	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	KDR	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL39	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	BTF3	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	UQCRB	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RP11-371A22.1	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPS3AP6	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPS23P8	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL24	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	TMSB10	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	NAP1L1	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	EEF2	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPS19	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL29	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPS5	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPS2	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPS16	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL35A	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL32	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPLP1	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPLP2	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL38	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL30	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPS7	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPS7P1	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPS15A	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPS21	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL21	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPS3AP26	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL13AP5	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL13AP25	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL10AP6	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RACK1	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL27	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	EEF1B2	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPS11	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL6	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL6P27	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL12	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL7A	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL26	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RP11-234A1.1	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL14	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL14P1	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL36	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL7P1	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL7	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPS27A	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL19	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPLP0	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPS24	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	LRRC75A-AS1	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	NACA	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL13	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPS8	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL22	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	NPM1	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL4	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL27A	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL31	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPS4X	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPS20	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL13A	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL8	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPS23	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL23	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPS3A	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPS18	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL34	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPS12	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL11	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPS6	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL10A	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPS17	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL5	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPS3	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL3	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	HNRNPA1	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	HNRNPA1P48	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL37A	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	EEF1A1	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL3P4	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	TPT1	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL9	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL9P9	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL35	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD56	RPL13P12	125	1551:1675	0.696	0.048	0.016	0.24	0	0.008	TRUE	TRUE	TRUE	TRUE	TRUE
MD57	TSEN2	13	1676:1688	0.923076923076923	0	0	0.0769230769230769	0	0	FALSE	FALSE	FALSE	FALSE	TRUE
MD57	CLNS1A	13	1676:1688	0.923076923076923	0	0	0.0769230769230769	0	0	FALSE	FALSE	FALSE	FALSE	TRUE
MD57	GNL3	13	1676:1688	0.923076923076923	0	0	0.0769230769230769	0	0	FALSE	FALSE	FALSE	FALSE	TRUE
MD57	LTA4H	13	1676:1688	0.923076923076923	0	0	0.0769230769230769	0	0	FALSE	FALSE	FALSE	FALSE	TRUE
MD57	USP10	13	1676:1688	0.923076923076923	0	0	0.0769230769230769	0	0	FALSE	FALSE	FALSE	FALSE	TRUE
MD57	UBA2	13	1676:1688	0.923076923076923	0	0	0.0769230769230769	0	0	FALSE	FALSE	FALSE	FALSE	TRUE
MD57	HMCES	13	1676:1688	0.923076923076923	0	0	0.0769230769230769	0	0	FALSE	FALSE	FALSE	FALSE	TRUE
MD57	SETP14	13	1676:1688	0.923076923076923	0	0	0.0769230769230769	0	0	FALSE	FALSE	FALSE	FALSE	TRUE
MD57	SET	13	1676:1688	0.923076923076923	0	0	0.0769230769230769	0	0	FALSE	FALSE	FALSE	FALSE	TRUE
MD57	MRPL30	13	1676:1688	0.923076923076923	0	0	0.0769230769230769	0	0	FALSE	FALSE	FALSE	FALSE	TRUE
MD57	CDV3	13	1676:1688	0.923076923076923	0	0	0.0769230769230769	0	0	FALSE	FALSE	FALSE	FALSE	TRUE
MD57	UFC1	13	1676:1688	0.923076923076923	0	0	0.0769230769230769	0	0	FALSE	FALSE	FALSE	FALSE	TRUE
MD57	NUSAP1	13	1676:1688	0.923076923076923	0	0	0.0769230769230769	0	0	FALSE	FALSE	FALSE	FALSE	TRUE
MD58	UPF1	32	1689:1720	1	0	0	0	0	0	TRUE	FALSE	TRUE	FALSE	TRUE
MD58	CPXM1	32	1689:1720	1	0	0	0	0	0	TRUE	FALSE	TRUE	FALSE	TRUE
MD58	GTF3C4	32	1689:1720	1	0	0	0	0	0	TRUE	FALSE	TRUE	FALSE	TRUE
MD58	NUMA1	32	1689:1720	1	0	0	0	0	0	TRUE	FALSE	TRUE	FALSE	TRUE
MD58	IFI35	32	1689:1720	1	0	0	0	0	0	TRUE	FALSE	TRUE	FALSE	TRUE
MD58	ELOF1	32	1689:1720	1	0	0	0	0	0	TRUE	FALSE	TRUE	FALSE	TRUE
MD58	FCGRT	32	1689:1720	1	0	0	0	0	0	TRUE	FALSE	TRUE	FALSE	TRUE
MD58	LAMB2	32	1689:1720	1	0	0	0	0	0	TRUE	FALSE	TRUE	FALSE	TRUE
MD58	ISYNA1	32	1689:1720	1	0	0	0	0	0	TRUE	FALSE	TRUE	FALSE	TRUE
MD58	CCDC107	32	1689:1720	1	0	0	0	0	0	TRUE	FALSE	TRUE	FALSE	TRUE
MD58	FAM234A	32	1689:1720	1	0	0	0	0	0	TRUE	FALSE	TRUE	FALSE	TRUE
MD58	NARF	32	1689:1720	1	0	0	0	0	0	TRUE	FALSE	TRUE	FALSE	TRUE
MD58	PRDX5	32	1689:1720	1	0	0	0	0	0	TRUE	FALSE	TRUE	FALSE	TRUE
MD58	CCT7	32	1689:1720	1	0	0	0	0	0	TRUE	FALSE	TRUE	FALSE	TRUE
MD58	PPP2R1A	32	1689:1720	1	0	0	0	0	0	TRUE	FALSE	TRUE	FALSE	TRUE
MD58	NDUFV1	32	1689:1720	1	0	0	0	0	0	TRUE	FALSE	TRUE	FALSE	TRUE
MD58	NHP2	32	1689:1720	1	0	0	0	0	0	TRUE	FALSE	TRUE	FALSE	TRUE
MD58	ALDOA	32	1689:1720	1	0	0	0	0	0	TRUE	FALSE	TRUE	FALSE	TRUE
MD58	REC8	32	1689:1720	1	0	0	0	0	0	TRUE	FALSE	TRUE	FALSE	TRUE
MD58	UBXN1	32	1689:1720	1	0	0	0	0	0	TRUE	FALSE	TRUE	FALSE	TRUE
MD58	EEF1D	32	1689:1720	1	0	0	0	0	0	TRUE	FALSE	TRUE	FALSE	TRUE
MD58	RPL28	32	1689:1720	1	0	0	0	0	0	TRUE	FALSE	TRUE	FALSE	TRUE
MD58	RPS14	32	1689:1720	1	0	0	0	0	0	TRUE	FALSE	TRUE	FALSE	TRUE
MD58	RPL18A	32	1689:1720	1	0	0	0	0	0	TRUE	FALSE	TRUE	FALSE	TRUE
MD58	FAM168B	32	1689:1720	1	0	0	0	0	0	TRUE	FALSE	TRUE	FALSE	TRUE
MD58	NDUFA13	32	1689:1720	1	0	0	0	0	0	TRUE	FALSE	TRUE	FALSE	TRUE
MD58	ACADVL	32	1689:1720	1	0	0	0	0	0	TRUE	FALSE	TRUE	FALSE	TRUE
MD58	SNRNP70	32	1689:1720	1	0	0	0	0	0	TRUE	FALSE	TRUE	FALSE	TRUE
MD58	ATP8A1	32	1689:1720	1	0	0	0	0	0	TRUE	FALSE	TRUE	FALSE	TRUE
MD58	EVL	32	1689:1720	1	0	0	0	0	0	TRUE	FALSE	TRUE	FALSE	TRUE
MD58	WASF2	32	1689:1720	1	0	0	0	0	0	TRUE	FALSE	TRUE	FALSE	TRUE
MD58	SPG7	32	1689:1720	1	0	0	0	0	0	TRUE	FALSE	TRUE	FALSE	TRUE
MD59	PEG3	100	1721:1820	1	0	0	0	0	0.02	TRUE	FALSE	TRUE	TRUE	TRUE
MD59	PRR14L	100	1721:1820	1	0	0	0	0	0.02	TRUE	FALSE	TRUE	TRUE	TRUE
