	nCell	nUMI	validCell	cellRatio	filter
CDO1	320	661	2235	0.143176733780761	TRUE
ATG12	624	1182	2235	0.279194630872483	TRUE
AP3S1	1305	3057	2235	0.583892617449664	TRUE
LVRN	7	11	2235	0.00313199105145414	FALSE
DDX43P1	0	0	2235	0	FALSE
CTD-2287O16.1	276	335	2235	0.123489932885906	TRUE
CTD-2287O16.4	3	4	2235	0.00134228187919463	FALSE
CTD-2287O16.5	68	150	2235	0.0304250559284116	TRUE
COMMD10	361	579	2235	0.161521252796421	TRUE
RNU6-644P	2	5	2235	0.000894854586129754	FALSE
HMGN2P27	0	0	2235	0	FALSE
CTC-339F2.2	2	3	2235	0.000894854586129754	FALSE
SEMA6A	789	2073	2235	0.353020134228188	TRUE
SEMA6A-AS1	40	65	2235	0.0178970917225951	TRUE
RPS14P8	0	1	2235	0	FALSE
SEMA6A-AS2	1	1	2235	0.000447427293064877	FALSE
RPS17P2	27	54	2235	0.0120805369127517	TRUE
LINC02214	0	0	2235	0	FALSE
CTC-472C24.1	0	1	2235	0	FALSE
RP11-492L8.1	0	0	2235	0	FALSE
RP11-492L8.2	1	1	2235	0.000447427293064877	FALSE
RPL35AP15	0	0	2235	0	FALSE
LINC00992	17	28	2235	0.00760626398210291	FALSE
RP11-74D3.2	0	0	2235	0	FALSE
RPL7L1P4	0	0	2235	0	FALSE
LINC02147	3	7	2235	0.00134228187919463	FALSE
LINC02148	0	1	2235	0	FALSE
LINC02208	0	1	2235	0	FALSE
LINC02216	9	13	2235	0.00402684563758389	FALSE
LINC02215	1	1	2235	0.000447427293064877	FALSE
RNU7-34P	0	0	2235	0	FALSE
CTC-448D22.1	6	7	2235	0.00268456375838926	FALSE
DTWD2	59	75	2235	0.0263982102908277	TRUE
PTMAP2	1334	3079	2235	0.596868008948546	TRUE
MIR1244-2	2020	13932	2235	0.903803131991051	TRUE
CTB-161M19.4	6	7	2235	0.00268456375838926	FALSE
RNU6-373P	1	4	2235	0.000447427293064877	FALSE
CTB-161M19.1	0	0	2235	0	FALSE
CTB-161M19.2	0	1	2235	0	FALSE
DMXL1	820	1938	2235	0.366890380313199	TRUE
RP11-950K24.2	7	22	2235	0.00313199105145414	FALSE
LAMTOR3P2	1	2	2235	0.000447427293064877	FALSE
RNU6-701P	43	107	2235	0.0192393736017897	TRUE
MIR5706	0	0	2235	0	FALSE
TNFAIP8	798	2555	2235	0.357046979865772	TRUE
RN7SL174P	2	2	2235	0.000894854586129754	FALSE
RNA5SP190	2	8	2235	0.000894854586129754	FALSE
HSD17B4	1267	5047	2235	0.566890380313199	TRUE
CTD-2158P22.1	2	13	2235	0.000894854586129754	FALSE
FABP5P6	2	3	2235	0.000894854586129754	FALSE
FAM170A	0	0	2235	0	FALSE
CTD-2158P22.4	8	9	2235	0.00357941834451902	FALSE
CTC-507E12.1	0	0	2235	0	FALSE
CTC-552D5.1	0	0	2235	0	FALSE
RNU6-718P	0	0	2235	0	FALSE
RP11-574H6.1	0	1	2235	0	FALSE
PRR16	130	188	2235	0.058165548098434	TRUE
PRELID3BP8	2	4	2235	0.000894854586129754	FALSE
RNU4-69P	0	0	2235	0	FALSE
CTD-2334D19.1	60	97	2235	0.0268456375838926	TRUE
AC008565.1	1	2	2235	0.000447427293064877	FALSE
CTD-2613O8.1	1	3	2235	0.000447427293064877	FALSE
CTD-2020P22.1	0	0	2235	0	FALSE
CTC-546K23.1	2	2	2235	0.000894854586129754	FALSE
CTC-546K23.2	2	3	2235	0.000894854586129754	FALSE
RPL23AP44	1	1	2235	0.000447427293064877	FALSE
RP11-510I6.2	2	2	2235	0.000894854586129754	FALSE
RP11-510I6.3	0	1	2235	0	FALSE
FTMT	0	0	2235	0	FALSE
SRFBP1	588	2083	2235	0.263087248322148	TRUE
LOX	751	2017	2235	0.336017897091723	TRUE
CTC-441N14.2	2	2	2235	0.000894854586129754	FALSE
ZNF474	4	6	2235	0.00178970917225951	FALSE
CTC-441N14.4	3	5	2235	0.00134228187919463	FALSE
CTC-441N14.1	0	0	2235	0	FALSE
CTD-2544H17.2	0	0	2235	0	FALSE
SNCAIP	488	1031	2235	0.21834451901566	TRUE
CTD-2544H17.1	2	7	2235	0.000894854586129754	FALSE
CTD-2280E9.1	2	2	2235	0.000894854586129754	FALSE
MGC32805	8	22	2235	0.00357941834451902	FALSE
LINC02201	4	10	2235	0.00178970917225951	FALSE
ARGFXP1	1	1	2235	0.000447427293064877	FALSE
SNX2	1744	14965	2235	0.780313199105145	TRUE
CTB-36H16.2	155	286	2235	0.0693512304250559	TRUE
SNX24	266	500	2235	0.119015659955257	TRUE
RN7SL689P	109	277	2235	0.0487695749440716	TRUE
PPIC	1087	3093	2235	0.486353467561521	TRUE
RP11-359P5.1	2	3	2235	0.000894854586129754	FALSE
RN7SL711P	2	3	2235	0.000894854586129754	FALSE
AC106786.1	3	3	2235	0.00134228187919463	FALSE
PRDM6	433	1334	2235	0.193736017897092	TRUE
CTD-2347I17.1	0	0	2235	0	FALSE
CEP120	496	852	2235	0.221923937360179	TRUE
KRT8P33	5	5	2235	0.00223713646532438	FALSE
HMGB3P17	8	18	2235	0.00357941834451902	FALSE
CTD-2169H9.1	0	0	2235	0	FALSE
CSNK1G3	1298	6397	2235	0.58076062639821	TRUE
KRT18P16	32	74	2235	0.0143176733780761	TRUE
LINC01170	5	17	2235	0.00223713646532438	FALSE
HMGB1P29	2	2	2235	0.000894854586129754	FALSE
CTC-369A16.2	1	1	2235	0.000447427293064877	FALSE
CTD-2308B18.4	1	1	2235	0.000447427293064877	FALSE
CTD-2308B18.1	1	1	2235	0.000447427293064877	FALSE
CTD-2308B18.2	0	1	2235	0	FALSE
CTD-2308B18.3	0	0	2235	0	FALSE
ZNF608	1119	5176	2235	0.500671140939597	TRUE
RP11-43D2.2	2	2	2235	0.000894854586129754	FALSE
RP11-436H11.5	0	0	2235	0	FALSE
RP11-436H11.1	1	1	2235	0.000447427293064877	FALSE
RP11-284A20.3	1	1	2235	0.000447427293064877	FALSE
RP11-284A20.2	0	0	2235	0	FALSE
RP11-284A20.1	0	0	2235	0	FALSE
RP11-257I8.2	0	0	2235	0	FALSE
RP11-257I8.1	0	0	2235	0	FALSE
RP11-508M8.1	0	1	2235	0	FALSE
HMGB1P22	1	1	2235	0.000447427293064877	FALSE
RP11-395P13.7	0	0	2235	0	FALSE
RN7SKP117	0	0	2235	0	FALSE
RP11-395P13.4	0	0	2235	0	FALSE
RP11-756H20.1	4	7	2235	0.00178970917225951	FALSE
CTC-394G3.1	0	0	2235	0	FALSE
CTC-394G3.2	0	0	2235	0	FALSE
RPSAP37	1	1	2235	0.000447427293064877	FALSE
RP11-114J13.1	1	1	2235	0.000447427293064877	FALSE
LINC02039	2	2	2235	0.000894854586129754	FALSE
GRAMD3	429	1301	2235	0.191946308724832	TRUE
RP11-517I3.1	14	33	2235	0.00626398210290828	FALSE
RP11-517I3.2	34	53	2235	0.0152125279642058	TRUE
ALDH7A1	1217	6235	2235	0.544519015659955	TRUE
RNU6-290P	1	1	2235	0.000447427293064877	FALSE
PHAX	1032	3284	2235	0.461744966442953	TRUE
RP11-395C3.1	2	2	2235	0.000894854586129754	FALSE
TEX43	2	7	2235	0.000894854586129754	FALSE
BOLA3P3	0	0	2235	0	FALSE
HSPE1P10	0	0	2235	0	FALSE
RP11-434D11.4	2	5	2235	0.000894854586129754	FALSE
RNU6-752P	6	8	2235	0.00268456375838926	FALSE
LMNB1	161	469	2235	0.0720357941834452	TRUE
MARCH3	314	629	2235	0.140492170022371	TRUE
C5orf63	119	315	2235	0.0532438478747204	TRUE
AC005915.1	3	3	2235	0.00134228187919463	FALSE
MRPS5P3	0	0	2235	0	FALSE
CTB-88F18.2	0	1	2235	0	FALSE
CTB-88F18.4	1	2	2235	0.000447427293064877	FALSE
CTB-88F18.3	0	0	2235	0	FALSE
CTB-88F18.5	33	53	2235	0.0147651006711409	TRUE
MEGF10	49	124	2235	0.021923937360179	TRUE
CTD-2195M15.1	1	1	2235	0.000447427293064877	FALSE
CTD-2195M15.3	1	1	2235	0.000447427293064877	FALSE
HNRNPKP1	1	1	2235	0.000447427293064877	FALSE
PRRC1	1364	4488	2235	0.610290827740492	TRUE
CTD-2195M15.4	4	4	2235	0.00178970917225951	FALSE
CTXN3	3	3	2235	0.00134228187919463	FALSE
CTC-548H10.2	2	2	2235	0.000894854586129754	FALSE
CCDC192	13	23	2235	0.0058165548098434	FALSE
CUL1P1	0	1	2235	0	FALSE
CTC-228N24.2	1	1	2235	0.000447427293064877	FALSE
LINC01184	434	987	2235	0.194183445190157	TRUE
SLC12A2	1108	3863	2235	0.495749440715884	TRUE
KDELC1P1	16	25	2235	0.00715883668903803	FALSE
FBN2	1234	6965	2235	0.552125279642058	TRUE
SLC27A6	137	223	2235	0.0612975391498881	TRUE
CTC-573M9.1	1	2	2235	0.000447427293064877	FALSE
ISOC1	912	2049	2235	0.408053691275168	TRUE
MIR4633	0	0	2235	0	FALSE
MIR4460	0	0	2235	0	FALSE
ADAMTS19-AS1	6	7	2235	0.00268456375838926	FALSE
ADAMTS19	510	1773	2235	0.228187919463087	TRUE
CTC-575N7.1	4	4	2235	0.00178970917225951	FALSE
KIAA1024L	36	65	2235	0.0161073825503356	TRUE
CHSY3	187	264	2235	0.083668903803132	TRUE
RNU6ATAC10P	6	9	2235	0.00268456375838926	FALSE
RNA5SP191	1	1	2235	0.000447427293064877	FALSE
HSPA8P4	6	6	2235	0.00268456375838926	FALSE
RNU7-53P	0	0	2235	0	FALSE
ARL2BPP4	0	1	2235	0	FALSE
AC005741.2	0	0	2235	0	FALSE
RP11-114H7.1	24	26	2235	0.010738255033557	TRUE
RP11-114H7.2	9	12	2235	0.00402684563758389	FALSE
RP11-114H7.3	0	0	2235	0	FALSE
HINT1	959	2350	2235	0.429082774049217	TRUE
LYRM7	841	2286	2235	0.376286353467562	TRUE
CDC42SE2	910	3829	2235	0.407158836689038	TRUE
RP1-247F3.1	0	0	2235	0	FALSE
RAPGEF6	573	1513	2235	0.256375838926174	TRUE
CTC-432M15.3	0	0	2235	0	FALSE
FNIP1	938	1992	2235	0.419686800894855	TRUE
AC005593.2	65	85	2235	0.029082774049217	TRUE
MEIKIN	2	2	2235	0.000894854586129754	FALSE
CTB-127M13.1	0	0	2235	0	FALSE
AC034228.4	0	0	2235	0	FALSE
ACSL6	63	201	2235	0.0281879194630872	TRUE
AC034228.3	0	0	2235	0	FALSE
AC034228.2	0	0	2235	0	FALSE
IL3	0	0	2235	0	FALSE
CSF2	0	0	2235	0	FALSE
AC063976.1	3	10	2235	0.00134228187919463	FALSE
AC063976.2	0	0	2235	0	FALSE
AC063976.3	1	1	2235	0.000447427293064877	FALSE
P4HA2-AS1	15	33	2235	0.00671140939597315	FALSE
P4HA2	1183	5793	2235	0.529306487695749	TRUE
AC063976.7	4	8	2235	0.00178970917225951	FALSE
MIR6830	0	0	2235	0	FALSE
PDLIM4	103	136	2235	0.0460850111856823	TRUE
SLC22A4	82	148	2235	0.0366890380313199	TRUE
AC034220.3	41	50	2235	0.01834451901566	TRUE
MIR3936	0	0	2235	0	FALSE
SLC22A5	262	485	2235	0.117225950782998	TRUE
C5orf56	308	551	2235	0.137807606263982	TRUE
AC116366.7	2	2	2235	0.000894854586129754	FALSE
AC116366.5	2	3	2235	0.000894854586129754	FALSE
AC116366.6	322	619	2235	0.14407158836689	TRUE
IRF1	1658	16249	2235	0.741834451901566	TRUE
IL5	2	2	2235	0.000894854586129754	FALSE
RAD50	81	115	2235	0.036241610738255	TRUE
TH2LCRR	1	1	2235	0.000447427293064877	FALSE
IL13	6	17	2235	0.00268456375838926	FALSE
IL4	1	3	2235	0.000447427293064877	FALSE
AC004237.1	16	23	2235	0.00715883668903803	FALSE
KIF3A	677	2264	2235	0.302908277404922	TRUE
CCNI2	28	36	2235	0.0125279642058166	TRUE
SEPT8	920	2408	2235	0.411633109619687	TRUE
SOWAHA	26	35	2235	0.0116331096196868	TRUE
AC004775.5	1	2	2235	0.000447427293064877	FALSE
SHROOM1	311	588	2235	0.139149888143177	TRUE
RNA5SP192	0	0	2235	0	FALSE
GDF9	31	40	2235	0.0138702460850112	TRUE
UQCRQ	922	1936	2235	0.412527964205817	TRUE
LEAP2	78	173	2235	0.0348993288590604	TRUE
AFF4	1918	17363	2235	0.858165548098434	TRUE
AC010240.2	1	3	2235	0.000447427293064877	FALSE
ATP6V0E1P1	0	0	2235	0	FALSE
CTC-350I8.1	0	0	2235	0	FALSE
AC010240.3	0	0	2235	0	FALSE
ZCCHC10	556	967	2235	0.248769574944072	TRUE
RP11-485M7.1	1	1	2235	0.000447427293064877	FALSE
HSPA4	1376	10529	2235	0.615659955257271	TRUE
RP11-485M7.2	3	4	2235	0.00134228187919463	FALSE
RP11-485M7.3	0	1	2235	0	FALSE
CTB-49A3.2	2	4	2235	0.000894854586129754	FALSE
CTB-49A3.1	3	3	2235	0.00134228187919463	FALSE
FSTL4	16	22	2235	0.00715883668903803	FALSE
CTB-49A3.5	4	4	2235	0.00178970917225951	FALSE
CTB-49A3.4	11	19	2235	0.00492170022371365	FALSE
CTB-3M24.3	0	0	2235	0	FALSE
MIR1289-2	0	0	2235	0	FALSE
CTB-3M24.2	2	4	2235	0.000894854586129754	FALSE
CTB-3M24.1	0	0	2235	0	FALSE
AC005178.1	0	0	2235	0	FALSE
WSPAR	0	1	2235	0	FALSE
C5orf15	738	1056	2235	0.330201342281879	TRUE
VDAC1	1425	5241	2235	0.63758389261745	TRUE
CTB-113I20.2	0	0	2235	0	FALSE
CTB-113I20.1	4	8	2235	0.00178970917225951	FALSE
TCF7	275	1268	2235	0.123042505592841	TRUE
SKP1	2172	29300	2235	0.971812080536913	TRUE
CTD-2410N18.5	0	0	2235	0	FALSE
PPP2CA	1655	7497	2235	0.740492170022371	TRUE
CTD-2410N18.4	105	214	2235	0.0469798657718121	TRUE
MIR3661	7	10	2235	0.00313199105145414	FALSE
CTD-2410N18.3	15	19	2235	0.00671140939597315	FALSE
CTD-2410N18.1	1	1	2235	0.000447427293064877	FALSE
CDKL3	131	241	2235	0.0586129753914989	TRUE
UBE2B	1433	4257	2235	0.641163310961969	TRUE
RP11-215P8.2	0	0	2235	0	FALSE
RP11-215P8.3	71	116	2235	0.0317673378076063	TRUE
CDKN2AIPNL	230	318	2235	0.102908277404922	TRUE
RP11-215P8.1	23	49	2235	0.0102908277404922	TRUE
RP11-215P8.4	1	4	2235	0.000447427293064877	FALSE
AC005355.1	0	1	2235	0	FALSE
RNU6-456P	0	0	2235	0	FALSE
LINC01843	1	5	2235	0.000447427293064877	FALSE
RN7SL541P	6	6	2235	0.00268456375838926	FALSE
AC005355.3	4	6	2235	0.00178970917225951	FALSE
JADE2	306	619	2235	0.136912751677852	TRUE
SAR1B	757	1551	2235	0.338702460850112	TRUE
RNU6-1311P	2	2	2235	0.000894854586129754	FALSE
SEC24A	667	1197	2235	0.298434004474273	TRUE
RNU6-1164P	1	1	2235	0.000447427293064877	FALSE
RNU6-757P	4	5	2235	0.00178970917225951	FALSE
CAMLG	1757	9394	2235	0.786129753914989	TRUE
DDX46	1663	10886	2235	0.74407158836689	TRUE
CTB-2L9.1	4	5	2235	0.00178970917225951	FALSE
C5orf24	1374	4931	2235	0.614765100671141	TRUE
AC006077.4	0	0	2235	0	FALSE
TXNDC15	1355	5541	2235	0.606263982102908	TRUE
PCBD2	121	228	2235	0.0541387024608501	TRUE
AC006077.3	1	2	2235	0.000447427293064877	FALSE
MTCYBP18	1	1	2235	0.000447427293064877	FALSE
MTND6P4	18	26	2235	0.00805369127516779	FALSE
MTND5P11	12	16	2235	0.00536912751677852	FALSE
MTND4P12	18	23	2235	0.00805369127516779	FALSE
MTND4LP30	7	7	2235	0.00313199105145414	FALSE
MIR4461	78	92	2235	0.0348993288590604	TRUE
MTND3P25	0	0	2235	0	FALSE
CATSPER3	18	31	2235	0.00805369127516779	FALSE
PITX1	95	170	2235	0.0425055928411633	TRUE
C5orf66	83	141	2235	0.0371364653243848	TRUE
CTC-276P9.4	0	0	2235	0	FALSE
C5orf66-AS1	4	4	2235	0.00178970917225951	FALSE
CTC-276P9.2	0	0	2235	0	FALSE
CTC-276P9.3	1	3	2235	0.000447427293064877	FALSE
C5orf66-AS2	3	20	2235	0.00134228187919463	FALSE
H2AFY	1772	9760	2235	0.792841163310962	TRUE
CTC-203F4.2	38	96	2235	0.0170022371364653	TRUE
DCANP1	0	0	2235	0	FALSE
TIFAB	5	8	2235	0.00223713646532438	FALSE
CTB-138E5.1	4	5	2235	0.00178970917225951	FALSE
NEUROG1	1	3	2235	0.000447427293064877	FALSE
CTC-321K16.1	4	4	2235	0.00178970917225951	FALSE
CXCL14	710	14801	2235	0.317673378076063	TRUE
LINC01959	4	6	2235	0.00178970917225951	FALSE
AC011431.1	1	1	2235	0.000447427293064877	FALSE
MIR5692C1	0	0	2235	0	FALSE
RP11-119J18.1	3	7	2235	0.00134228187919463	FALSE
SLC25A48	11	18	2235	0.00492170022371365	FALSE
IL9	0	0	2235	0	FALSE
GS1-39E22.2	1	2	2235	0.000447427293064877	FALSE
GS1-39E22.1	0	1	2235	0	FALSE
LECT2	1	3	2235	0.000447427293064877	FALSE
FBXL21	8	10	2235	0.00357941834451902	FALSE
TGFBI	1627	20943	2235	0.727964205816555	TRUE
VTRNA2-1	1	1	2235	0.000447427293064877	FALSE
SMAD5-AS1	22	32	2235	0.00984340044742729	FALSE
SMAD5-AS1_1	0	0	2235	0	FALSE
SMAD5	1633	8274	2235	0.730648769574944	TRUE
SMAD5-AS1_2	0	0	2235	0	FALSE
SMAD5-AS1_3	0	0	2235	0	FALSE
SMAD5-AS1_4	4	4	2235	0.00178970917225951	FALSE
AC009014.3	22	37	2235	0.00984340044742729	FALSE
TRPC7	3	5	2235	0.00134228187919463	FALSE
TRPC7-AS1	27	40	2235	0.0120805369127517	TRUE
TRPC7-AS2	0	0	2235	0	FALSE
AC063980.3	0	0	2235	0	FALSE
HSPD1P18	0	0	2235	0	FALSE
HNRNPA1P13	0	0	2235	0	FALSE
RP11-114H21.2	1	1	2235	0.000447427293064877	FALSE
CTB-1I21.1	0	0	2235	0	FALSE
CTB-1I21.2	0	0	2235	0	FALSE
RNA5SP193	1	2	2235	0.000447427293064877	FALSE
SPOCK1	216	1618	2235	0.0966442953020134	TRUE
KLHL3	110	297	2235	0.0492170022371365	TRUE
MIR874	0	0	2235	0	FALSE
HNRNPA0	1179	2844	2235	0.52751677852349	TRUE
RP11-381K20.4	0	0	2235	0	FALSE
NPY6R	34	77	2235	0.0152125279642058	TRUE
RP11-381K20.2	16	21	2235	0.00715883668903803	FALSE
MYOT	19	40	2235	0.00850111856823266	FALSE
PKD2L2	21	40	2235	0.00939597315436242	FALSE
FAM13B	963	2909	2235	0.430872483221477	TRUE
RP11-325L7.1	0	1	2235	0	FALSE
RP11-325L7.2	2	2	2235	0.000894854586129754	FALSE
RNU6-1148P	0	0	2235	0	FALSE
WNT8A	3	4	2235	0.00134228187919463	FALSE
NME5	42	104	2235	0.0187919463087248	TRUE
RNU6-460P	0	0	2235	0	FALSE
RNU6-888P	2	4	2235	0.000894854586129754	FALSE
BRD8	1235	6233	2235	0.552572706935123	TRUE
KIF20A	69	601	2235	0.0308724832214765	TRUE
CDC23	539	964	2235	0.241163310961969	TRUE
GFRA3	61	174	2235	0.0272930648769575	TRUE
RPS27AP18	3	3	2235	0.00134228187919463	FALSE
CDC25C	40	132	2235	0.0178970917225951	TRUE
FAM53C	1553	8162	2235	0.694854586129754	TRUE
RP11-256P1.1	5	5	2235	0.00223713646532438	FALSE
KDM3B	1253	3687	2235	0.560626398210291	TRUE
REEP2	11	12	2235	0.00492170022371365	FALSE
RP11-461O14.3	0	0	2235	0	FALSE
EGR1	2179	229243	2235	0.974944071588367	TRUE
RPL7P19	176	294	2235	0.0787472035794183	TRUE
ETF1	1278	5313	2235	0.571812080536913	TRUE
HSPA9	1775	11389	2235	0.794183445190157	TRUE
CTNNA1	2053	25026	2235	0.918568232662192	TRUE
CTB-164L20.1	2	4	2235	0.000894854586129754	FALSE
AC034243.1	7	19	2235	0.00313199105145414	FALSE
LRRTM2	313	740	2235	0.140044742729306	TRUE
SIL1	122	210	2235	0.054586129753915	TRUE
RNA5SP194	0	0	2235	0	FALSE
CTB-46B19.2	18	21	2235	0.00805369127516779	FALSE
RPL12P21	0	0	2235	0	FALSE
RNU6-572P	0	0	2235	0	FALSE
SNHG4	2	3	2235	0.000894854586129754	FALSE
SNORA74A	0	0	2235	0	FALSE
RNA5SP195	7	10	2235	0.00313199105145414	FALSE
RN7SKP64	1	1	2235	0.000447427293064877	FALSE
PAIP2	1216	2580	2235	0.54407158836689	TRUE
CTB-43P18.1	5	5	2235	0.00223713646532438	FALSE
SLC23A1	48	74	2235	0.0214765100671141	TRUE
MZB1	19	42	2235	0.00850111856823266	FALSE
PROB1	53	120	2235	0.0237136465324385	TRUE
SPATA24	94	252	2235	0.0420581655480984	TRUE
DNAJC18	898	3894	2235	0.40178970917226	TRUE
AC142391.3	0	0	2235	0	FALSE
RNU5B-4P	1	1	2235	0.000447427293064877	FALSE
ECSCR	84	307	2235	0.0375838926174497	TRUE
AC138517.6	11	17	2235	0.00492170022371365	FALSE
TMEM173	661	1574	2235	0.295749440715884	TRUE
AC138517.5	1	1	2235	0.000447427293064877	FALSE
NCOA4P4	28	36	2235	0.0125279642058166	TRUE
UBE2D2	1372	4033	2235	0.613870246085011	TRUE
CTD-2062A1.2	2	2	2235	0.000894854586129754	FALSE
CTD-3224K15.3	0	0	2235	0	FALSE
CXXC5	256	477	2235	0.114541387024609	TRUE
CXXC5-AS1	0	0	2235	0	FALSE
CTB-35F21.1	2	22	2235	0.000894854586129754	FALSE
RNU6-236P	0	0	2235	0	FALSE
PSD2-AS1	1	1	2235	0.000447427293064877	FALSE
CTB-35F21.3	0	0	2235	0	FALSE
CTB-35F21.5	0	0	2235	0	FALSE
PSD2	28	49	2235	0.0125279642058166	TRUE
NRG2	16	18	2235	0.00715883668903803	FALSE
CTB-35F21.4	0	0	2235	0	FALSE
LINC01024	44	93	2235	0.0196868008948546	TRUE
PURA	1105	3200	2235	0.494407158836689	TRUE
IGIP	138	194	2235	0.061744966442953	TRUE
CTB-131B5.5	30	39	2235	0.0134228187919463	TRUE
CYSTM1	251	616	2235	0.112304250559284	TRUE
CTB-131B5.2	83	188	2235	0.0371364653243848	TRUE
PFDN1	489	921	2235	0.218791946308725	TRUE
HBEGF	709	3135	2235	0.317225950782998	TRUE
CTC-329D1.3	24	30	2235	0.010738255033557	TRUE
SLC4A9	17	32	2235	0.00760626398210291	FALSE
CTC-329D1.2	1	2	2235	0.000447427293064877	FALSE
RNU4-14P	8	8	2235	0.00357941834451902	FALSE
ANKHD1	385	726	2235	0.172259507829978	TRUE
ANKHD1-EIF4EBP3	22	27	2235	0.00984340044742729	FALSE
SRA1	414	750	2235	0.185234899328859	TRUE
EIF4EBP3	1	1	2235	0.000447427293064877	FALSE
APBB3	39	58	2235	0.0174496644295302	TRUE
AC011380.9	0	0	2235	0	FALSE
MIR6831	0	0	2235	0	FALSE
SLC35A4	512	887	2235	0.229082774049217	TRUE
AC011380.8	11	13	2235	0.00492170022371365	FALSE
HAUS1P1	6	17	2235	0.00268456375838926	FALSE
RP11-515C16.1	1	1	2235	0.000447427293064877	FALSE
CD14	51	126	2235	0.0228187919463087	TRUE
NDUFA2	447	821	2235	0.2	TRUE
TMCO6	117	170	2235	0.0523489932885906	TRUE
IK	1893	15587	2235	0.846979865771812	TRUE
MIR3655	0	0	2235	0	FALSE
WDR55	360	555	2235	0.161073825503356	TRUE
DND1	2	2	2235	0.000894854586129754	FALSE
HARS	1267	7220	2235	0.566890380313199	TRUE
HARS2	449	1105	2235	0.20089485458613	TRUE
ZMAT2	1114	3638	2235	0.498434004474273	TRUE
VTRNA1-1	2	2	2235	0.000894854586129754	FALSE
VTRNA1-2	3	4	2235	0.00134228187919463	FALSE
VTRNA1-3	2	4	2235	0.000894854586129754	FALSE
RP11-515C16.7	3	3	2235	0.00134228187919463	FALSE
AC005609.2	0	0	2235	0	FALSE
PCDHA1	1	1	2235	0.000447427293064877	FALSE
AC005609.16	0	0	2235	0	FALSE
PCDHA2	4	6	2235	0.00178970917225951	FALSE
PCDHA3	9	14	2235	0.00402684563758389	FALSE
PCDHA4	7	12	2235	0.00313199105145414	FALSE
PCDHA5	3	8	2235	0.00134228187919463	FALSE
PCDHA6	5	11	2235	0.00223713646532438	FALSE
PCDHA7	9	10	2235	0.00402684563758389	FALSE
PCDHA8	4	12	2235	0.00178970917225951	FALSE
PCDHA9	6	11	2235	0.00268456375838926	FALSE
AC005609.19	0	0	2235	0	FALSE
PCDHA10	20	37	2235	0.00894854586129754	FALSE
PCDHA14	0	0	2235	0	FALSE
AC005609.20	0	0	2235	0	FALSE
PCDHA11	8	15	2235	0.00357941834451902	FALSE
PCDHA12	5	8	2235	0.00223713646532438	FALSE
AC005609.18	0	0	2235	0	FALSE
AC005609.17	0	0	2235	0	FALSE
PCDHA13	8	13	2235	0.00357941834451902	FALSE
PCDHAC1	4	12	2235	0.00178970917225951	FALSE
CTC-270D5.2	0	0	2235	0	FALSE
PCDHAC2	8	13	2235	0.00357941834451902	FALSE
CTC-270D5.1	0	1	2235	0	FALSE
PCDHB1	82	128	2235	0.0366890380313199	TRUE
CH17-140K24.1	0	0	2235	0	FALSE
PCDHB2	103	200	2235	0.0460850111856823	TRUE
AC005754.7	0	1	2235	0	FALSE
PCDHB3	81	193	2235	0.036241610738255	TRUE
AC005754.8	13	15	2235	0.0058165548098434	FALSE
PCDHB4	97	205	2235	0.0434004474272931	TRUE
PCDHB5	102	173	2235	0.0456375838926174	TRUE
CH17-140K24.2	1	1	2235	0.000447427293064877	FALSE
PCDHB6	44	114	2235	0.0196868008948546	TRUE
PCDHB17P	8	17	2235	0.00357941834451902	FALSE
CH17-140K24.3	3	3	2235	0.00134228187919463	FALSE
PCDHB7	52	119	2235	0.0232662192393736	TRUE
PCDHB8	25	51	2235	0.0111856823266219	TRUE
CH17-140K24.4	0	0	2235	0	FALSE
PCDHB16	128	202	2235	0.0572706935123043	TRUE
CH17-140K24.5	8	10	2235	0.00357941834451902	FALSE
CH17-140K24.7	3	3	2235	0.00134228187919463	FALSE
PCDHB9	99	235	2235	0.0442953020134228	TRUE
CH17-140K24.6	0	0	2235	0	FALSE
PCDHB10	112	345	2235	0.0501118568232662	TRUE
PCDHB11	41	83	2235	0.01834451901566	TRUE
PCDHB12	55	89	2235	0.0246085011185682	TRUE
PCDHB13	94	193	2235	0.0420581655480984	TRUE
PCDHB14	259	497	2235	0.115883668903803	TRUE
CH17-140K24.8	0	0	2235	0	FALSE
PCDHB18P	62	221	2235	0.0277404921700224	TRUE
PCDHB19P	41	89	2235	0.01834451901566	TRUE
PCDHB15	142	321	2235	0.0635346756152125	TRUE
AC005752.10	27	36	2235	0.0120805369127517	TRUE
TAF7	1832	10247	2235	0.819686800894855	TRUE
SLC25A2	1	1	2235	0.000447427293064877	FALSE
AC005618.6	42	98	2235	0.0187919463087248	TRUE
PCDHGA1	14	83	2235	0.00626398210290828	FALSE
PCDHGA2	79	134	2235	0.0353467561521253	TRUE
PCDHGA3	137	403	2235	0.0612975391498881	TRUE
PCDHGB1	3	4	2235	0.00134228187919463	FALSE
AC005618.8	0	0	2235	0	FALSE
PCDHGA4	18	22	2235	0.00805369127516779	FALSE
PCDHGB2	98	570	2235	0.0438478747203579	TRUE
PCDHGA5	106	244	2235	0.047427293064877	TRUE
PCDHGB3	37	65	2235	0.0165548098434004	TRUE
PCDHGA6	132	231	2235	0.0590604026845638	TRUE
